Source,Target,F-stat,p-value
C4,F4,1188.5565029420836,0.0
C3,F3,1047.6419691963797,0.0
C4,F8,963.5631352296822,0.0
CZ,F4,906.3069786366178,0.0
CZ,F3,838.877919621259,0.0
F3,F4,747.0610222159983,6.37e-322
T3,F3,725.1845083106539,1.317159892544e-312
CZ,FZ,667.3868957537899,5.6841912180488365e-288
CZ,F8,661.3393065049645,2.1603488107679643e-285
F7,F4,646.243347322954,5.97258395648541e-279
T3,F7,638.8676134165302,8.402848536923695e-276
C4,FZ,635.1368725535295,3.2892375424866367e-274
F7,F8,633.37984849023,1.8502527657911928e-273
C3,F7,613.4962970211616,5.736916313659187e-265
F4,F3,584.1634222988073,1.966922310982636e-252
C4,F3,573.8346085087637,5.129128087297492e-248
C4,Fp2,562.7432124627708,2.842588196557397e-243
Fp1,F4,559.028284822539,1.1037310597000719e-241
CZ,Fp2,553.5874033068613,2.347555998142966e-239
C3,F4,538.1378674835174,9.598072267250853e-233
CZ,F7,531.5353174797272,6.435077953903745e-230
Fp2,F4,530.4424054400159,1.8899380900123677e-229
F8,F7,524.2950023240847,8.100429637167671e-227
T4,F8,522.9628593429419,3.0125414009117493e-226
T4,F4,517.9180973884693,4.358025451081592e-224
CZ,Fp1,496.39702552143547,7.222769396282424e-215
F3,F8,489.79937475933707,4.854422083531529e-212
F8,F3,482.3376372427548,7.664432833400619e-209
C4,Fp1,474.49926587823654,1.7577193026115451e-205
C3,FZ,473.4427015830448,4.988548655632503e-205
C3,C4,463.46262636398427,9.501234631241121e-201
Fp2,F3,437.54251192680545,1.254845266074631e-189
FZ,F4,412.1173699226022,1.0340947846333718e-178
C4,F7,401.12548167567115,5.446295339056602e-174
C3,F8,395.41728852603984,1.5438074607119582e-171
C3,Fp2,393.68103919963244,8.602748096066373e-171
F4,F7,389.86481010205506,3.754432744834761e-169
Fp1,F3,389.359453669037,6.190394651675121e-169
FZ,F3,383.159726425216,2.859272454239247e-166
Fp1,F8,372.8367604161075,7.832069538305427e-162
C3,Fp1,371.98866922431677,1.813457892562873e-161
P3,F3,336.21259339782983,4.4439262254352445e-146
C4,C3,334.757935554466,1.878490022700225e-145
T3,FZ,325.60489301281365,1.63520646035339e-141
PZ,F3,317.7247645730346,4.0384191707818214e-138
T3,F8,313.12427734517337,3.865416948193127e-136
T3,F4,306.9612477935845,1.7434201825599303e-133
FZ,F8,304.8515595618914,1.4127776525332084e-132
T3,C4,302.6978919415348,1.1960281179733847e-131
PZ,F4,296.37868270897224,6.30926819504617e-129
Fp2,F7,291.9581422330635,5.064879802083425e-127
F3,Fp2,290.05475672571515,6.445691801841016e-65
Fp2,F8,288.8599044537997,1.0954193433912163e-125
P3,P4,286.9185363684583,7.519008904393376e-125
Fp1,FZ,286.66573179532594,9.662803134668698e-125
T3,Fp1,277.72907954877155,6.865994583547845e-121
T3,Fp2,276.5943212797375,2.1175730811860384e-120
F4,Fp2,265.1522692314095,1.814451954276258e-115
FZ,F7,260.2887295546598,2.2697605126267816e-113
F7,C3,257.5431810729475,3.4675692499752546e-112
CZ,C4,256.74453760438075,7.664159934731254e-112
T4,T3,255.89259875562806,1.7860656619955317e-111
P4,F4,251.47977755931413,1.4296808692181468e-109
T4,FZ,250.01761497705067,6.108720908199993e-109
C4,T3,248.9916438303379,1.6924777022089505e-108
F7,F3,248.06241804499172,4.259643038163124e-108
F3,C4,240.89789826817807,5.25227952873467e-105
PZ,C4,238.3824684678198,6.39317455146517e-104
F3,F7,233.57584421933225,7.584116606971549e-102
T4,Fp2,233.24708078725752,1.051441602688768e-101
F8,FZ,232.82880659761503,1.5932947510117323e-101
F8,Fp1,230.83128853436813,1.1597805268789875e-100
F7,T3,230.37044681488885,1.833455489997475e-100
PZ,F8,227.25074500444575,4.0716156449158284e-99
F4,C4,226.35176168678794,9.949438482667518e-99
F8,C4,224.53881071900236,6.030572924321776e-98
F7,C4,220.9928817270718,2.0467700561525795e-96
F7,FZ,220.94019314610347,2.156824579320442e-96
P3,C4,219.39286903357134,1.0041816521666063e-95
F8,F4,216.43383966153894,1.9025529617744187e-94
Fp1,F7,210.41092957042503,7.58524335599696e-92
P4,F8,206.98584503019237,2.285997765271311e-90
PZ,C3,206.1144262958733,5.437704928697389e-90
Fp2,C4,204.33128438057685,3.2027956106991896e-89
F7,Fp2,204.11504494799235,3.971206565843903e-89
T3,T4,200.9477058118459,9.267244750594115e-88
F3,C3,200.62222655775352,1.2809652461091164e-87
T4,Fp1,200.24623666529482,1.8618429407367764e-87
PZ,P3,197.10856158550826,4.219878648260433e-86
F8,T3,196.64619199011355,6.683990924504862e-86
PZ,P4,196.56933721569308,7.214995483634755e-86
Fp1,C4,196.0888266775612,1.1636211644867704e-85
PZ,FZ,194.60410984507013,5.095782206871631e-85
P4,O2,192.91979857248856,2.721863129015791e-84
PZ,O2,192.8539816943513,2.906036965725591e-84
FZ,Fp1,192.4110641212366,4.514982118168161e-84
F8,Fp2,190.98298525113265,1.869168659757715e-83
F4,Fp1,188.72990736840515,1.7584296614460434e-82
FZ,C4,185.9090471248215,2.9107446442581043e-81
Fp2,FZ,183.7089334320265,2.5985218800862228e-80
F3,T3,179.51637046182532,1.6849643355840738e-78
T4,F7,178.62600463383762,4.0869469335418854e-78
FZ,Fp2,174.57487193241428,2.303456168716369e-76
PZ,F7,172.98184848888803,1.1245253548555654e-75
P3,F7,172.1366327395081,2.6081250824648786e-75
P3,F4,170.0547154299177,2.0716143133041076e-74
C3,CZ,167.8463687621511,1.8663721032511414e-73
P3,C3,161.7006919793077,8.474872847292376e-71
F4,C3,161.43941128654382,1.099283941566479e-70
CZ,C3,161.01095895793017,1.6841184376115388e-70
PZ,O1,160.7683141507834,2.144337669846671e-70
T4,F3,158.54139227609477,1.9690416434596681e-69
Fp1,C3,157.36387898460922,6.359992844442008e-69
CZ,T3,155.3043203755209,4.944557713840557e-68
F4,FZ,154.94835190098564,7.048124873330738e-68
T3,O1,153.29900265006168,3.6424124069887065e-67
F8,C3,152.61291511878628,7.213062474216653e-67
P4,P3,152.21250409095654,1.0747282844934232e-66
PZ,Fp2,149.8620459975488,1.1166492615477282e-65
P3,FZ,149.5751382551883,1.485984574044233e-65
C3,O1,148.47070664492554,4.464040762811188e-65
T4,O2,148.08267603838786,6.5700905482730346e-65
P4,F3,147.3554373786025,1.3556395896158788e-64
Fp2,C3,147.09975225689502,1.748816955643494e-64
P3,O1,143.54358316204414,6.040786914759877e-63
C4,O2,143.16843620094966,8.777796253833045e-63
P4,C3,142.6137545076723,1.525277450685229e-62
F4,T3,142.38859529458915,1.9087850402678906e-62
O1,O2,141.1664744109968,6.448819172840545e-62
F4,F8,139.98672018002208,2.0887717681847653e-61
Fp2,T3,138.67931016654126,7.683339584032845e-61
FZ,T3,138.26547757628313,1.1603832024885536e-60
Fp1,T3,134.31491311774042,5.942626497344432e-59
F8,T4,128.7173036082861,8.279333844749396e-30
P4,PZ,126.44136085358005,2.6011389058009025e-29
PZ,Fp1,125.32527928994571,4.61743927335787e-55
FZ,C3,123.62727305603697,2.5081281635115596e-54
P4,C4,123.46518005634604,2.9478830667642236e-54
O1,T5,122.14033282556082,1.1040030116139797e-53
Fp1,Fp2,121.86332685615334,1.4550397853392397e-53
CZ,O2,118.94241676889443,2.6746855413504267e-52
O2,T5,116.83973806848664,2.1753949609292753e-51
Fp2,CZ,115.43234319216289,6.626025516480794e-27
P3,F8,114.8760767250492,1.540524724156451e-50
P4,FZ,113.8938869185915,4.1011570364671707e-50
F3,FZ,112.71318295204892,1.3307777639791876e-49
P3,Fp2,109.26181891203763,4.1543817843822735e-48
T6,T5,108.02586559150834,1.4246032787720174e-47
F8,T6,104.77634480853227,1.4202068422673588e-24
P3,CZ,104.54477996831342,4.583064504779778e-46
C4,T6,103.23085523426096,1.698946498775019e-45
T5,O1,103.02597004635793,2.0840662636160256e-45
PZ,T6,102.50981641474714,4.451276346539694e-24
F3,Fp1,101.99248761633801,5.841176486629018e-45
T5,T6,101.70044336662646,7.815980201637856e-45
O2,T6,100.13242572750052,3.7333812142416056e-44
C3,P4,99.61078908088808,6.281061457861004e-44
P3,T3,97.99723324664014,3.1398929207687182e-43
T4,T6,97.28794229827491,6.370019077724882e-43
CZ,O1,96.33177870498,1.653132453102159e-42
P3,Fp1,95.90709693696974,2.5250156317702732e-42
T3,T5,95.78397714494454,2.854929595990274e-42
T5,P4,94.43976240713381,1.0911271552942078e-41
T4,O1,91.42757162115097,2.201697129679881e-40
PZ,T3,90.14305249213153,7.929470126273793e-40
F8,O2,88.2347455735586,5.97219570045632e-21
T5,F3,87.63677100125459,9.6624065115827e-39
FZ,CZ,87.28318607475644,1.374931819940131e-38
F4,T4,87.21599276992316,1.4702588908216941e-38
P4,Fp2,86.19756993497712,4.061154042260589e-38
C3,O2,86.01118407841292,4.891103335798697e-38
Fp2,Fp1,84.96822623999611,3.10898619492543e-20
CZ,T4,84.38372558569573,2.4806778453712293e-37
O2,P4,84.31543221147331,2.65559578103754e-37
T3,O2,83.73422888047904,4.742423090902492e-37
C3,T4,81.6432014930751,3.820197417366393e-36
F7,Fp1,80.86888814225945,8.272273151940263e-36
F8,CZ,80.76846753927161,9.144109158860773e-36
O1,P4,79.1305263865651,4.6875722644102067e-35
O2,O1,78.48810261101161,8.899237558272383e-35
F7,O2,77.4423382466799,1.3953774641198457e-18
C4,O1,76.9532644703498,4.116419112600599e-34
C3,T3,75.37063808723491,1.9972194746414244e-33
O1,P3,75.2149278153148,2.3329842910620675e-33
F4,CZ,73.98447400086545,7.965442921181181e-33
P4,T4,73.40958296552662,1.413783418973144e-32
P4,F7,72.40515131644672,3.852471242825947e-32
T4,C3,71.45531948852559,9.941257597900075e-32
F7,T4,71.11698349218896,1.3934605273504269e-31
O1,T6,70.88382843643909,1.7585617383784028e-31
F3,CZ,70.67338328126395,2.1695882843588325e-31
P4,T6,67.92394091495707,3.3744299822991935e-30
P4,Fp1,66.36327337962753,1.602341908003039e-29
P4,T3,65.59367998537081,3.4545153955365446e-29
T6,F8,64.80185422708271,8.404707549487783e-16
F7,CZ,62.82454862705791,5.4816425625646455e-28
FZ,T4,62.19858231758461,1.0240080559880606e-27
PZ,CZ,61.51896311528028,2.0181938997780027e-27
T5,CZ,61.4633236314473,2.133469785225784e-27
C3,T5,59.23145312507501,1.9805621780234025e-26
P3,PZ,59.11942436964198,2.2149495237504663e-26
F3,T4,58.71303334481934,3.3233422962047306e-26
T6,P4,56.648799573939336,2.610100989507898e-25
P4,O1,55.59276631051847,7.491836819615694e-25
Fp2,T4,54.90680539869169,1.486109155331332e-24
Fp1,T4,54.33100559299804,2.640868348925034e-24
T6,PZ,54.22944661909751,1.8024936832710846e-13
F7,T6,53.780927301453964,2.2643203063439313e-13
T6,O2,53.38022272409967,6.824377399325538e-24
Fp1,CZ,53.1441122844036,8.638856997455457e-24
T4,T5,52.210298891327376,2.1949596482616867e-23
T3,CZ,51.818368515140314,3.246380882033959e-23
PZ,T4,50.98155643646849,7.487130339388132e-23
O2,P3,48.78288376046428,6.728125911509902e-22
F8,PZ,48.50658931627601,3.319297097249831e-12
F8,P4,48.46083096535242,3.3976058561253093e-12
T5,C4,48.030189784144525,1.4267749780101262e-21
T6,O1,44.66156255214577,2.3587290985641233e-11
P3,O2,43.46928059143489,1.3572926713224947e-19
T5,FZ,43.10644900571186,1.9501324249486556e-19
F4,T6,43.0578409855325,5.349631077362384e-11
O1,F3,42.50916015573022,3.5412935580343697e-19
Fp2,T6,42.41477598530007,7.430373533582859e-11
T3,P4,41.8529350396401,6.820725176882885e-19
T5,F7,41.74919595580628,7.565414718336817e-19
O1,CZ,40.71316942179848,2.129461262367515e-18
FZ,O2,40.69812446293495,2.1617051968272574e-18
F3,T6,39.54335293440686,3.2265064365310155e-10
Fp1,T6,39.23621795718057,3.7757734063500897e-10
T5,T3,38.88938356775907,1.316661277560409e-17
O1,C4,38.72673494093745,1.5489487339013543e-17
F7,P4,38.677991583106945,5.024891380825983e-10
T4,PZ,38.29924198742404,2.3741095746766084e-17
F7,P3,37.87076085210993,3.6424646708160785e-17
CZ,T6,37.834399335393385,3.7772064798559764e-17
F4,P4,37.565391326811444,4.9417394674544874e-17
T6,T4,36.86646117288842,9.933782871883516e-17
F3,O2,36.15370709416784,2.024664160171829e-16
C3,PZ,36.07083804687222,2.199415490450397e-16
Fp2,O2,35.23384947550484,5.07522080411112e-16
FZ,T6,35.0522841619599,3.2238809711843285e-09
Fp1,O2,34.36533257851616,1.2086224366445364e-15
P4,T5,33.347518591563976,3.3412987780513734e-15
C3,P3,32.86291596121698,5.422335464740629e-15
CZ,P4,32.32337132500859,9.296088945930493e-15
FZ,PZ,32.22103951704834,1.3810852143463568e-08
O2,T4,30.290128336104928,7.088850773444859e-14
F3,O1,30.065158791809658,8.875622103555549e-14
F7,O1,29.747109692684095,1.2195892876994827e-13
F4,O2,29.67706728933684,1.3080010351539993e-13
C4,P3,29.339899867776875,1.8319799017789744e-13
T5,Fp2,29.094282435020876,2.3415658174041484e-13
O2,CZ,29.071499884377367,2.395481888116103e-13
T5,Fp1,28.92581563005302,2.7708494950959463e-13
F8,P3,27.063776091709613,1.9737837113764908e-07
Fp2,PZ,27.05015939557241,1.9877311902985821e-07
FZ,O1,27.029521888579264,1.8430501250489155e-12
T6,F7,26.542882717833674,2.584159207109277e-07
O2,C4,26.482252471952293,3.184494758561856e-12
PZ,T5,26.480227086201097,2.6693156900424697e-07
F8,O1,26.414878229128888,3.406275600993008e-12
O1,C3,25.97630845103905,5.279742226062315e-12
P3,T5,25.676998491614405,7.120495412443764e-12
O1,T4,25.635857572019795,7.419335941386179e-12
T6,F4,23.940060016764047,4.039659535962089e-11
T3,T6,23.602616672498293,1.1866936090438113e-06
P4,CZ,23.59447199218945,5.706040580606677e-11
C3,T6,23.411127906818614,1.3108383873220993e-06
T4,CZ,23.002300755431282,1.0312140541830201e-10
P3,T4,22.30581407923669,2.068440504770943e-10
F4,O1,21.83461989306772,3.312511561152294e-10
O2,PZ,21.569390697013695,3.418437464619557e-06
F7,PZ,21.158587129143033,6.510034371673592e-10
T6,C4,21.095633392303846,6.932790127986879e-10
O1,FZ,21.01445246124099,7.51872709052022e-10
Fp2,O1,20.99083179436715,7.698334803241559e-10
T6,Fp2,20.885939521689334,4.882503998504514e-06
T3,C3,20.816690745094625,5.062205666327873e-06
C4,P4,20.688293410964285,5.413150877632762e-06
Fp1,O1,20.587493131261155,1.1520349127509065e-09
F8,T5,19.58500822828951,3.1376303180365233e-09
T6,F3,19.357192811885188,1.0856219455544248e-05
Fp2,P4,19.205842339491323,4.583367431790216e-09
F3,PZ,19.014364756662843,1.2991395477337368e-05
T4,P4,18.99388877093652,5.664833950142961e-09
Fp1,PZ,18.343736885921583,1.84657718345108e-05
T5,PZ,18.105727147633324,1.3763108184232103e-08
T3,P3,17.963954829308708,1.585832436289975e-08
F3,P3,17.586650868692846,2.3122735240748306e-08
O1,T3,17.176329545791322,3.4846194504257264e-08
F4,PZ,17.092878849288383,3.563491823280378e-05
T6,T3,17.027475564893955,3.6883298105955644e-05
T6,P3,17.006114139824447,4.1308996778197605e-08
T5,F4,16.925946924181424,4.4755331858829716e-08
O2,F8,16.85778420434005,4.7910851737817174e-08
O1,F4,16.66948990151874,5.78324818725717e-08
T4,P3,16.665569275443314,5.805956340928656e-08
O1,PZ,16.646113830403348,5.919967674520574e-08
T6,C3,16.520320593431688,4.818140269144329e-05
O2,F3,15.919028083151916,1.2244723876680982e-07
T6,Fp1,15.80652033828295,7.022725528284291e-05
F3,P4,15.60256756106083,1.6800693628820615e-07
CZ,T5,15.451161733468671,1.9545833420327753e-07
O2,FZ,15.41362136639355,2.0293218551746936e-07
