window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,312,28.831302306198406,556.1681965018677
1,7.0,306,30.484382347843454,456.87048398796435
2,14.0,280,19.369447123847028,482.9570370750181
3,21.0,262,12.473363697206583,99.41402467592292
4,28.0,284,18.817311539715323,351.6011600305528
5,35.0,301,29.191028113588626,428.96184814124996
6,42.0,289,21.693900087546233,494.9259964236477
7,49.0,305,18.160991131282888,484.9944852239788
8,56.0,280,12.750902650997228,309.3712322649979
9,63.0,272,15.141807285381724,328.4419937815439
10,70.0,273,22.901152271016436,541.8276694851412
11,77.0,273,22.628802069204422,680.270034678669
12,84.0,283,14.951496952761682,609.859819815571
13,91.0,263,10.207749759380174,221.91053358620627
14,98.0,261,12.667376898060514,224.4985293652727
15,105.0,277,13.125454486206126,395.8399475722145
16,112.0,273,16.976558429068863,517.6322655112036
17,119.0,281,19.423650735249815,635.028571784643
18,126.0,296,25.60476225399264,477.78419097962103
19,133.0,300,22.474373420281193,617.8635332640574
20,140.0,286,18.853248561747538,623.5499979649721
21,147.0,276,13.321036572308708,438.00196029475796
22,154.0,277,17.541753539082592,416.3832994764018
23,161.0,282,17.28682696581526,539.2109824031355
24,168.0,284,14.56296959242943,387.01462246785405
25,175.0,278,14.221891822491367,397.85729088482515
26,182.0,240,11.185753803187142,367.8159146884302
27,189.0,267,11.844196850721998,352.66699577701866
28,196.0,266,12.626326575990735,296.71574003058015
29,203.0,215,8.55033950284791,242.88940188727898
30,210.0,255,12.623115672726277,130.74038682032221
31,217.0,308,22.722888340337168,216.55673197791543
32,224.0,226,12.887338095828927,409.3282198811329
33,231.0,238,12.915823074483315,401.571750145501
34,238.0,251,12.31598698228598,217.88064285050024
35,245.0,254,11.728190724451649,161.50811594240412
36,252.0,207,7.806870544888851,310.93293981669973
37,259.0,209,6.995265268146452,305.98345598718225
38,266.0,267,12.757329226738179,193.82209270104042
39,273.0,276,15.126406683147712,132.5377384065881
40,280.0,282,13.469923684546517,385.770947314543
