Channel,Participation_Coefficient
Fp1,0.29490496570141045
Fp2,0.2650470315966077
F3,0.23581586314621106
F4,0.30614494885026766
C3,0.41826805055877747
C4,0.4401307765235949
P3,0.4999185072182992
P4,0.4969146979070065
O1,0.4337911223917681
O2,0.4640060126903883
F7,0.3315088863405613
F8,0.3209088188071858
T3,0.43438262444233244
T4,0.4533371680121552
T5,0.49985226388818016
T6,0.4879428236835822
FZ,0.21166590623441972
CZ,0.41110411824449755
PZ,0.49676058197157424
