Source,Target,F-stat,p-value
Fp2,F8,3205.650826228942,0.0
Fp2,Fp1,2812.5316813564646,0.0
Fp2,FZ,2701.0940101526726,0.0
Fp2,F4,2604.705722102127,0.0
FZ,F4,2341.410415919519,0.0
C4,T6,2225.8467070161178,0.0
P3,O1,2167.9199214476616,0.0
F3,F7,1958.7453817778032,0.0
CZ,C3,1857.5400657639698,0.0
Fp2,F7,1791.571257291229,0.0
CZ,PZ,1758.1553725230153,0.0
C3,T3,1722.061088305804,0.0
CZ,T3,1716.9589013203483,0.0
C4,T4,1678.5897422222765,0.0
CZ,P3,1611.5977230257315,0.0
C3,P3,1607.5251074363687,0.0
F3,F8,1564.8266543708164,0.0
CZ,O1,1553.3077519723236,0.0
F4,Fp1,1542.4804211298215,0.0
F3,Fp1,1488.465825114409,0.0
PZ,T6,1431.7861571519209,0.0
C4,T3,1362.34991722535,0.0
F4,F8,1360.3862533519439,0.0
P4,O1,1307.159069302753,0.0
C4,PZ,1275.739610217377,0.0
F8,FZ,1249.0755824990208,0.0
F3,FZ,1236.8331876004117,0.0
F8,F4,1232.3534845102404,0.0
F4,FZ,1198.5693349919798,0.0
FZ,Fp1,1193.6541904305934,0.0
Fp2,T3,1123.2304930983623,0.0
C3,T6,1088.6341703328362,0.0
Fp1,T3,1047.4685432520914,0.0
O1,T5,1028.8656509328266,0.0
C4,O1,1023.5670281853163,0.0
Fp1,F3,1004.5177368042516,0.0
Fp1,F8,999.6150542741221,0.0
C3,O1,987.3246289858539,0.0
F3,Fp2,970.6323952660845,0.0
F8,C4,960.8934387819273,0.0
F3,F4,946.179983156724,0.0
P4,T6,941.970034563697,0.0
O1,P3,922.4568578022183,0.0
CZ,T5,916.1940794904579,0.0
FZ,F8,913.937407081267,0.0
CZ,T6,892.5507171777074,0.0
F7,FZ,887.7631066202132,0.0
F7,T3,869.3188742766683,0.0
O2,O1,851.6330594025857,0.0
PZ,O2,832.8347381302763,0.0
Fp1,F7,819.002221330796,0.0
Fp2,C3,816.5103330416057,0.0
C3,T5,813.8254177091782,0.0
PZ,O1,791.8343771839828,0.0
T6,T4,784.2106660824237,0.0
CZ,C4,738.7748279928018,5.90334e-319
CZ,Fp1,721.5287995819036,1.383031139541e-311
F8,T6,720.8107447760316,2.8037441102154e-311
F7,F3,703.3250889881515,8.372225871293659e-304
P4,O2,688.6604457906874,1.56378954796796e-297
F4,T4,675.3770058959444,7.526434730921101e-292
