Source,Target,F-stat,p-value
O2,C4,3674.1364418197727,0.0
T4,C4,2405.1090914326073,0.0
T6,Fp2,1975.5315611556414,0.0
Fp1,F7,1910.3734053488606,0.0
T3,C4,1772.7698864814874,0.0
Fp1,F3,1732.4566373370637,0.0
C3,T3,1494.9215999567923,0.0
T6,O1,1467.1292044361949,4.511417e-318
Fp1,T3,1391.7576718435052,0.0
T6,Fp1,1383.8767037362684,2.6617253226776053e-300
PZ,P4,1316.4207852397199,0.0
Fp2,T6,1227.3709370859065,7.662704235499699e-267
PZ,T3,1195.8390235417387,0.0
T6,T3,1136.6006995477467,0.0
T6,O2,1136.5685533447695,0.0
P3,T3,1118.407867189457,0.0
T4,Fp2,1092.3639632512973,6.34628885624869e-238
O1,T6,1073.506916436978,7.010709733510029e-234
F3,Fp1,1059.826299109798,0.0
F3,F7,1030.322629596794,0.0
T6,T4,1014.612371350633,0.0
P3,P4,1011.7014233161036,0.0
C4,T4,991.3540840044452,0.0
Fp2,F7,987.1146775063092,0.0
T5,T3,966.7088043338495,0.0
T6,P3,960.7405000544458,1.1115484766964898e-209
T6,F4,951.2419986471796,1.2190690742342179e-207
Fp1,FZ,924.4699135144872,0.0
F4,T3,907.858743754567,0.0
PZ,O2,890.2462872374673,0.0
F8,C4,889.6872098532938,2.057035721858586e-194
T6,F7,880.0625033485054,0.0
T3,FZ,862.5530727987077,1.40447022261418e-188
F8,T3,833.5279826273038,0.0
F3,T3,830.0063790357331,0.0
T6,T5,795.0350078736171,0.0
Fp1,O2,784.2484061408726,0.0
C3,O2,767.1714173306558,0.0
F4,F7,759.7941515260155,0.0
T5,T6,758.8177384574129,2.968817188459228e-166
P3,T6,744.5753314055413,3.469517335330422e-163
T5,O2,741.7078707684124,7.2465e-320
P3,O2,737.4340652619384,4.810455e-318
C3,P4,727.4181286593818,8.975384048e-314
F4,FZ,727.2048583204167,1.1066354226e-313
T4,FZ,713.9716329360583,4.879811322252436e-308
