Channel,Participation_Coefficient
Fp1,0.4428783222523105
Fp2,0.42867747939037626
F3,0.42210667320655826
F4,0.42659972436571036
C3,0.49539449419524406
C4,0.49347356228913364
P3,0.4728873320560676
P4,0.4990290795859391
O1,0.43009513575158753
O2,0.4482160154237482
F7,0.4816103066949945
F8,0.42659871259730386
T3,0.49318377449568085
T4,0.49709213323773727
T5,0.460038491551933
T6,0.4817323938507653
FZ,0.4237993622901549
CZ,0.4986721074108055
PZ,0.49792607481048756
