Channel,Participation_Coefficient
Fp1,0.4779103876598455
Fp2,0.48371764978471044
F3,0.4772314751847855
F4,0.4804060364955163
C3,0.49541463761653504
C4,0.496876243318079
P3,0.49736225576764903
P4,0.4978144795478703
O1,0.49897032739143077
O2,0.49920586728495897
F7,0.4925297187155713
F8,0.49631266543211394
T3,0.49751038948264714
T4,0.4987664890303142
T5,0.48959106573875655
T6,0.497862789635356
FZ,0.4889870509859655
CZ,0.4981959796940434
PZ,0.49960199789351156
