Source,Target,F-stat,p-value
F3,FZ,16022.624218719722,0.0
FZ,F3,12511.260975667365,0.0
F8,T4,2033.4714731897986,0.0
T6,T4,1740.504579423449,0.0
T5,T4,1028.5650645975397,3.0401862958210107e-222
T5,T3,1018.6450711217109,3.748338317969301e-220
T4,F8,1011.932382036722,9.752147416702159e-219
T4,T6,985.293222396268,4.058807088760082e-213
F7,T4,869.4041555813454,0.0
Fp1,T4,865.5453138298702,0.0
T6,T3,824.5494403710957,4.1098905636601315e-179
Fp2,T4,819.9516037822034,0.0
F3,T4,764.988753806763,0.0
F8,C4,701.5671876345975,4.4821214145952e-299
F3,CZ,684.6321436496141,5.104970882909567e-292
Fp1,FZ,681.741622797453,9.296354344338216e-149
F8,CZ,656.6678451616725,2.374167917720561e-280
F3,F4,624.7090451532057,5.408813971604327e-267
Fp1,C4,608.55377326558,3.1257319341462483e-260
F3,C4,603.1441827810396,5.762247091877785e-258
T4,Fp1,599.1095767545528,3.939104045643177e-131
Fp1,CZ,597.8371189279594,9.638126368048251e-256
P4,T3,574.9324457781669,5.77875184447875e-126
P4,T4,565.067559211508,5.348572131879835e-242
Fp2,C4,557.8070911050265,5.984456873309745e-239
T3,T5,554.913231564415,1.1037665107521517e-121
F4,T4,551.0880814417834,3.977479586801841e-236
Fp2,CZ,543.0542911550797,9.46205725567299e-233
F7,C4,541.6402097238243,3.7192058771555965e-232
P3,T3,537.495920728781,5.88608888546919e-118
C3,T3,532.1515329108925,8.20070825153387e-117
C4,CZ,526.5038624327752,1.3274540890200362e-115
Fp1,T3,523.8440491292914,4.926810309975861e-115
F8,T3,507.3954484353173,1.6437728890456667e-111
F7,CZ,505.8527706683831,4.282030597325471e-217
T4,Fp2,489.68108937204977,1.0290555297536978e-107
F8,FZ,484.83724104019694,3.096968528312251e-208
F3,Fp2,482.58562463944844,2.7591806919816132e-207
F8,F4,471.15555739639615,1.8386701195902567e-202
T4,O1,470.19797414388586,4.6641450272736295e-202
T3,T4,469.8464952380773,6.563924868488533e-202
F7,T3,462.91083819668347,5.679275867336976e-102
F3,O1,460.1176438325347,2.2578802281370602e-101
F4,C4,442.92009863083,1.564852296075284e-190
T4,P4,427.4755178282678,2.3062529563377363e-94
T4,F3,426.99772814205204,8.526562546368496e-184
Fp1,F4,424.06150625326654,1.4917701201317055e-182
F4,CZ,418.44366020390476,3.5677067227714367e-180
F8,F7,405.91433122932494,7.250608833911265e-175
PZ,F3,404.7644044983109,2.2270669288199833e-174
P3,T4,400.10920956992715,2.0942383971073596e-172
FZ,T4,399.86454619417486,2.6592044090045777e-172
T4,FZ,393.52440148699355,1.2977700690302146e-169
PZ,FZ,385.0973692722594,4.876743242556449e-166
C3,F3,382.87791731177936,4.265488937872889e-165
C3,T4,379.78373560779374,8.774309537475184e-164
T4,O2,379.5208888427428,1.1344425736133992e-163
FZ,Fp1,379.0445895694938,5.990659788559548e-84
F3,O2,374.2633124968912,6.406753390537429e-83
P4,FZ,372.8968132634382,7.363019127019397e-161
CZ,Fp1,368.9921929936348,8.73879256919054e-82
C3,FZ,368.9554123348776,3.474705835801421e-159
P4,F3,368.6277463956295,4.787306752787765e-159
P3,F3,367.42920829441385,1.5459053417842525e-158
T6,FZ,366.99313939958404,2.3681912356458816e-158
FZ,CZ,366.3162499406056,4.591517418498498e-158
T6,F3,365.46185202619716,1.0590514032347702e-157
T4,F7,365.37372249090527,5.25529779588505e-81
P3,FZ,363.7541394214892,5.629034697662066e-157
T6,CZ,354.7820260228177,3.659534751970755e-153
P4,CZ,345.766151904778,2.49501497878268e-149
Fp1,F7,344.4716360741187,8.865123413552238e-149
Fp2,FZ,344.21062042020486,1.1447503863226848e-148
CZ,F8,341.8023133129537,6.290919534877886e-76
FZ,C4,338.8104045996337,2.270613618247447e-146
F3,F7,335.67870193763815,4.884430642570677e-145
T3,FZ,334.8228702746549,1.1299248958610288e-144
F3,T3,330.00749070336707,2.1951502821660052e-73
P4,PZ,328.97153332675924,3.498119130635259e-142
Fp2,F3,326.46585737933333,4.080487344581032e-141
T3,C4,326.2358935894239,5.1125199009830293e-141
F8,F3,325.4637623141632,1.0900166083977314e-140
T6,F4,321.53102810655275,5.156467676466957e-139
Fp2,F4,321.1499838036234,7.493019692716002e-139
T5,FZ,319.28397974272127,4.672277399407033e-138
Fp2,T3,318.0871957045474,8.174477256257835e-71
C4,T4,315.93199039989946,1.2520346905538034e-136
F7,F4,315.758220041973,1.4847646398106621e-136
T6,C4,315.49030664608085,1.9311387718977803e-136
T3,F3,314.52807519288734,4.963958045185573e-136
F7,FZ,309.3568206388973,7.938638546726047e-134
T5,F3,309.3423168350933,8.052455076476326e-134
P4,F4,305.7944573001878,2.6204352174822158e-132
T5,C4,296.5150724309599,2.375064185373825e-128
T4,T5,294.73750080234714,1.361421366735063e-127
CZ,F3,294.2043972466411,2.2984328866440817e-127
F3,Fp1,291.03145562381644,5.1911302174241936e-126
CZ,FZ,290.7366130567813,6.935509352414778e-126
T5,CZ,289.3129081078282,2.8095638470423664e-125
T3,CZ,275.3245619113952,2.635539775501315e-119
P3,C4,273.57903782943674,1.4671043889183768e-118
PZ,T4,273.50398797529425,1.5795010455185795e-118
C3,C4,267.1640549718836,8.077148915862144e-116
P4,C3,266.2303950821629,2.0241915159822967e-115
T5,F4,265.40120793180853,4.577392001487698e-115
P3,F4,264.2812716476979,1.378062584468027e-114
P4,C4,262.8278420336508,5.761026103176778e-114
PZ,F4,261.42796122785956,2.2850406676396062e-113
Fp1,F3,260.2572466205627,7.23380978613705e-113
F7,F3,258.36517031777817,4.6589945758216785e-112
C3,F4,254.03438530814833,3.3127740208996756e-110
Fp2,F7,253.38850405308486,6.257779448140794e-110
P3,CZ,252.9273956644193,9.854445171490298e-110
F8,PZ,249.78924798208627,2.167379216311503e-108
FZ,F8,249.30687771711345,5.914485897190217e-56
T6,C3,247.6947690094387,1.705934844858492e-107
F4,FZ,244.84629752492793,2.8231394503607785e-106
