Channel,Participation_Coefficient
Fp1,0.27721632116886497
Fp2,0.2944259263647919
F3,0.32025417048320315
F4,0.34638701921509696
C3,0.4460829558698638
C4,0.4572457812417834
P3,0.49873069778119583
P4,0.49120284435261585
O1,0.3094311431043054
O2,0.3607805507871602
F7,0.3057864568227918
F8,0.3743751852796249
T3,0.448043077100021
T4,0.4477176417945322
T5,0.45825196999502693
T6,0.47092359714657195
FZ,0.2900195653786606
CZ,0.4511516103407368
PZ,0.49372593215783156
