window,start_time,end_time,total_connections,mean_strength,max_strength
0,0.0,2.0,342,5.9248838778522535,38.04936779418605
1,1.4,3.4,342,2.6892555803908316,11.51688594330723
2,2.8,4.8,342,4.0860108811651985,39.183557194520894
3,4.2,6.2,342,4.841715538046572,35.984862192995465
4,5.6,7.6,342,6.388776877371794,25.736308482964574
5,7.0,9.0,342,5.662528869057092,27.134768112859888
6,8.4,10.4,342,3.7993857992779176,14.056937725578978
7,9.8,11.8,342,6.3493258364643514,23.457359266530023
8,11.2,13.2,342,3.7956179457730355,14.65446573758854
9,12.6,14.6,342,6.109453435624625,53.52340946233432
10,14.0,16.0,342,3.445699919524076,17.744141309551143
11,15.4,17.4,342,3.5710993905290294,20.31600769715817
12,16.8,18.8,342,4.880778519180135,30.81344711338115
13,18.2,20.2,342,5.998386102026205,28.288025259504888
14,19.6,21.6,342,5.208605400457151,29.62985338891416
15,21.0,23.0,342,6.354980574483173,30.259455586473337
16,22.4,24.4,342,10.458253102075911,50.30591289476304
17,23.8,25.8,342,11.155062169518725,81.2438760522367
18,25.2,27.2,342,7.173862448189257,53.47481009070629
19,26.6,28.6,342,4.838808695052826,42.424435216485385
20,28.0,30.0,342,5.030022760874799,30.351450432994657
21,29.4,31.4,342,7.309229461495588,34.9604118127676
22,30.8,32.8,342,5.919901932897038,41.58671654056948
23,32.2,34.2,342,5.246992825204418,34.071818665527786
24,33.6,35.6,342,8.299342954446486,54.36905680348465
25,35.0,37.0,342,9.674012505028049,55.6965504530039
26,36.4,38.4,342,5.290326530683804,25.153274876042747
27,37.8,39.8,342,5.799218569638583,23.45757053808768
28,39.2,41.2,342,8.710927630403567,65.09108793213043
29,40.6,42.6,342,3.9686878487267245,22.7215211692551
30,42.0,44.0,342,9.804857334271585,63.955083566155295
31,43.4,45.4,342,5.9635882185029905,44.93538476238909
32,44.8,46.8,342,3.5114999726122695,17.666777860072006
33,46.2,48.2,342,5.19807478261884,25.582522405114723
34,47.6,49.6,342,4.34552032873253,37.51514200273204
35,49.0,51.0,342,4.858871256055406,25.814541677135818
36,50.4,52.4,342,5.656870425422588,40.706035133655966
37,51.8,53.8,342,8.852046210666716,65.82991834950163
38,53.2,55.2,342,3.365462933322885,23.813959802033906
39,54.6,56.6,342,3.1292707248661644,26.813415928011754
40,56.0,58.0,342,7.868500946501194,59.71964380802144
41,57.4,59.4,342,7.383593229852685,57.07067342212443
42,58.8,60.8,342,5.659503376590674,48.166315019025674
43,60.2,62.2,342,2.8714961138247657,24.331325170489883
44,61.6,63.6,342,4.178880127828284,43.5262602555943
45,63.0,65.0,342,4.580906770967701,48.05442782209387
46,64.4,66.4,342,9.231088511975889,97.95796178323133
47,65.8,67.8,342,15.19840124409614,64.44511677161725
48,67.2,69.2,342,7.390183621015282,51.07364005696738
49,68.6,70.6,342,3.294255089840127,13.952158485394024
50,70.0,72.0,342,3.871314927812764,19.434538424931816
51,71.4,73.4,342,5.121209357330795,24.111889770451686
52,72.8,74.8,342,8.650841150287327,33.6475447502612
53,74.2,76.2,342,6.843259779942616,28.443769391223746
54,75.6,77.6,342,5.8256253317385465,31.037999172475036
55,77.0,79.0,342,3.731116362733645,42.55043999410185
56,78.4,80.4,342,4.771134108445294,39.44799670277983
57,79.8,81.8,342,5.84786143044617,35.13486582585289
58,81.2,83.2,342,3.86833498424786,26.148819313978017
59,82.6,84.6,342,11.26990689069775,45.755787492860726
60,84.0,86.0,342,16.68014098263967,74.8032437621983
61,85.4,87.4,342,11.891710864245045,71.49206740700305
62,86.8,88.8,342,64.71581102591921,354.68237352808256
63,88.2,90.2,342,3.534940372942373,27.870585461309037
64,89.6,91.6,342,5.603174579606103,46.32492267781653
65,91.0,93.0,342,2.608126447702324,19.22224967359491
66,92.4,94.4,342,3.817377096730014,26.50689061851813
67,93.8,95.8,342,3.940779063884643,16.676092862598015
68,95.2,97.2,342,9.069886800616688,51.97095392179268
69,96.6,98.6,342,13.7046990869561,92.17235708997505
70,98.0,100.0,342,5.840535253803373,32.12223203647209
71,99.4,101.4,342,2.833694957206091,21.78470422275514
72,100.8,102.8,342,4.727365983403101,22.86764835991217
73,102.2,104.2,342,6.680028243459455,35.27949082497724
74,103.6,105.6,342,4.122308322231996,33.79522966854669
75,105.0,107.0,342,7.588718489536654,66.0101880392428
76,106.4,108.4,342,5.353598867593025,23.74107108914228
77,107.8,109.8,342,5.139728940321705,44.59129348596905
78,109.2,111.2,342,2.789002249402059,39.36360718179049
79,110.6,112.6,342,8.154384159699887,36.28417396859893
80,112.0,114.0,342,12.274886824092146,70.53825878029063
81,113.4,115.4,342,13.102903044628034,114.82285140014658
82,114.8,116.8,342,2.4851812708832512,18.035180893520753
83,116.2,118.2,342,5.54572250145582,33.122317713063225
84,117.6,119.6,342,3.6532781878684943,22.244374263631027
85,119.0,121.0,342,3.8567285127352666,45.079772501259306
86,120.4,122.4,342,2.4831697229411827,27.88676442036
87,121.8,123.8,342,3.5093831759077854,16.252261866811278
88,123.2,125.2,342,4.586446457774785,28.272409520555144
89,124.6,126.6,342,5.869742606586079,38.54002866284809
90,126.0,128.0,342,6.5345176096794235,35.476695385590844
91,127.4,129.4,342,3.204753048322981,15.686674150891859
92,128.8,130.8,342,3.4027168000884664,27.364399054076948
93,130.2,132.2,342,6.700476424544388,33.49594468416779
94,131.6,133.6,342,6.67218263837811,38.17977142736596
95,133.0,135.0,342,3.814603656038955,26.349378656149874
96,134.4,136.4,342,2.2491364664298517,12.152318740394529
97,135.8,137.8,342,2.7443844985745844,15.86327562675873
98,137.2,139.2,342,4.454477143886391,26.096619542341287
99,138.6,140.6,342,3.4458857385268695,19.082856098808648
100,140.0,142.0,342,5.4989973186251175,30.85713874714403
101,141.4,143.4,342,5.848429866195155,32.9064184401319
102,142.8,144.8,342,15.658361973628958,56.56061981975502
103,144.2,146.2,342,3.1289409314006527,22.250959841387125
104,145.6,147.6,342,2.8630012488888097,28.706553854392965
105,147.0,149.0,342,9.836552922354587,114.19948228318444
106,148.4,150.4,342,5.258859274973543,51.513019478545374
107,149.8,151.8,342,4.953939812993116,28.830130741858078
108,151.2,153.2,342,4.064364738179079,30.41217565107004
109,152.6,154.6,342,3.607537192300254,38.87942611122048
110,154.0,156.0,342,4.8238173263797215,28.498329811781485
111,155.4,157.4,342,5.42918927912989,30.335890854425017
112,156.8,158.8,342,6.269885312532971,50.76554062784781
113,158.2,160.2,342,3.536918600765806,18.00474126050008
114,159.6,161.6,342,6.084104146478512,61.167327686565734
115,161.0,163.0,342,4.44687498808204,44.264284228787986
116,162.4,164.4,342,6.658937920981611,51.381792116911726
117,163.8,165.8,342,5.654138714183185,46.51913444936927
118,165.2,167.2,342,4.0251659550492045,30.931379794257058
119,166.6,168.6,342,3.5939849692612347,20.829459053176443
120,168.0,170.0,342,3.6210132555309067,24.50023202707946
121,169.4,171.4,342,3.036441695947025,22.566694574610455
122,170.8,172.8,342,3.7292902078877765,26.946233762577663
123,172.2,174.2,342,4.356790978096056,24.271694579816444
124,173.6,175.6,342,6.723487554689365,32.02047560517495
125,175.0,177.0,342,4.58419752388041,41.34793544592743
126,176.4,178.4,342,3.2673649210865467,16.91215980160811
127,177.8,179.8,342,5.6833538040163685,39.30025046564579
128,179.2,181.2,342,11.862301269505469,51.79510875568224
129,180.6,182.6,342,14.35253159472465,50.17071083756668
130,182.0,184.0,342,8.14425168516433,38.3638368011175
131,183.4,185.4,342,39.889402076192006,239.42531525444724
132,184.8,186.8,342,9.787539927695896,52.336483157311804
133,186.2,188.2,342,6.029642442785382,23.883799913580233
134,187.6,189.6,342,6.96571704273457,41.77650173153409
135,189.0,191.0,342,11.45607167263491,85.73427342325223
136,190.4,192.4,342,11.878800990606807,53.03551314306065
137,191.8,193.8,342,13.191953748157367,183.4696862016894
138,193.2,195.2,342,9.912718604479542,52.4057491063593
139,194.6,196.6,342,6.059747194372297,36.93655705814992
140,196.0,198.0,342,3.8617724228760903,29.258716841780277
141,197.4,199.4,342,2.0538506337099807,9.917511914454508
142,198.8,200.8,342,4.030039832195928,25.312510337221124
143,200.2,202.2,342,4.730851769770023,48.302101547115385
144,201.6,203.6,342,3.628698941082743,27.578016592860614
145,203.0,205.0,342,3.194099083845033,19.301821677832095
146,204.4,206.4,342,4.735124216262421,41.9253597957746
147,205.8,207.8,342,3.855563295364617,22.47227931393881
148,207.2,209.2,342,4.141216780341191,21.345321129367246
149,208.6,210.6,342,8.010794446978702,42.76507920260622
150,210.0,212.0,342,7.279250426704724,42.89776050723626
151,211.4,213.4,342,4.884438879278413,23.69626182543214
152,212.8,214.8,342,6.706177732706446,53.79244199561893
153,214.2,216.2,342,5.17278968247778,36.59317623884262
154,215.6,217.6,342,8.454366550786713,54.40968899111722
155,217.0,219.0,342,6.449753614675618,39.911691132082545
156,218.4,220.4,342,4.650833344528788,21.44912020280965
157,219.8,221.8,342,9.042835501361525,48.40901027901299
158,221.2,223.2,342,9.671376279772284,55.53164189387403
159,222.6,224.6,342,7.399011951241463,35.013611743036655
160,224.0,226.0,342,5.074230506095173,34.00557771360963
161,225.4,227.4,342,4.361248428305084,24.79125099734526
162,226.8,228.8,342,4.086111520196214,29.408076934297874
163,228.2,230.2,342,3.848458325794656,35.25219455911282
164,229.6,231.6,342,4.605333612132137,24.341770900636757
165,231.0,233.0,342,6.685614136901544,35.6565528795636
166,232.4,234.4,342,7.758772626066009,57.26372307535059
167,233.8,235.8,342,5.183605601606771,31.88222007470802
168,235.2,237.2,342,2.6130690130349254,17.60169835597212
169,236.6,238.6,342,7.599536815084605,54.267411433388126
170,238.0,240.0,342,5.060013011077918,34.590593022367024
171,239.4,241.4,342,4.156849564509612,19.71822917700388
172,240.8,242.8,342,4.076849678870009,25.563434347842303
173,242.2,244.2,342,5.026579387042178,38.40104223353306
174,243.6,245.6,342,7.337114666837884,35.52991185148598
175,245.0,247.0,342,10.031203842282782,45.638775296641114
176,246.4,248.4,342,11.006075038480766,70.25652134154228
177,247.8,249.8,342,7.852170029121728,42.87666920531054
178,249.2,251.2,342,8.594908119068453,50.96614345544744
179,250.6,252.6,342,10.347370916550966,41.52101275405394
180,252.0,254.0,342,2.694384937748615,17.41906631181305
181,253.4,255.4,342,4.6828357041155355,32.994104298009965
182,254.8,256.8,342,7.642064379205864,34.867201795698165
183,256.2,258.2,342,6.072503812911324,28.362151958761032
184,257.6,259.6,342,7.606646570146278,48.64220185096488
185,259.0,261.0,342,6.647555647884618,32.599211772745704
186,260.4,262.4,342,5.838162575018453,21.618453538022568
