Source,Target,F-stat,p-value
F3,FZ,16781.672181730635,0.0
FZ,F3,12450.738894934078,0.0
C4,Fp2,588.2604906372366,2.9477663619833354e-251
F4,FZ,562.9893766408716,1.0805049419361932e-240
F4,Fp2,550.0049153719896,2.939735880149699e-235
C3,F7,509.35138187607123,3.263920704263521e-218
C4,FZ,498.71525850200186,9.567148436810744e-214
C4,F3,489.8952546703137,4.868933764070745e-210
C3,F4,488.6201938708202,1.6728675830214828e-209
P3,C3,449.4806570839903,5.003466956992561e-193
C4,F4,446.08026360878364,1.3572659309097863e-191
F4,C3,433.6039545648337,2.48107268616992e-186
Fp2,C4,422.25863920772497,1.5252907651665724e-181
F8,C3,421.04955885577544,4.941974991430984e-181
C3,FZ,413.56694007806493,7.151940093963054e-178
F8,T3,411.04077369502033,8.351838705278042e-177
P3,C4,408.24283943653194,1.2710859252742508e-175
F3,Fp2,399.1797547296042,8.623486930404738e-172
PZ,C4,399.04258930288427,9.855723081905981e-172
T3,F8,393.549334378713,2.0756272455574587e-169
CZ,Fp2,390.67716989986644,3.406530185273827e-168
F7,C3,389.2895938149862,1.3166001563606113e-167
CZ,F7,380.4808611526864,7.047743484322928e-164
Fp2,C3,380.28931898332263,8.494755341017088e-164
F8,Fp2,378.4044465553055,5.3367700097564203e-163
C3,Fp2,373.983916473058,3.976401270883267e-161
T3,F4,367.1362985536574,3.1674905169179796e-158
Fp2,CZ,356.8421526458027,7.322254696489441e-154
C3,C4,355.04210447733925,4.246507614061832e-153
C3,F3,350.1562863999488,5.017973478717259e-151
CZ,FZ,349.5802204131078,8.809102079616082e-151
C3,F8,349.22072606650886,1.251573550372241e-150
P4,C4,348.80815709184805,1.8728536847777226e-150
F7,CZ,337.8785024297734,8.15730570268362e-146
T3,CZ,336.54716695816484,2.9981612687506414e-145
T3,C4,329.62331774886576,2.6160388943390856e-142
T4,Fp2,326.4436094965153,5.869798548577299e-141
P3,F7,323.10496859125305,1.5396941838653785e-139
C4,C3,310.62844780507703,3.106812276351471e-134
F4,F7,310.1335580014442,5.044604063340321e-134
C4,F7,309.9115548521268,6.269936800204102e-134
Fp2,F4,308.76530689474123,1.9269842052211275e-133
CZ,F3,308.27911155675815,3.1025393536216473e-133
F4,F3,306.438552980509,1.882761558410708e-132
P3,T3,303.3367262240001,3.932822380416491e-131
PZ,C3,303.2107988101898,4.4493389567572564e-131
P3,CZ,302.70957232029264,7.271228537218214e-131
F8,F7,297.66829750081916,1.0173508212273937e-128
FZ,F4,286.9518378974381,3.7274173200411142e-124
F8,FZ,280.7044071454754,1.7122490288980568e-121
T3,C3,280.00065380837725,3.4160156040880136e-121
F3,C4,273.7907324080941,1.5167438916049518e-118
FZ,C3,273.23134887413426,2.6268802936920627e-118
P3,F4,272.7335589245706,4.282639251013076e-118
C4,Fp1,269.1539659316814,1.4399722093339603e-116
F3,C3,268.8832627815877,1.8785367182207598e-116
Fp2,T3,268.0301631657985,4.3422409355734664e-116
F8,CZ,266.77597505751936,1.4884423525114912e-115
F4,T3,264.6929213490831,1.151941358939607e-114
FZ,C4,264.0393805225337,2.1891596784361823e-114
T3,Fp2,255.96650885672173,6.1057326127314645e-111
F4,CZ,254.972689462539,1.6218943230906474e-110
T3,FZ,253.46317889646954,7.153549027480087e-110
F7,F4,253.3047489669622,8.359270486466752e-110
T4,FZ,252.65604698820746,1.5818316147148205e-109
T4,F3,251.44083150999109,5.224950039186089e-109
PZ,CZ,249.18270404178813,4.813490305330132e-108
FZ,CZ,239.6051994196117,5.947468554719901e-104
PZ,F7,239.33346288545894,7.770810084939543e-104
Fp1,C3,237.18630436530287,6.429657360321017e-103
F3,CZ,236.91666318597558,8.383878893746582e-103
CZ,F4,236.8779157502,8.709788721940139e-103
P3,FZ,234.59050609632413,8.276342438585353e-102
T5,C3,234.38577151519908,1.0124333601112257e-101
PZ,F4,234.30780909386604,1.093193911286908e-101
F7,C4,234.1032260162563,1.3370944107337722e-101
C4,T3,233.79068757063712,1.8187923461264957e-101
T5,T3,231.29721870483968,2.118006133549346e-100
P4,CZ,229.90982170320936,8.302705070797986e-100
C3,CZ,227.775638255254,6.791522601733879e-99
CZ,T3,227.4374367778753,9.475912747743414e-99
P3,Fp2,225.63411911805622,5.5973485354846655e-98
Fp1,CZ,225.45887070856375,6.651950870637948e-98
P4,C3,223.78577039173638,3.4570176055079197e-97
Fp2,F7,223.59814226692342,4.1588561802411715e-97
PZ,Fp2,223.23987619224548,5.91905614462151e-97
P4,F4,218.38913391381334,7.045744721087188e-95
CZ,Fp1,217.075664683249,2.5709112457205836e-94
F7,P3,214.39460130575796,3.6118140524692957e-93
C3,Fp1,212.55153549693563,2.2221576509207628e-92
P4,T4,210.66511824475833,1.4271979854646852e-91
P3,F3,210.54509540764076,1.6064897910485413e-91
F8,F3,209.58690787062008,4.1322667726657197e-91
F4,C4,209.12430414910637,6.520661148800079e-91
C3,T3,204.27978749653465,7.74911334458116e-89
T3,F3,203.5426621501201,1.6033551714340493e-88
Fp2,F8,203.33738240890216,1.9632357499956834e-88
P3,T4,203.30874455205256,2.0194873148940086e-88
PZ,FZ,203.144370937119,2.374982914180876e-88
P3,F8,201.61816302639104,1.070386502489354e-87
F7,F8,192.984123591837,5.36926046466131e-84
CZ,C3,192.49730658668958,8.681960792500689e-84
Fp1,C4,188.33387085859468,5.294214508682948e-82
PZ,T3,188.2718204913689,5.628737932416145e-82
F4,Fp1,186.5438612047886,3.1007604378561012e-81
F3,F4,186.27869840490686,4.0289715153260893e-81
F7,FZ,184.9317207591255,1.5238144706099939e-80
PZ,F3,184.15533155135404,3.2806513751274584e-80
Fp2,F3,182.33180093882734,1.9871087784723592e-79
T5,F7,180.5766467616703,1.1252289578392947e-78
P4,Fp2,179.70808413139636,2.654090142765363e-78
F3,F7,176.1414815450587,9.00465220665395e-77
T4,F4,170.69820911760021,1.954629536007764e-74
T5,CZ,170.0712695086283,3.6327979488954116e-74
P4,PZ,169.4215031111968,6.9060643514641424e-74
