Source,Target,F-stat,p-value
P3,P4,7365.697753558627,0.0
O1,P4,2645.434737650397,0.0
T5,P4,2041.9248516617083,0.0
C3,P4,1655.3249024236568,0.0
P4,P3,1410.9951706909949,0.0
O2,P4,1353.5172811226103,0.0
PZ,P4,1004.6799646415121,0.0
P4,O1,857.1557057155181,0.0
T6,P4,779.2958273157484,0.0
F3,Fp2,735.3786813262695,3.83497578054e-313
P4,T5,729.96404524016,6.834799618641e-311
Fp2,F3,638.4868750059983,9.362856367185191e-273
P4,C3,629.877760921831,3.724532196816921e-269
T4,T6,536.7366770380108,4.287727738215993e-230
T3,P4,526.3817954977674,9.729320032147247e-226
T4,O1,503.92158367413793,2.7880426756065595e-216
P4,T6,478.82547875636584,1.06482559020903e-205
P4,O2,473.561935134565,1.7729287787041764e-203
T6,T4,452.6197759753959,1.2414747485560231e-194
F7,P4,437.392657776027,3.406071901598118e-188
P4,PZ,435.46785551098804,4.4256536084980485e-96
P4,T3,407.43847769328926,1.638574911993323e-175
F3,P4,396.9398741334754,4.62157711142281e-171
Fp2,O1,394.1145774700861,7.292885158726963e-170
T4,O2,392.4960920288909,3.5426894329381845e-169
Fp2,T5,385.62005397807474,2.9264650729552167e-166
C4,P4,385.2848916186301,4.06031068332144e-166
F8,T5,363.7299919966287,5.763594537571411e-157
F8,O1,358.92867556832806,6.3229285299117495e-155
Fp2,F4,352.3359788679152,4.011507503545233e-152
C4,T6,350.00219969667,3.940966329949078e-151
F7,T5,343.69078352432797,1.9047350043092122e-148
T6,O1,343.45346872373403,2.4031660631868572e-148
F7,O1,340.7404554510078,3.4272827017463785e-147
P4,C4,320.24606380123197,2.7973087811344818e-71
T3,O1,318.1558961231431,1.4128871623716484e-137
CZ,P4,317.42430086136886,2.8959714845227806e-137
Fp1,O1,316.4411265797769,7.597742910811481e-137
Fp1,T5,304.7503127028278,7.303840483690729e-132
P4,FZ,304.0655138273282,8.674736267270637e-68
PZ,C4,304.02513126214666,1.4885159393291394e-131
T4,T5,299.30263283069144,1.5369388600352223e-129
P4,CZ,297.7431655288022,2.009770367530461e-66
Fp1,F3,291.3142315390254,3.931847856773937e-126
F4,O1,282.3693139861432,2.585436130317189e-122
Fp2,C4,278.8197003945766,8.475672180417604e-121
Fp2,O2,277.08049451176953,4.6871726171945174e-120
F3,Fp1,274.1715232533764,8.191722428368745e-119
C3,CZ,269.48590761842297,8.224818184793178e-117
C3,C4,268.70095105458836,1.7804270420995098e-116
P3,PZ,262.88609382824967,5.44002101367922e-114
C4,FZ,262.63860715609945,6.940446092124656e-114
C4,F4,262.30421635080387,9.645469680965544e-114
C4,O1,259.3051663389127,1.8467213450176194e-112
F3,O1,255.32498026178132,9.295363162592082e-111
P4,F4,254.3808921918893,4.722777424768989e-57
F4,T5,253.95509626801382,3.58179989398379e-110
F8,P4,252.3719530881295,1.7029317442814922e-109
Fp2,T6,250.15360911507892,1.5138090018578672e-108
T6,C4,246.32453491795337,6.579846592914146e-107
F4,P4,242.2431813351539,3.670328897949604e-105
FZ,P4,235.94597226678383,1.820713930765414e-102
F3,T5,233.65237637304543,1.746927829534735e-101
CZ,FZ,229.24662284331916,1.3459728518225819e-99
F7,O2,227.580185094,6.963340048063775e-99
Fp1,O2,221.28964962315814,3.450425289578884e-96
P3,CZ,217.09764123473826,2.159841616102646e-94
Fp1,T6,216.49521899691825,3.91414054982878e-94
F4,Fp2,214.80736715068622,2.0708343995347884e-93
F8,O2,214.15525024233614,3.941842998458595e-93
Fp2,P3,210.2053845029296,1.946208973857527e-91
FZ,O1,209.38069796837547,4.393610599051944e-91
T4,P4,207.09061033357992,4.216201074522918e-90
T3,T5,203.69203415089558,1.2096061574342536e-88
C3,FZ,202.95969382384976,2.4934441456308287e-88
CZ,F4,202.56904321724633,3.6676225762032925e-88
P4,F7,201.08685579333132,1.585854335107639e-87
C4,O2,199.3593778271486,8.738695501527625e-87
F8,T3,198.1988477139785,2.75056144662159e-86
Fp1,P4,192.6471200914514,6.639078566957316e-84
F7,P3,192.50010273521133,7.677422622767242e-84
CZ,C4,189.61076979637136,1.335315138601222e-82
Fp2,FZ,188.30274878502956,4.866067703924918e-82
Fp2,T3,184.97168351423988,1.3108703659075282e-80
P4,F3,183.631780637699,4.931783464865788e-80
F8,P3,180.5317891824268,1.0581000539441974e-78
P3,C4,179.0631558648052,4.523013382936966e-78
F4,O2,177.93558117542122,1.3799192412612102e-77
P4,F8,173.69240854604084,9.185233578537483e-76
C4,F8,173.4501342698534,1.1673643463238277e-75
T3,P3,172.2004636525187,4.0204125424009836e-75
Fp2,CZ,169.66603389305402,4.9385926524535376e-74
FZ,T6,165.34438803099314,3.5603292028727633e-72
FZ,T5,163.72997130477452,1.760583165735103e-71
C3,F4,161.19774696561737,2.1607169877645625e-70
C4,F3,161.18876155371302,2.1800287005084883e-70
PZ,O1,161.1831151459098,2.1922523446129294e-70
Fp1,C4,160.8451545211972,3.0636395290807475e-70
T4,P3,158.34901240980636,3.6295125939348173e-69
CZ,T6,157.9986240486,5.135303249021657e-69
F3,T6,157.57216547223115,7.834466089374801e-69
CZ,O1,157.52464201016792,8.21206077872354e-69
F3,O2,157.09258819281146,1.2598175078734416e-68
FZ,C4,156.93520396925905,1.4723478055732212e-68
F4,T6,156.57035428467694,2.1133047939495275e-68
PZ,CZ,153.9800078996639,2.750310369640455e-67
C4,T5,152.32545202064267,1.416760702046315e-66
Fp2,P4,149.4864247012112,2.360620416555488e-65
FZ,O2,147.64356434258153,1.4661676175291385e-64
F4,C4,147.08502273361867,2.550318719021587e-64
C4,Fp2,143.0332757406032,1.415190108134028e-62
Fp1,P3,141.54777381541362,6.171768160302612e-62
PZ,T4,141.40157477053523,7.134439923353726e-62
T3,O2,141.12727076072667,9.364207184149936e-62
F4,P3,140.5944448708541,1.5881931750244903e-61
T3,C3,136.12333673298414,1.3379278659163264e-59
T6,T5,134.93912038689004,4.33027076392231e-59
F8,T6,134.3521122175669,7.7512729387878635e-59
C3,O1,134.28570674579197,8.279006582439788e-59
F4,T3,131.79753291170533,9.76969374759078e-58
CZ,T5,131.6973700247852,1.0790321804118521e-57
Fp2,F8,131.62990704973538,1.1537183497312706e-57
P4,Fp2,131.26539956716377,1.6563205548281736e-57
P4,Fp1,131.2459686560056,1.6885585043599852e-57
F3,C4,128.26540411549226,3.2493429280121694e-56
F7,Fp1,128.2267985954783,1.1367565043725562e-29
F8,C3,126.94843954873362,1.2004086672458055e-55
Fp2,C3,125.55617141834728,4.779288569207554e-55
C3,F7,124.57040729120224,1.2712603317210923e-54
FZ,CZ,124.18904852706078,1.8561351461375215e-54
F7,Fp2,124.10070474413274,9.019251625676524e-29
F4,C3,122.80358743954227,7.341920305757264e-54
F8,F7,117.2974544331424,1.7366481234707113e-51
Fp2,F7,117.16259612864158,1.9854743298253055e-51
P4,T4,116.83877266201658,2.7384360435239454e-51
T5,T3,114.59157047361963,1.0703726078970206e-26
O2,O1,111.42717026676827,5.908609180499155e-49
F7,T6,111.39370178386133,6.108327948391104e-49
F4,CZ,110.28720490478972,1.8333321576772936e-48
F8,C4,109.94140379529703,2.5847517286084113e-48
F7,F8,108.40939691890898,2.3945471496637012e-25
Fp1,F4,107.25108082315336,3.742172063874468e-47
FZ,Fp2,106.99771915613245,4.813301901626388e-47
CZ,O2,105.38332791353243,2.3936066273047506e-46
T6,O2,105.24716481136231,2.740376668896749e-46
CZ,F8,103.92529777949272,1.01918077180184e-45
F8,F4,103.83637157554834,1.1133410998754352e-45
O2,T4,101.8573731845381,7.956808822594838e-45
Fp1,T3,101.28318602409665,1.4078941891760503e-44
Fp2,T4,99.91877137769266,5.464045310590563e-44
C3,T4,99.05532455102126,1.2889703404363262e-43
PZ,FZ,95.95146709367789,2.8200871941756984e-42
Fp2,PZ,95.87800880647629,3.033748189023749e-42
P3,O1,94.96842704448133,7.49411278921067e-42
F7,T4,94.79658108632374,8.890426291980516e-42
CZ,F3,93.97049358480992,2.021317242280333e-41
T4,FZ,91.54029911251564,1.1670282696645136e-21
C3,T5,89.48074283899116,1.756552466458024e-39
C4,Fp1,87.79846848522473,9.361279025818943e-39
F7,C3,86.76744145161516,2.6105593251274325e-38
O1,PZ,85.54896229287371,8.772961375324203e-38
F3,P3,85.29062436999065,1.1343824193196837e-37
T4,PZ,85.02370590619626,1.4793868813842556e-37
PZ,T5,84.97485724770792,1.5530557878365545e-37
F8,CZ,84.79771649282215,1.852345861989721e-37
PZ,C3,84.69791874799456,2.0456947168197306e-37
F7,F4,83.16175493946086,7.979258348336762e-20
F7,FZ,82.37143297989745,1.188961299289766e-19
Fp1,CZ,82.35964927928119,2.0950351719841878e-36
