Source,Target,F-stat,p-value
C4,F8,2016.1563925773767,0.0
F8,T5,1881.4651297566884,0.0
C3,F7,1879.554615495738,0.0
C4,F4,1778.5946001731754,0.0
C3,F3,1659.9660677713903,0.0
F8,T3,1624.1171929023437,0.0
T4,T5,1593.5094444457175,0.0
C3,F8,1516.9395385286475,0.0
Fp2,T5,1503.8205549161466,0.0
T4,O2,1493.273711958228,0.0
F7,T6,1455.55033853339,0.0
T4,T3,1414.1870508256454,0.0
Fp2,T3,1307.6613938071057,0.0
F8,C4,1291.144911276285,2.3635288935884872e-281
T4,O1,1285.8262592164556,0.0
F7,O2,1253.431729810484,0.0
F7,T5,1210.5804787511431,0.0
C3,F4,1178.953789898356,3.342238805353472e-257
F8,O2,1175.5054261157038,0.0
CZ,F8,1173.7819851056997,4.343862846304653e-256
CZ,FZ,1173.741900469887,4.4310762235467427e-256
CZ,F4,1148.8481390937372,1.019755681448864e-250
C4,F7,1092.554241799605,1.3742661144380054e-238
Fp1,T5,1091.5918248605121,0.0
T3,O2,1075.8116187571582,0.0
T3,T6,1056.846917421172,0.0
F8,T6,1054.6015667994034,0.0
T3,T4,1033.3794283884238,0.0
F7,O1,1033.012151523471,0.0
Fp1,T6,1025.6953584605155,0.0
F7,C3,1016.0489184680185,4.284685858168028e-222
C3,FZ,1012.6449897258124,2.3228833058228993e-221
C4,FZ,1005.8594235424993,6.753071576695778e-220
F8,O1,997.4244648152596,0.0
PZ,F8,995.6255920002112,1.0885325176295436e-217
T5,O2,993.6130002965104,0.0
F7,T3,970.4109578805843,0.0
T3,F8,964.8758906519475,0.0
Fp2,T6,957.5717972073771,0.0
F8,PZ,952.5175753076196,2.1726663738746747e-208
CZ,F7,931.3493911380995,8.037463595372892e-204
Fp1,O2,924.8488575489787,0.0
Fp2,O2,916.7486571163905,0.0
Fp1,T3,915.6197525378396,0.0
T3,O1,911.0414969867198,0.0
T5,O1,901.5130556354776,0.0
F3,F4,892.0062690188302,0.0
P3,F8,888.347545514538,1.540356212550756e-194
T5,T4,887.4301466105579,0.0
F8,P4,881.5366713084771,4.551587895953004e-193
P4,F8,878.1480345629714,2.4538043377656924e-192
