Source,Target,F-stat,p-value
F3,FZ,11292.883964619532,0.0
FZ,F3,7480.90245546305,0.0
P4,CZ,742.8459461418465,9.5597809045e-314
P3,CZ,666.5753627681866,1.8475576121544034e-282
P4,C4,651.8105028421672,2.2125884832518333e-276
PZ,CZ,650.2171399721129,1.0029289315368844e-275
F3,Fp2,584.0775700836632,2.089309023741143e-248
T4,O2,562.9813421735452,1.1586413979448845e-239
C3,CZ,558.4874825646065,8.481205116958475e-238
F4,C4,520.9593197414202,3.350054440637159e-222
C4,FZ,517.6986407639868,7.627595224434668e-221
C4,F4,512.6505275711578,9.649026778029172e-219
C4,P4,460.34714752833986,6.520972172130022e-197
T4,P4,419.55285960246954,8.022639198567876e-180
C3,FZ,405.559926307733,6.016327508297746e-174
P4,O2,399.38449905994935,2.367167196005436e-171
FZ,C4,395.5425895015939,9.755310353088027e-170
C4,O2,379.28988203762736,6.712550934688018e-163
P4,FZ,370.391372324137,3.7529110721977704e-159
CZ,PZ,365.7146239863943,3.507481524367888e-157
F3,C4,363.5449136532156,2.8806650613793485e-156
CZ,P4,360.05640206717936,8.514906306464333e-155
FZ,CZ,354.8763311272346,1.3024496908546938e-152
C3,F4,354.64978261953894,1.623019438608989e-152
C4,F3,352.18213291927657,1.7837831361813403e-151
T4,T6,345.3076980744798,1.4207970490305933e-148
F4,CZ,344.9887875729391,1.937134506438079e-148
P4,T4,343.09414970284865,1.2219428217090486e-147
C3,F7,333.0858546323843,2.062813513148522e-143
Fp1,CZ,327.51124333068634,4.683939063381223e-141
PZ,FZ,326.4857589102415,1.2710305083748018e-140
T6,O2,325.6408608817865,2.89321822220579e-140
PZ,O2,324.1032476578728,1.2928589848876164e-139
P3,F4,323.4351254997489,2.4779221034165885e-139
P3,FZ,323.31750706790484,2.7786119114374985e-139
CZ,FZ,319.20583325296525,1.523816253761621e-137
Fp2,CZ,308.174266944569,7.108822108221405e-133
PZ,F4,305.3709559589278,1.0937137089867585e-131
P4,F4,305.13759492749176,1.373207736074369e-131
T3,FZ,303.46161267722266,7.040441560920886e-131
Fp1,C4,301.2843119177767,5.8876486498373824e-130
F3,CZ,299.66526680195244,2.8569527955671917e-129
CZ,O2,296.8272254789021,4.555642476248633e-128
Fp2,C4,296.5306717336419,6.084614660273539e-128
T3,F7,287.78438604846684,3.1073488557680994e-124
CZ,F4,286.77802370999456,8.302829943988712e-124
