window,start_time,end_time,total_connections,mean_strength,max_strength
0,0.0,4.0,342,3.0967529100641835,14.6784426002683
1,2.8,6.8,342,6.044897595642524,48.46073830648536
2,5.6,9.6,342,9.898395090313924,88.9846115518779
3,8.4,12.4,342,3.7947192036557578,19.379959391071463
4,11.2,15.2,342,5.1985265030049135,24.501448880486734
5,14.0,18.0,342,3.4764766145418324,24.677553142523056
6,16.8,20.8,342,3.763296994247053,21.903057201362486
7,19.6,23.6,342,5.059170214091358,30.84010781331614
8,22.4,26.4,342,4.037779635822938,21.274426622742006
9,25.2,29.2,342,3.3429599128876037,15.122696595605337
10,28.0,32.0,342,4.418696544081735,20.47230519364657
11,30.8,34.8,342,4.875477971229426,38.192484480679006
12,33.6,37.6,342,4.496742004191787,27.318365043351157
13,36.4,40.4,342,7.8440703773651235,111.46856763570182
14,39.2,43.2,342,8.825896381404537,71.19423721410575
15,42.0,46.0,342,5.203680691228,23.572762090036328
16,44.8,48.8,342,3.641430864543825,17.94364316369126
17,47.6,51.6,342,10.095863292339954,46.99157920578498
18,50.4,54.4,342,10.493000627609849,57.836502753748604
19,53.2,57.2,342,8.176076139495331,50.01708224331347
20,56.0,60.0,342,5.619283400616391,50.84591676428163
21,58.8,62.8,342,3.597265355712626,16.133924809066993
22,61.6,65.6,342,4.301722218446939,31.182400898509183
23,64.4,68.4,342,8.490056403928302,43.65472879478551
24,67.2,71.2,342,5.010493213495342,30.598473682086784
25,70.0,74.0,342,5.516444744265508,25.002323872611903
26,72.8,76.8,342,4.705380130921411,20.383484630498696
27,75.6,79.6,342,5.563344466506614,38.81682112657564
28,78.4,82.4,342,10.0062654915746,71.68352884845042
29,81.2,85.2,342,5.9110653442060315,36.46264672355084
30,84.0,88.0,342,6.158233957290103,37.18116949204534
31,86.8,90.8,342,4.606737248843355,27.88053038884871
32,89.6,93.6,342,4.946493595068592,28.258465215559507
33,92.4,96.4,342,3.3547191182776954,19.074968671906486
34,95.2,99.2,342,3.416205110234341,16.08912235521889
35,98.0,102.0,342,3.2573678122941723,16.96901117427125
36,100.8,104.8,342,4.9854963898491755,63.48665133514982
37,103.6,107.6,342,5.142040680182725,38.14713022121685
38,106.4,110.4,342,3.808705462205394,24.883092936403234
39,109.2,113.2,342,4.549098181201174,29.6989930432123
40,112.0,116.0,342,5.649514734380202,32.17190375478923
41,114.8,118.8,342,4.376193819117485,28.312205265005577
42,117.6,121.6,342,5.085518200963868,33.38456077761679
43,120.4,124.4,342,4.740272120322264,31.220549722951983
44,123.2,127.2,342,4.127522426296586,21.070676137208878
45,126.0,130.0,342,4.60915463947005,34.93570413241038
46,128.8,132.8,342,6.028951620187356,33.03724999773198
47,131.6,135.6,342,6.662801141994516,43.29401546109151
48,134.4,138.4,342,7.530058382697879,43.07248604434181
49,137.2,141.2,342,4.112895541641545,25.26120745053867
50,140.0,144.0,342,4.926628086002995,34.31449303777785
51,142.8,146.8,342,4.892205070202285,50.00288093890552
52,145.6,149.6,342,5.1757996429724855,41.81411052493832
53,148.4,152.4,342,6.549588241453043,43.51725861516584
54,151.2,155.2,342,3.4591321803390986,15.93684901660757
55,154.0,158.0,342,6.5540453344942495,90.18083906552083
56,156.8,160.8,342,4.2535828479465065,26.23485546480781
57,159.6,163.6,342,5.161386666536221,25.986749709392896
58,162.4,166.4,342,5.346016837097284,29.72938133745898
59,165.2,169.2,342,3.853488570717816,13.984351788738923
60,168.0,172.0,342,3.85992132250876,31.554483730997415
61,170.8,174.8,342,6.757297684902148,49.14027849977277
62,173.6,177.6,342,5.527370423792994,39.71667692340861
63,176.4,180.4,342,6.477227611467152,30.168957243849245
64,179.2,183.2,342,5.446646071458826,31.748090918780413
65,182.0,186.0,342,6.025645385351382,36.47072247285763
66,184.8,188.8,342,13.331791462939899,68.47084102286401
67,187.6,191.6,342,4.70187882029497,25.786006572464256
68,190.4,194.4,342,5.178108863953949,27.33104496978303
69,193.2,197.2,342,5.039558822964578,25.00771904063163
70,196.0,200.0,342,4.902529607082959,47.23473813979362
71,198.8,202.8,342,6.023506239575115,33.09293092425342
72,201.6,205.6,342,5.742723688810002,31.024487895672245
73,204.4,208.4,342,4.9765620915558735,37.995102549109035
74,207.2,211.2,342,7.436540948238413,54.27174589023511
75,210.0,214.0,342,6.358645719013615,35.43535053647131
76,212.8,216.8,342,5.877447010818864,25.595139569607838
77,215.6,219.6,342,5.518925204309858,31.74615534034469
78,218.4,222.4,342,5.467469869113396,27.45010034481904
79,221.2,225.2,342,6.49187412393113,46.81086507893273
80,224.0,228.0,342,4.354612117104563,38.29060885636509
81,226.8,230.8,342,4.275873046637066,27.46665087362829
82,229.6,233.6,342,5.0872159056653,21.602766132848487
83,232.4,236.4,342,6.276526603023272,31.18401481313362
84,235.2,239.2,342,7.064338725904758,30.548058332855263
85,238.0,242.0,342,5.821634068999062,27.273098510659132
86,240.8,244.8,342,6.647010730732617,30.230558368056236
87,243.6,247.6,342,7.007675322034645,43.136134164398186
88,246.4,250.4,342,5.6420919547123685,27.162578589623646
89,249.2,253.2,342,10.021043323591021,45.602242083699
90,252.0,256.0,342,10.03739054554506,48.3123187947375
91,254.8,258.8,342,3.9361522122586985,19.182657432792745
92,257.6,261.6,342,5.1372933318990155,35.984627007322665
93,260.4,264.4,342,3.82008158688194,32.71892346728996
94,263.2,267.2,342,7.627830219200966,37.38555324268833
95,266.0,270.0,342,10.539031618927561,50.813021597407214
96,268.8,272.8,342,4.299555211759292,38.64819980530084
97,271.6,275.6,342,10.534335449937858,141.95444026850691
98,274.4,278.4,342,4.819811918119889,27.16458331834912
99,277.2,281.2,342,6.319438083349889,32.8728760724675
100,280.0,284.0,342,6.0955946605045375,50.393416271819035
101,282.8,286.8,342,8.288936710658886,67.65823053519183
