source,target,consistency
Fp1,T5,0.9823008849557522
Fp1,T6,0.9823008849557522
Fp2,T5,0.9823008849557522
Fp2,T6,0.9646017699115044
FZ,Fp2,0.9380530973451328
T4,T5,0.9380530973451328
F4,T5,0.9026548672566371
F8,Fp2,0.9026548672566371
F4,Fp2,0.8938053097345132
Fp1,T4,0.8938053097345132
F3,T5,0.8849557522123894
F3,T6,0.8761061946902655
Fp2,T4,0.8672566371681416
CZ,FZ,0.8672566371681416
F8,O2,0.8672566371681416
F8,T5,0.8672566371681416
Fp2,P3,0.8672566371681416
FZ,Fp1,0.8672566371681416
F7,T6,0.8584070796460177
FZ,CZ,0.8584070796460177
T6,T5,0.8584070796460177
F7,Fp1,0.8584070796460177
Fp1,P3,0.8584070796460177
Fp1,FZ,0.8584070796460177
T3,T6,0.8495575221238938
F8,T6,0.8495575221238938
T5,T4,0.8407079646017699
T6,T3,0.831858407079646
Fp2,FZ,0.831858407079646
F4,T6,0.831858407079646
T4,O1,0.8230088495575221
Fp2,F4,0.8141592920353983
T4,F7,0.8053097345132744
T4,T3,0.8053097345132744
F7,T5,0.8053097345132744
Fp2,O2,0.7964601769911505
T6,F7,0.7964601769911505
T4,PZ,0.7964601769911505
T6,Fp1,0.7964601769911505
T5,T6,0.7964601769911505
FZ,T5,0.7964601769911505
Fp2,T3,0.7964601769911505
Fp1,O2,0.7876106194690266
Fp2,C3,0.7876106194690266
T5,F8,0.7876106194690266
T5,F4,0.7876106194690266
T4,O2,0.7876106194690266
CZ,F3,0.7787610619469026
FZ,F3,0.7787610619469026
Fp1,C3,0.7787610619469026
C3,T6,0.7787610619469026
T4,Fp2,0.7699115044247787
F3,T4,0.7699115044247787
Fp2,O1,0.7699115044247787
Fp1,O1,0.7699115044247787
T5,Fp2,0.7610619469026548
F7,O2,0.7610619469026548
FZ,T6,0.7522123893805309
Fp2,PZ,0.7522123893805309
T4,T6,0.7522123893805309
T3,O2,0.7522123893805309
T6,Fp2,0.7522123893805309
Fp1,PZ,0.7433628318584071
T6,FZ,0.7433628318584071
T4,Fp1,0.7433628318584071
T5,FZ,0.7433628318584071
T3,T4,0.7433628318584071
Fp1,F4,0.7433628318584071
