window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,157,6.7349655616935244,437.86977875136523
1,7.0,287,17.368178747831223,547.6571222560727
2,14.0,293,16.211779505709295,651.8944869617483
3,21.0,289,19.149909088691928,686.1805178225499
4,28.0,247,12.662804696838306,666.2613734827743
5,35.0,307,29.602168714094415,420.9354313726023
6,42.0,298,27.273295230549788,359.5162404054255
7,49.0,247,11.43647262246038,587.3003818735054
8,56.0,252,12.781120573763939,770.5000982152471
9,63.0,239,13.541975884185607,482.6663256695334
10,70.0,248,10.111682401605805,606.3976805367647
11,77.0,253,15.191092672516076,873.2558504013381
12,84.0,243,14.007510741896798,843.0430552509662
13,91.0,205,9.489610205919321,677.47784766376
14,98.0,229,11.274067312451166,670.8133979387987
15,105.0,195,10.802184375892168,591.2486507867526
16,112.0,277,15.895903109759267,272.09306093596615
17,119.0,254,13.654597191127975,382.1715775781832
18,126.0,324,70.88817454645759,703.9773980258515
19,133.0,228,11.473482844119474,670.7679953570909
20,140.0,240,11.761137998192801,639.2139945950338
21,147.0,272,14.762738039087516,743.9992507782426
22,154.0,271,17.591965418762786,599.5712932434336
23,161.0,241,13.139347474136315,497.99864753188683
24,168.0,261,14.870468548472802,666.8515455643526
25,175.0,208,9.784560213831474,561.1892271251916
26,182.0,277,14.710416101404055,666.3014153794974
27,189.0,295,21.85572288338166,595.8219683528253
28,196.0,250,13.602596136025273,504.84655090369216
29,203.0,281,16.680308728313005,761.5461139940497
30,210.0,274,14.077869827173114,864.2931823578251
31,217.0,262,11.594145256809103,727.9084290856605
32,224.0,228,11.317744285322759,586.3216604179983
33,231.0,262,11.719377496863645,435.0851303742044
34,238.0,322,16.770255030047743,217.7784223774227
35,245.0,286,9.683577091567493,325.48492217246076
36,252.0,319,78.7169851784485,937.7238236023546
37,259.0,325,92.2019166206417,1033.4495699014112
38,266.0,337,62.252267077173,754.4047183272525
39,273.0,319,19.808671945274398,281.12067192627177
40,280.0,286,18.556343963590244,591.578978930018
41,287.0,179,11.735056613637061,782.7702305044886
42,294.0,202,10.082723764553554,856.715366542726
43,301.0,258,11.98188442661803,802.9155969162214
44,308.0,221,10.46878641379612,556.9019390629844
45,315.0,265,13.206209353524233,498.2792988442958
