window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,193,5.8370324579308015,193.5887459379656
1,7.0,185,6.902658918052356,342.8257636576603
2,14.0,165,5.467665702433471,225.85409756233219
3,21.0,240,8.267221948065755,261.2043072540225
4,28.0,167,6.220621048089777,280.0745295917452
5,35.0,179,7.243713873452204,371.26556419863283
6,42.0,177,7.000815220510843,441.96243771700716
7,49.0,148,5.6577222033435755,277.1648712737757
8,56.0,232,8.035206813110484,232.40190871536257
9,63.0,236,10.12743706569429,104.45882530439074
10,70.0,246,10.01506781172281,76.29253711578015
11,77.0,204,6.900957362801795,42.20191134569003
12,84.0,206,5.180133946260151,39.40856398781807
13,91.0,194,5.193142077052444,26.895809585759373
14,98.0,224,6.919973822726181,44.98009174764962
15,105.0,230,6.937851474676421,50.877072378379964
16,112.0,222,5.932612000583255,27.490706682882383
17,119.0,272,8.941919065149346,37.68726061518042
18,126.0,272,9.431332282055678,56.994800157079226
19,133.0,209,5.372237336893078,32.63332573212372
20,140.0,184,5.419787655349682,38.88684688767827
21,147.0,184,5.55570198353752,30.2448661844747
22,154.0,226,6.919465070191459,34.90465622802445
23,161.0,231,7.760398126487355,41.12336259127815
24,168.0,209,6.017044845448685,40.97656103648523
25,175.0,233,7.320714203784866,53.86726393131469
26,182.0,236,8.266053959436954,62.1862772140874
27,189.0,206,5.910046293299223,26.364345752271284
28,196.0,258,7.347152278053615,62.7037574068734
29,203.0,238,8.239731947745428,61.25790758825607
30,210.0,189,4.769609660337867,23.71338272265833
31,217.0,242,6.050238811063502,55.68734987752559
32,224.0,235,6.816176401814233,62.22987531972748
33,231.0,201,5.3286023216009974,50.616759179223564
34,238.0,211,6.030817685513766,34.18934993748805
35,245.0,179,5.103047084875676,30.97357429197046
36,252.0,108,3.1270032358703905,18.688773495866897
37,259.0,224,7.03115230853003,26.55901222096137
38,266.0,165,4.102980616027411,28.514329663149315
39,273.0,175,4.781320069905104,30.843692753926764
40,280.0,243,8.390191557051805,48.05120066130511
41,287.0,234,7.259943584413582,43.074167010666
42,294.0,187,5.248544555736622,31.016614914832598
43,301.0,181,4.854582086967973,30.498314803269032
44,308.0,224,7.414847203264389,46.67129387107458
45,315.0,156,4.243526238717485,33.80005966547086
46,322.0,147,3.4218439248138863,21.859529667849305
47,329.0,169,4.166701168325124,23.43614438865098
48,336.0,172,4.6898027435715095,46.70401000375247
49,343.0,179,5.353630905075407,39.06435006325662
50,350.0,148,4.048778200315748,30.009204226335765
