Source,Target,F-stat,p-value
F4,Fp2,2156.418038954254,0.0
F3,Fp1,1861.2371332290008,0.0
C4,F4,1719.1190983777883,0.0
F3,Fp2,1516.5744703547582,0.0
C4,F8,1233.5493172993188,0.0
Fp2,F4,1150.0763599613883,5.234386555006663e-251
C3,F3,1147.4558239986397,0.0
F7,Fp1,980.6956773906485,1.734529646281703e-214
C4,FZ,902.8393149526341,0.0
C3,F7,901.7084431421724,0.0
C4,F3,887.5276578985001,0.0
FZ,Fp2,865.7805049389641,0.0
Fp1,F3,826.2386649938659,3.872315345536368e-181
CZ,F3,811.3120473206158,0.0
C4,Fp2,789.313078694904,0.0
FZ,Fp1,761.8317323280855,0.0
C3,FZ,760.1985393070652,0.0
T4,F8,743.1306315883992,1.166e-321
F7,Fp2,742.0044001676264,6.227943593744365e-163
F3,F4,726.4606921145297,1.682376809e-314
T6,O2,726.3754433629015,1.8303884317e-314
T5,O1,717.1362008728959,1.7048557853839e-310
CZ,FZ,693.2881080762354,3.0149574348522375e-300
T4,F4,669.6397291687412,4.412414907214136e-290
CZ,F4,667.5026312218166,3.6601438405412412e-289
F4,Fp1,607.1344490881635,3.3908659591433146e-263
Fp2,O1,585.8606992883587,4.8598754100983805e-254
T3,Fp2,581.1347101658682,4.0289270840004066e-128
F4,C4,578.9070037605698,1.2236038829873961e-127
C3,F4,576.7403090485411,4.1018218307065444e-250
T3,Fp1,575.1279873785523,8.05532871608944e-127
F4,F3,555.8644092875006,4.000652776105923e-241
F8,O1,540.0480006633389,2.5974530044762367e-234
Fp1,O1,538.227349666974,1.5806632477627435e-233
F4,F8,532.1472441184038,6.578922305169358e-231
T3,O1,519.2243468050177,2.433025806611771e-225
Fp2,CZ,517.1887597161996,1.833595327260803e-224
F7,O1,510.6321488543052,1.2268781848237466e-221
Fp1,O2,506.7413085078376,5.829712983824814e-220
C4,C3,500.5751189492033,2.6503736479677516e-217
T4,O2,492.67502800175674,6.739811536887174e-214
T4,O1,492.5440769968828,7.675341348009963e-214
T3,F7,492.4268478444736,8.62248737078672e-214
C4,Fp1,492.06203190613206,1.2385032065722838e-213
T4,Fp1,480.6899523455394,2.3442366135317577e-106
Fp1,CZ,475.41875622806737,1.8551761419963747e-206
T3,F8,474.49047410117583,5.177793037456354e-105
C3,Fp1,473.87529601946795,8.588452344124591e-206
O2,T6,469.87258787257684,5.193245234668976e-104
F3,F8,466.9926401263962,7.97734539250396e-203
Fp2,O2,465.2370332402285,4.55996564740298e-202
F7,O2,464.55155921705676,9.006929765357225e-202
T3,T4,448.51881054825265,7.407564317412168e-195
T6,O1,443.2010079523289,1.4577060659640374e-192
PZ,P4,440.21429632892136,2.8324263038251906e-191
CZ,F8,437.4808823225546,4.279801700346033e-190
C3,F8,434.6384705604219,7.207166740336085e-189
F7,F8,427.8630857725835,6.041905501495324e-186
C3,C4,424.75172668440695,1.329681406681998e-184
FZ,CZ,424.2377253266371,2.2158936129011353e-184
FZ,F8,419.56702875838687,2.2967911270189313e-182
Fp2,F3,417.47686852721125,1.203325254923479e-92
C4,F7,416.7914362754289,3.6220635040199643e-181
T3,F3,409.8603397098603,3.5510628944259776e-178
FZ,F4,407.4423888181831,3.9264390104463872e-177
Fp2,FZ,401.9151106348276,9.546314690835189e-175
C3,O1,398.8211294570512,2.067437054764437e-173
P4,O2,396.7697031017921,1.588610967882656e-172
F4,O1,394.8271330430144,1.0955585696036183e-171
F8,O2,392.6160686947329,9.86720034866602e-171
Fp1,FZ,389.74248890256473,1.7171975598779096e-169
F3,F7,388.98067971858103,3.662092523985563e-169
F8,C4,386.7088286306035,5.725048892991681e-86
F4,CZ,385.6685886399035,9.857335445237086e-168
T4,Fp2,377.6033309901048,2.994456080141736e-164
Fp2,C4,372.44497183667306,7.15072454300307e-83
C3,Fp2,370.8663845193136,2.43018449545055e-161
F7,F4,366.1850442290472,2.5552287522071016e-159
P3,O1,365.6064075683553,4.5430020601918393e-159
F8,Fp2,347.89190832716406,1.5351790440217645e-77
CZ,C3,344.3172140011177,7.139371202737373e-150
C4,O1,341.3702734928153,1.3393241892430993e-148
F8,CZ,339.07403192994815,1.315273792955736e-147
CZ,F7,337.58709893255616,5.774166844870018e-147
C4,O2,327.443529175617,1.3954087119166435e-142
