Source,Target,F-stat,p-value
O1,FZ,789.2148381979008,1.2656655039305671e-172
Fp1,F3,767.6123306499842,0.0
F7,F3,639.4999392650986,8.744974549456459e-276
T5,F4,620.970891053182,6.87228160945241e-268
F3,PZ,590.5642933947325,7.1112081406729254e-130
T4,Fp2,551.4317147499303,3.2156651312941236e-238
F3,O1,544.601248409507,2.6604272313339394e-235
FZ,O1,533.0047259311867,2.3980303155856974e-230
C3,O1,496.2152813920553,1.2896734283365797e-214
F4,Fp2,486.3772848431826,2.089334897799987e-210
T4,CZ,482.3788729371759,1.0745410496050129e-208
T5,F3,480.81026713303214,5.041980012470622e-208
T3,P4,479.22690707843725,2.400635824059043e-207
O1,F8,473.4926523638276,1.3080280042061427e-104
P3,F3,472.71325599642813,1.4746935797512167e-204
T4,F3,457.33656382716515,5.6669589880080946e-198
Fp1,P4,449.7959649294937,9.627605092931411e-195
T3,F3,448.4475794165146,3.640857797008038e-194
T5,CZ,438.38759370683977,7.445913798010838e-190
F7,P4,421.42317204217926,1.3936269791371426e-182
T5,Fp1,420.1362874274716,4.96539423170651e-182
T5,C3,417.84006274073715,4.7930509940319546e-181
F8,P3,417.3413582446444,7.842844557740475e-181
F3,Fp1,386.07182250672787,2.0433265126033242e-167
F4,P4,380.9335382688465,3.2815098110660895e-165
O2,O1,379.35558816254746,1.5614083048569137e-164
T5,F7,374.4666821409158,1.9616324877506405e-162
Fp1,P3,373.18936656046935,6.935806374351746e-162
T3,CZ,372.60596912524056,1.2348518247913664e-161
PZ,F3,371.28803394538824,4.5453602860220294e-161
P4,CZ,371.0694122264429,5.642245495133406e-161
F8,P4,371.02635765931603,5.887638809866191e-161
T3,C4,370.16610052281493,1.3783882765971133e-160
T4,P3,365.33919408804957,1.6308908997991934e-158
Fp1,PZ,365.00986129958585,2.258797571731506e-158
T3,F4,363.69298497634196,8.308174460523006e-158
T3,C3,363.2595060154377,1.2755561537462729e-157
T5,C4,358.6299107321512,1.2428543421274739e-155
T5,F8,353.7541251882567,1.5459531166812795e-153
T3,P3,351.2604183784147,1.8225638327983928e-152
F7,P3,351.0186826943829,2.3150218800166653e-152
F4,O1,349.1902000040957,1.4134079168805516e-151
F4,PZ,348.7648399441853,2.1530497777642532e-151
T5,FZ,344.4928054697467,1.4756083985177157e-149
O1,F4,338.47394093555044,2.1247765620793826e-75
CZ,O1,338.2879460946818,6.854027303830471e-147
F8,CZ,337.49637735829805,1.500424289878268e-146
F8,PZ,334.51998172768646,2.8558622575849407e-145
C3,PZ,334.3889186914348,1.6309702046815701e-74
Fp2,P3,330.12536552666813,2.213857461679402e-143
FZ,P4,327.5259269874969,2.9031199843740295e-142
P4,F4,327.10700134285287,4.3954591748897134e-142
T4,FZ,321.1536980451739,1.5965720767018873e-139
Fp1,O1,318.63125721114596,1.94128232510379e-138
O1,Fp2,318.54339339769166,4.432452632648293e-71
P4,F3,316.6869614609909,1.3316357454125826e-137
Fp1,CZ,312.22075289013424,1.1107450392065793e-135
F3,F7,309.05597288248146,2.553669510394919e-134
Fp2,O1,307.7188093867722,9.604565379117866e-134
P3,T5,305.67878585861115,7.248367765546715e-133
F7,CZ,297.5180209702309,2.355699879515139e-129
P4,FZ,294.07537845578474,7.142930390999007e-128
P3,CZ,292.716999131778,2.745252571353605e-127
C4,PZ,291.3317437692241,3.5270561212028934e-65
T3,F8,289.97015172276906,4.178486016229602e-126
T4,F8,288.71551955523915,1.4492178969121462e-125
F7,O1,287.85234162686777,3.409892158553499e-125
Fp1,C4,282.59266660345014,6.270385807727836e-123
FZ,P3,282.2543000906286,8.769812875531395e-123
P3,F8,281.93876011327615,1.1991097508310739e-122
F7,PZ,279.6033469782594,1.2148051266273242e-121
P3,FZ,279.1979972338377,1.8157694636748336e-121
O1,P4,276.84400012649144,1.8741100077723083e-120
P3,Fp2,274.84682986819,1.358065578341497e-119
F7,C4,272.9112441927011,9.25919442641093e-119
T4,T6,272.5857083869236,4.120212759692521e-61
FZ,PZ,271.71961288719467,3.018772840308571e-118
FZ,Fp2,270.7009752844174,8.29069235585891e-118
F4,F8,269.96431351540645,1.7214857003871267e-117
T6,T4,269.269409698363,3.429537313470985e-117
O1,F3,267.1244559042647,6.313956927671512e-60
T3,PZ,265.7544309069584,1.1205226521217818e-115
F4,P3,265.6658005991201,1.2234971142813012e-115
O1,F7,262.0653007032195,7.9172477360402575e-59
P3,O1,261.45825109899806,7.949699710388957e-114
P3,Fp1,260.3696126463883,2.341039738361591e-113
F4,O2,258.1019369156732,2.2208762338788076e-112
PZ,CZ,256.8638973833293,7.58594586834844e-112
F8,O1,252.4192311883286,6.243553684613894e-110
P4,F8,249.85164155970267,7.980830213705587e-109
CZ,PZ,248.60794088411282,6.618915494493807e-56
P4,O1,247.55254324836042,7.816621100064484e-108
T5,P4,247.30101788640198,1.0033147522937604e-107
F8,T5,245.6105247715635,5.3719640845419626e-107
T3,Fp1,241.05299178940353,4.9529882270116296e-105
PZ,O1,235.75113366947812,9.567933522150978e-103
Fp1,T6,235.35014862617194,1.4246950435503684e-102
F8,F3,233.21954803392651,1.1815901287846135e-101
O1,P3,232.7267577153265,1.9274068987073834e-101
T4,F7,231.8027852011363,4.8242268396801785e-101
Fp2,CZ,229.20006290334217,6.39568035109336e-100
O1,Fp1,229.18872182177108,1.0958893696299576e-51
FZ,F3,228.0028179837665,1.9838147477584518e-51
P4,C4,227.61250411007228,3.0944700737377944e-99
T3,FZ,226.6541860087561,8.01523057717384e-99
FZ,Fp1,226.39550919982315,1.0363043237786611e-98
O1,C4,225.26101091156477,3.19760053978314e-98
T4,C4,221.91223925944308,8.898760111353223e-97
PZ,FZ,221.199691005664,1.8059627190230783e-96
O2,F4,219.12904563006333,1.412479190751518e-95
C4,O1,218.10617370063105,3.901828098971487e-95
F8,C4,215.90821824868885,3.463805217127396e-94
F3,P3,215.505980934911,5.165370271748628e-94
Fp2,P4,214.72154097976463,1.126054579317263e-93
P3,C3,213.22704647807777,4.970533462672075e-93
T4,C3,212.7939702974318,7.6431414954575395e-93
PZ,F8,212.34814521589934,1.1902670379554637e-92
C4,F3,211.81007943340072,2.0315243241873662e-92
P4,T6,211.5740123631249,2.5685447846275017e-92
Fp2,F3,208.0200199223646,8.777193537040672e-91
F3,FZ,206.37597527208356,4.496480232723556e-90
PZ,Fp2,204.4327203493243,3.1014504921394533e-89
P3,F7,201.92405417178773,3.7528110741226966e-88
P3,F4,200.5671578114392,1.4456239821456712e-87
F8,O2,200.4696268536723,1.59277746450806e-87
O1,C3,197.17366718390682,1.003444533837305e-44
P4,F7,195.04222598251417,3.5084701829287826e-85
F7,T6,193.28754303536144,2.0076218336777776e-84
F4,CZ,192.44634056521468,4.633142537640186e-84
P4,C3,190.52792045183543,3.1203164936130948e-83
F4,T5,188.29029706503994,2.886728995070857e-82
F3,Fp2,186.32198476155077,2.0435198174310208e-81
Fp2,F4,186.04612579374066,2.688478694158566e-81
F3,P4,185.4012244413307,5.105127313154753e-81
PZ,F4,184.67773213623207,1.0482200386817608e-80
Fp1,T5,183.63939309579442,2.9436039114309867e-80
F4,T6,181.0596467451831,3.828724626853026e-79
P3,C4,179.8600589062715,1.2623435988218412e-78
FZ,C4,178.98596963256537,3.0110935529998693e-78
F3,CZ,175.9410037990929,4.2018837189802095e-40
T4,PZ,175.85697285717538,6.76578934368035e-77
C4,FZ,172.3314441915062,2.25606380198401e-75
CZ,C3,172.1699175545158,2.649323511333624e-75
T3,O1,171.30708744576657,6.250364447086823e-75
P4,Fp1,169.7480818151391,2.9476141736288797e-74
CZ,F3,169.2914545027155,1.1798733066963343e-38
T5,O1,168.23779825365122,1.3243904316332233e-73
Fp2,PZ,166.10489938180976,1.1056676249089039e-72
T4,Fp1,164.91416923985304,3.615392990825476e-72
O1,PZ,163.86158763576552,1.0304004020816974e-71
F4,C4,156.86729142412565,1.08594975828572e-68
F7,O2,155.97303984345982,2.6444463532957057e-68
CZ,F4,154.96598304579436,1.5625152513626516e-35
F7,T5,153.68460479020996,2.579405607873554e-67
PZ,Fp1,152.68949672301656,6.945129886841336e-67
T3,F7,151.02530714476515,3.6399683762026125e-66
C4,CZ,147.1466183623191,1.729689100890314e-64
PZ,C3,146.93484135667092,2.1356551013334242e-64
O1,CZ,146.3323526835606,3.890666060888772e-64
Fp1,O2,145.76500124949632,6.844302023447759e-64
P4,Fp2,144.72665643459948,1.9243686995364758e-63
O1,T3,144.3606597148823,2.7703916774683885e-63
T5,Fp2,138.85812198385256,6.637261442312608e-61
PZ,F7,138.5126206308852,9.362814512250797e-61
C4,T4,138.32870616510723,1.124459356539919e-60
FZ,T6,137.87614772077572,1.7646689516595382e-60
Fp1,C3,136.3318543627294,8.21389727250883e-60
F8,T6,131.57851321019322,9.343330234062159e-58
FZ,F4,130.68142176045143,2.28324243328368e-57
Fp2,T6,130.42052414444137,2.96080072643332e-57
F7,C3,130.15850676307588,3.843718818511613e-57
C4,P3,130.01031180897343,4.4551013682865745e-57
