Channel,Participation_Coefficient
Fp1,0.3965156839467002
Fp2,0.4056516342413642
F3,0.42466765815359886
F4,0.43260524080716745
C3,0.4754263296252865
C4,0.4777064128896583
P3,0.4954549927951255
P4,0.49425569865174346
O1,0.4073967981478558
O2,0.444957031621781
F7,0.44486749418744964
F8,0.43076499875808105
T3,0.48959469468279915
T4,0.47494634633338895
T5,0.4551688465802788
T6,0.49944798273043567
FZ,0.4281194380703893
CZ,0.4878379737191141
PZ,0.49657565352290534
