segment_index,node_index,betweenness,subject_id,session_id
0,0,0.0,sub-NORB00064,ses-3
0,1,0.0,sub-NORB00064,ses-3
0,2,0.11764705882352941,sub-NORB00064,ses-3
0,3,0.0,sub-NORB00064,ses-3
0,4,0.0,sub-NORB00064,ses-3
0,5,0.006535947712418301,sub-NORB00064,ses-3
0,6,0.026143790849673203,sub-NORB00064,ses-3
0,7,0.058823529411764705,sub-NORB00064,ses-3
0,8,0.013071895424836602,sub-NORB00064,ses-3
0,9,0.013071895424836602,sub-NORB00064,ses-3
0,10,0.013071895424836602,sub-NORB00064,ses-3
0,11,0.006535947712418301,sub-NORB00064,ses-3
0,12,0.09150326797385622,sub-NORB00064,ses-3
0,13,0.026143790849673203,sub-NORB00064,ses-3
0,14,0.0,sub-NORB00064,ses-3
0,15,0.0,sub-NORB00064,ses-3
0,16,0.006535947712418301,sub-NORB00064,ses-3
0,17,0.0,sub-NORB00064,ses-3
0,18,0.06535947712418301,sub-NORB00064,ses-3
1,0,0.0,sub-NORB00064,ses-3
1,1,0.0,sub-NORB00064,ses-3
1,2,0.0784313725490196,sub-NORB00064,ses-3
1,3,0.0,sub-NORB00064,ses-3
1,4,0.05228758169934641,sub-NORB00064,ses-3
1,5,0.0,sub-NORB00064,ses-3
1,6,0.0784313725490196,sub-NORB00064,ses-3
1,7,0.07189542483660132,sub-NORB00064,ses-3
1,8,0.0,sub-NORB00064,ses-3
1,9,0.0,sub-NORB00064,ses-3
1,10,0.0,sub-NORB00064,ses-3
1,11,0.0,sub-NORB00064,ses-3
1,12,0.006535947712418301,sub-NORB00064,ses-3
1,13,0.0,sub-NORB00064,ses-3
1,14,0.0,sub-NORB00064,ses-3
1,15,0.0,sub-NORB00064,ses-3
1,16,0.0,sub-NORB00064,ses-3
1,17,0.006535947712418301,sub-NORB00064,ses-3
1,18,0.026143790849673203,sub-NORB00064,ses-3
2,0,0.0,sub-NORB00064,ses-3
2,1,0.006535947712418301,sub-NORB00064,ses-3
2,2,0.0,sub-NORB00064,ses-3
2,3,0.032679738562091505,sub-NORB00064,ses-3
2,4,0.032679738562091505,sub-NORB00064,ses-3
2,5,0.0392156862745098,sub-NORB00064,ses-3
2,6,0.032679738562091505,sub-NORB00064,ses-3
2,7,0.032679738562091505,sub-NORB00064,ses-3
2,8,0.05228758169934641,sub-NORB00064,ses-3
2,9,0.0,sub-NORB00064,ses-3
2,10,0.058823529411764705,sub-NORB00064,ses-3
2,11,0.006535947712418301,sub-NORB00064,ses-3
2,12,0.026143790849673203,sub-NORB00064,ses-3
2,13,0.0,sub-NORB00064,ses-3
2,14,0.013071895424836602,sub-NORB00064,ses-3
2,15,0.006535947712418301,sub-NORB00064,ses-3
2,16,0.006535947712418301,sub-NORB00064,ses-3
2,17,0.08496732026143791,sub-NORB00064,ses-3
2,18,0.08496732026143791,sub-NORB00064,ses-3
3,0,0.0,sub-NORB00064,ses-3
3,1,0.0,sub-NORB00064,ses-3
3,2,0.0,sub-NORB00064,ses-3
3,3,0.0,sub-NORB00064,ses-3
3,4,0.09803921568627451,sub-NORB00064,ses-3
3,5,0.04575163398692811,sub-NORB00064,ses-3
3,6,0.0392156862745098,sub-NORB00064,ses-3
3,7,0.006535947712418301,sub-NORB00064,ses-3
3,8,0.013071895424836602,sub-NORB00064,ses-3
3,9,0.0,sub-NORB00064,ses-3
3,10,0.04575163398692811,sub-NORB00064,ses-3
3,11,0.006535947712418301,sub-NORB00064,ses-3
3,12,0.0196078431372549,sub-NORB00064,ses-3
3,13,0.013071895424836602,sub-NORB00064,ses-3
3,14,0.0,sub-NORB00064,ses-3
3,15,0.026143790849673203,sub-NORB00064,ses-3
3,16,0.06535947712418301,sub-NORB00064,ses-3
3,17,0.0,sub-NORB00064,ses-3
3,18,0.0784313725490196,sub-NORB00064,ses-3
4,0,0.006535947712418301,sub-NORB00064,ses-3
4,1,0.013071895424836602,sub-NORB00064,ses-3
