window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,216,5.728000016418041,80.5989151730899
1,7.0,215,7.604045050838867,106.72612590533919
2,14.0,163,4.726260715583706,138.55379505270668
3,21.0,189,6.513909824862236,141.85510174725974
4,28.0,263,8.06517756830108,120.95716045805129
5,35.0,205,6.56799995325096,78.11480454634406
6,42.0,250,10.89833763463987,79.25402983120182
7,49.0,193,6.4565264759267444,97.18827768676337
8,56.0,161,4.617729404044575,91.77168371159347
9,63.0,191,5.816582341723586,91.82998676270148
10,70.0,177,6.806954654764694,88.45264668022695
11,77.0,222,7.914370583866229,92.0120754696648
12,84.0,149,4.346847840656581,73.08404805353958
13,91.0,227,8.258928727786671,121.62468630180096
14,98.0,289,14.713521385056538,100.31023243086102
15,105.0,233,7.291132020884845,75.75381078238345
16,112.0,279,11.241750689401165,64.9406069414678
17,119.0,188,7.036823794212001,96.70495100554734
18,126.0,147,5.104994048957971,134.25680595411634
19,133.0,229,6.93404038961243,112.35936573907475
20,140.0,217,6.666374932479982,101.37639237967237
21,147.0,216,7.010534558809971,94.29420211677574
22,154.0,214,7.480068578989794,75.8172353923276
23,161.0,287,13.776561924752134,125.72451337070126
24,168.0,148,4.728258706211653,131.41477856468103
25,175.0,216,8.885433973186892,195.36095472381982
26,182.0,239,10.420488867143709,118.23875454601007
27,189.0,202,7.341604360980615,110.8678446233945
28,196.0,154,4.586957226033185,131.296050441187
29,203.0,217,6.798756779874932,114.74603144417135
30,210.0,269,8.762999361461308,64.1229572743564
31,217.0,219,6.316251188110365,99.56082160069076
32,224.0,215,6.802070676970965,103.26593361452342
33,231.0,199,8.778851694895055,152.43653445939717
34,238.0,241,8.961900821476107,127.67148133428631
35,245.0,237,9.281029291938427,93.25241824471419
36,252.0,243,8.302119865383853,102.14928744432133
37,259.0,242,7.936753166727802,127.04952757486926
38,266.0,191,5.8139900056166764,105.35913687705566
39,273.0,222,7.272297112021108,94.18460724752683
40,280.0,247,9.368528776989075,81.59337153114065
41,287.0,141,4.2013524586413205,112.81601409515929
42,294.0,246,12.231773556279244,115.51091975285624
43,301.0,233,9.064713929875138,127.46727837021395
44,308.0,201,6.902004500293175,108.78893985408206
45,315.0,207,8.132956310554592,114.92186926281016
46,322.0,239,13.004302944859244,90.33289037143842
47,329.0,182,5.702243130017684,111.36025487853053
48,336.0,218,6.711018361229742,113.87879734077798
49,343.0,173,5.218133341649103,91.79380814263119
50,350.0,166,5.082380331316766,111.73669884405263
51,357.0,269,9.617052894928415,124.03210356014309
52,364.0,303,21.492114797190926,112.70359760502375
53,371.0,270,16.36847484757159,91.51576966875325
54,378.0,172,5.216989146093155,120.71646499613308
55,385.0,211,6.85062252283542,112.80500162545924
56,392.0,222,5.945623967891684,105.37727582041947
57,399.0,192,5.339199495957514,94.94139905481379
58,406.0,183,5.456102368665937,115.66223014179212
59,413.0,211,6.887219278240558,102.64993966905259
60,420.0,231,7.415971998190189,122.77335414288687
61,427.0,166,5.762520318410112,154.39963980082604
62,434.0,262,12.593620900010198,112.98826507748389
63,441.0,196,5.975966919223914,100.62413058047127
64,448.0,217,6.246155394024294,111.65351291630635
65,455.0,165,5.590465852079412,91.40256388642266
66,462.0,285,16.459210766943997,143.21150136114878
67,469.0,171,5.8957109447790605,107.42123474331316
68,476.0,171,6.8221030761431525,127.98848954554967
69,483.0,240,9.335231655888794,150.79455845244814
70,490.0,202,5.6778352463544515,162.79912495771936
71,497.0,240,9.326400710241751,108.47846704890345
72,504.0,171,5.253713489097476,118.16502513331335
73,511.0,150,4.453341716763653,121.07874444677971
74,518.0,240,10.543646402465221,83.67557388385376
75,525.0,222,6.761189321208279,105.31121579067941
76,532.0,237,8.405064875376883,114.99736521568262
77,539.0,224,8.473465491970874,88.78201933214591
78,546.0,165,4.894706792659004,107.30978312078457
79,553.0,222,7.76330449663138,137.09924581237695
80,560.0,226,8.439960865998769,134.33091641007462
81,567.0,220,6.816301316208971,133.98132796437528
82,574.0,204,8.326263506964372,126.87449833826317
83,581.0,152,5.317005083986043,152.0067031470406
84,588.0,193,6.4418093034487525,141.2459664389326
85,595.0,175,6.9187585428760086,89.49794916553455
86,602.0,289,25.227548587157667,191.07172867625124
87,609.0,235,10.168547903032733,94.14476328695675
88,616.0,250,10.285627289375393,128.0736275120705
89,623.0,180,5.131256240555925,88.44473443261079
90,630.0,282,15.514853563472002,105.50614848060222
91,637.0,273,13.839379471912965,119.88376126446397
92,644.0,237,8.765935339459318,82.92460587767883
93,651.0,247,8.011426644104123,120.44573093358002
94,658.0,208,6.987282458838824,119.9418083172386
95,665.0,221,6.388523553211352,133.10046532878627
96,672.0,243,7.125896391247058,137.47846991917652
97,679.0,191,5.244853573587226,112.18165674073876
98,686.0,253,8.93275439768037,70.29738480763307
99,693.0,283,9.536791807780252,79.9124396351043
100,700.0,191,6.792239415633176,107.34300518263613
101,707.0,243,9.175502182337759,133.65114022261903
102,714.0,219,6.820313669864537,123.41769346431732
103,721.0,196,6.694990909653726,142.5910830806258
104,728.0,186,5.56405014813933,102.12608325312839
105,735.0,262,10.134308515555851,93.88298614072266
106,742.0,180,6.5670355475623365,164.62568397070476
107,749.0,187,6.47466961832726,104.40611889345246
108,756.0,297,19.326921323642015,140.67361725090504
109,763.0,265,13.571199939311821,124.83235877530686
