,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ
Fp1,1.0,0.6327564839842845,0.4718807708052166,0.32627987688992643,0.17913460325042593,0.4019643191435738,0.15296418206575232,0.3003484577211123,-0.028712780736639062,0.1602782642923693,0.6192112883615937,0.5671758029925641,0.335679032370255,0.2910880356230338,0.017427881997501643,0.25137873844266256,0.2351099967315933,0.08282278109627095,0.14213312418676158
Fp2,0.6327564839842845,1.0,0.7447793502176885,0.48259455617306035,0.366049289007273,0.5301665262527665,0.20617758955502766,0.3749010828722839,-0.03390489830133713,0.09094304593694114,0.7100206420840686,0.8017953244838959,0.3483415419214817,0.451715853073271,-0.025145265930223974,0.17503934895798506,0.41474809197288753,0.29361984210767855,0.23782553614982233
F3,0.4718807708052166,0.7447793502176885,1.0,0.4213931121868552,0.5781572825073222,0.5038086209080063,0.2928385554898261,0.39677643504351406,0.003449708096624301,0.11600189050183538,0.6964267703774158,0.6696088593973293,0.27488068137115024,0.45948144907373084,0.0954952701366237,0.1961249363609876,0.7064182890015805,0.5323709092615626,0.3072515496193625
F4,0.32627987688992643,0.48259455617306035,0.4213931121868552,1.0,0.48244640785396314,0.810319715338319,0.422635818207794,0.5499679271764049,0.30430974938285094,0.29903163790448517,0.39205811395539814,0.4722752802396181,0.4103532871322204,0.5041149185310139,0.26348617975731703,0.2261491680583643,0.5974984273009097,0.42665925811084326,0.4930072656007775
C3,0.17913460325042593,0.366049289007273,0.5781572825073222,0.48244640785396314,1.0,0.5856874444029078,0.7148482914883278,0.5853666238257373,0.28351802665435466,0.2768049561255961,0.28103815756140677,0.30941145768955597,0.43094700852624374,0.4223739946070717,0.37383191589020426,0.26244505808328455,0.6576525229102846,0.762902927757001,0.7019761939493696
C4,0.4019643191435738,0.5301665262527665,0.5038086209080063,0.810319715338319,0.5856874444029078,1.0,0.5613718615864084,0.794793655610282,0.33589949270103536,0.41752704770988075,0.521773471725678,0.5637645880634979,0.4651340161411273,0.6183123004427512,0.30708244606150736,0.3532675960611183,0.5429907036369048,0.5284064497756956,0.5759254882631464
P3,0.15296418206575232,0.20617758955502766,0.2928385554898261,0.422635818207794,0.7148482914883278,0.5613718615864084,1.0,0.7415878821152712,0.6506271760748104,0.6237591561668165,0.2415855014409801,0.254599538215039,0.43484868916044517,0.45482505633769693,0.6269881543945321,0.4491653715036727,0.39454203881964195,0.4772334363250347,0.804147453299685
P4,0.3003484577211123,0.3749010828722839,0.39677643504351406,0.5499679271764049,0.5853666238257373,0.794793655610282,0.7415878821152712,1.0,0.47593403915144666,0.6160035318124919,0.370309381962376,0.3948821250635767,0.38663792737259883,0.5990109450281317,0.4093104764878035,0.5141744356467075,0.4163260803704214,0.4744595643286913,0.7666334855325768
O1,-0.028712780736639062,-0.03390489830133713,0.003449708096624301,0.30430974938285094,0.28351802665435466,0.33589949270103536,0.6506271760748104,0.47593403915144666,1.0,0.7715241222960724,0.08109318828016392,0.051106242901177934,0.2778419030623705,0.3085031817546793,0.5457933458594627,0.33312398025005224,0.17920348710450287,0.17673634908838584,0.5222812040907627
O2,0.1602782642923693,0.09094304593694114,0.11600189050183538,0.29903163790448517,0.2768049561255961,0.41752704770988075,0.6237591561668165,0.6160035318124919,0.7715241222960724,1.0,0.24557627530876805,0.23209160476316737,0.3603437753989841,0.4747318895663261,0.5531793113376804,0.6195291358988745,0.1814215281939596,0.1426278501838807,0.49359612058399666
