Source,Target,F-stat,p-value
C4,F8,1464.8954100144122,0.0
F4,Fp2,1332.0017131607835,0.0
T6,T4,1009.9439202852432,0.0
C3,CZ,953.8716709666778,0.0
C4,CZ,929.3131424475837,0.0
C3,FZ,921.3968963740484,0.0
C4,Fp2,916.7375620939813,0.0
F4,F8,908.3467931532476,0.0
F4,CZ,900.1747958282074,0.0
C3,Fp1,872.8068225324184,0.0
F4,Fp1,869.0372555021822,0.0
P4,F8,857.5189435406363,0.0
C4,FZ,848.1524888806089,0.0
C3,F3,796.6429071008436,0.0
C3,Fp2,772.6099330710515,0.0
C4,Fp1,769.4471344042037,0.0
F8,F7,759.9224157423048,0.0
F4,F3,750.4383617856889,6.4e-323
P4,Fp2,740.8239561433776,7.72215e-319
F4,FZ,726.7262500769067,7.49362057273e-313
F3,Fp1,722.3687469099315,5.3178093340383e-311
C3,F8,716.6092752541009,1.4883165218770333e-308
PZ,Fp2,702.1491294371605,2.080139668548815e-302
C4,T5,682.7748364025977,3.59878616063515e-294
PZ,Fp1,676.7918368924229,1.2622278966829742e-291
P3,Fp2,647.8074171045331,2.7335613333320306e-279
C3,T5,646.5898454605126,9.018963243018376e-279
F8,F3,625.9264090120475,5.705857876673483e-270
FZ,F3,612.6904358182218,2.4934732451494595e-264
C4,PZ,589.9488979309313,1.239793876572196e-254
P4,Fp1,581.6435357283982,4.327721351057199e-251
P3,Fp1,581.2948262515256,6.095813175127849e-251
Fp2,F3,573.1450212157304,1.8301553273239762e-247
FZ,CZ,570.0695450715028,3.75830744177046e-246
P4,CZ,551.7708668857715,2.4364242295717622e-238
T3,F3,549.2641612966663,2.86556918029947e-237
F4,F7,527.254531001931,7.238575836952632e-228
T5,F3,526.400388145781,1.6775167087096856e-227
C4,F3,525.9753922339372,2.5485331329595807e-227
CZ,F3,510.6565251787459,9.003789689817602e-221
PZ,CZ,495.29803562930647,3.330873055531422e-214
C3,T3,494.058432523125,1.1293124800016059e-213
C3,F4,490.426186800318,4.0426734600657525e-212
CZ,FZ,488.68822467801397,2.2398550065653386e-211
Fp1,F3,476.14459521592704,5.222982945321605e-206
T3,Fp1,471.8580422747762,3.5702592731314276e-204
P4,O2,469.3999412389774,4.026736602959257e-203
P4,FZ,468.97028211823624,6.150181845910995e-203
Fp2,F4,468.84819741814977,6.936688498016509e-203
P3,CZ,464.1257352086866,7.294215448427073e-201
F8,Fp1,463.72277773187886,1.085200812185251e-200
F4,T5,452.91385396694136,4.616173698778976e-196
