Source,Target,F-stat,p-value
PZ,CZ,6004.172195338778,0.0
C3,F3,5225.91124287262,0.0
C3,CZ,4380.7139776941785,0.0
Fp2,FZ,4325.692288140462,0.0
F3,FZ,3766.780814373417,0.0
F4,CZ,3652.3003667116823,0.0
F4,FZ,3636.3381475747865,0.0
O1,F3,3412.6986995400075,0.0
PZ,FZ,3312.8167560113643,0.0
C3,FZ,3309.2859436543195,0.0
C4,CZ,3307.7132667557144,0.0
F3,CZ,3301.173635661139,0.0
C3,P3,3142.9307206718418,0.0
C3,F7,3064.570897103132,0.0
P3,CZ,3062.3872947236896,0.0
O1,PZ,3034.7158477870116,0.0
O1,T5,2829.8763668138913,0.0
O1,O2,2790.275872542614,0.0
O1,F7,2751.1047864987277,0.0
C4,FZ,2747.9713735328974,0.0
O1,C4,2668.2141480257865,0.0
O1,P3,2651.020752715877,0.0
F4,Fp2,2644.4851923865103,0.0
O1,CZ,2571.855093592993,0.0
C3,C4,2386.0769629606657,0.0
T5,CZ,2271.2297030872664,0.0
O1,Fp2,2233.964526380896,0.0
F3,C3,2213.6142652631434,0.0
Fp2,CZ,2182.836001594391,0.0
CZ,FZ,2182.5219418066,0.0
P3,FZ,2180.520017161031,0.0
PZ,Fp2,2123.134350629456,0.0
P4,O2,2090.8258342509043,0.0
PZ,T5,2056.7923914556663,0.0
O1,T3,2035.2952795996032,0.0
T3,T5,2027.4694899483127,0.0
F7,CZ,1990.1086371271786,0.0
PZ,O1,1969.0499856671909,0.0
C3,T5,1968.2687924353897,0.0
P4,CZ,1944.511469691419,0.0
O1,FZ,1929.8277278204766,0.0
O2,FZ,1878.286047984698,0.0
CZ,PZ,1840.3397620427786,0.0
T6,CZ,1770.9837199333826,0.0
F3,O1,1762.8512438575542,0.0
O2,CZ,1746.1492706325519,0.0
C3,O2,1713.8452979559481,0.0
F7,FZ,1696.29847440623,0.0
T5,FZ,1644.642899162632,0.0
FZ,Fp2,1637.7063437050963,0.0
F4,T5,1601.1996610219956,0.0
C3,Fp2,1582.8722966774765,0.0
O1,F4,1558.3840445259589,0.0
P3,C3,1544.239956452133,0.0
C3,PZ,1530.8530137613648,0.0
C3,T3,1518.4711455192835,0.0
P4,FZ,1515.0186965803493,0.0
T6,FZ,1498.256260929953,0.0
PZ,F7,1496.7126954274029,0.0
O2,O1,1491.6672403707453,0.0
F4,O1,1490.6359232502607,0.0
PZ,F3,1479.520367453235,0.0
F4,C4,1436.5789257083795,0.0
T3,CZ,1431.921717820748,0.0
F3,PZ,1361.6865994410648,0.0
P4,PZ,1312.3532952760086,2.7888652768020285e-284
C4,O1,1308.3277568834762,0.0
P4,T5,1295.3367806050103,1.1606246971155698e-280
P3,F7,1273.2877922182247,0.0
F4,F7,1272.9916630179557,0.0
T4,CZ,1253.3161695975132,0.0
P3,T5,1232.1250950990507,0.0
C4,C3,1226.8240665695587,0.0
Fp2,PZ,1224.5856290503307,0.0
O2,C3,1194.2653024049782,0.0
F7,P3,1157.864679967593,0.0
FZ,F3,1127.9028089786625,5.398075022018494e-245
Fp2,F4,1126.9340686213975,0.0
CZ,T5,1121.5273094524027,0.0
FZ,PZ,1106.3263429185674,2.1675788979827228e-240
O1,T6,1099.6935965818204,0.0
F7,T4,1091.0117035728983,0.0
F7,O1,1089.5697599192956,0.0
F3,T5,1089.0534941195963,0.0
FZ,F4,1078.6718921802217,1.7340318825549942e-234
O2,T5,1075.8176029898054,0.0
T5,O1,1053.833570176192,3.4947008495644275e-229
T4,FZ,1049.0085383520259,0.0
CZ,F4,1036.295236461211,1.950667898240357e-225
F7,T6,1035.120724428934,0.0
T3,FZ,1032.921447677417,0.0
FZ,T5,1026.3237537033976,0.0
P4,F3,1021.5824873711698,2.7176589638295068e-222
T5,T6,1020.4713885776575,0.0
F7,C3,1013.5441124266578,0.0
F3,F4,998.1368503608013,0.0
T4,T5,988.1224989067874,0.0
CZ,F3,971.0277837882606,1.751890710471255e-211
FZ,CZ,968.3225517306548,0.0
P4,C4,955.2733020246802,4.111360745580004e-208
T5,O2,948.9278746570379,0.0
O2,P4,940.4824036251954,6.01399338938007e-205
F4,F3,935.8197173199726,0.0
P4,F4,919.5476438787732,1.8217947441656287e-200
T4,O1,917.9290158154944,0.0
P4,Fp2,904.007219510056,3.8741900792123386e-197
F7,O2,895.0861856425084,0.0
PZ,C3,892.9031007040926,0.0
Fp2,O1,890.2486963145482,0.0
T3,F7,869.1583216765912,0.0
T4,F7,858.4488053172867,0.0
T6,O1,845.9096746225374,0.0
T5,T4,843.7350628201408,0.0
CZ,P4,839.5128608865501,2.5596503146710907e-183
F3,T4,829.395926356094,0.0
CZ,C3,828.6008683937736,5.59752455575884e-181
C4,T4,818.993802927536,0.0
T5,PZ,815.6643439873715,0.0
Fp2,T4,796.701493821274,0.0
C3,F4,778.9887263748617,0.0
F3,F7,760.7464787095385,0.0
Fp1,Fp2,759.0157937760073,0.0
T6,C3,750.6420843515727,1.04e-322
T5,C4,748.2698542006145,1.042e-321
FZ,C3,733.617949118322,1.3621758608407076e-160
CZ,T6,732.2464853794622,6.43943143e-315
T6,T5,731.4913501320204,1.3458221193e-314
T4,C3,727.0735173438794,1.004821139477e-312
T5,F3,724.1554435909595,1.735641856936e-311
FZ,P4,707.1694964348089,6.563807851131832e-155
C3,T6,698.4656592595445,1.373899746135009e-300
FZ,T6,692.0415543613079,7.323322459271177e-298
T4,C4,689.3684315645465,9.988509660032306e-297
F7,PZ,685.4452110364775,4.625546113704924e-295
Fp1,FZ,683.501093134787,3.0948988017510912e-294
T5,P4,681.4561039210088,2.2120668997296806e-149
F4,C3,681.0235955752771,3.4888453004373894e-293
CZ,C4,678.5938266243967,3.7543279015251185e-292
F7,C4,676.5944563486379,2.6525678051511502e-291
T3,Fp2,676.5169036025324,2.8615696955458908e-291
Fp1,CZ,674.365064247419,2.3472347500346375e-290
PZ,C4,673.9428097463172,3.547386381904279e-290
C4,T5,669.7532034067129,2.1358528600973046e-288
T5,F4,668.4569327834622,7.59016105605936e-288
Fp1,F7,667.3083018967765,2.3346942974107553e-287
T5,C3,659.7105584739987,1.0508292937852755e-144
P4,T3,647.5549518637223,5.7944636083480965e-279
F3,Fp2,647.0215746678351,9.76704133998229e-279
Fp2,T6,628.3774417525786,8.28427460130928e-271
O2,T4,619.016823528172,7.956365608299527e-267
O1,T4,613.7850906649888,1.339916403607228e-264
CZ,P3,604.9070169281233,8.053993357204382e-261
CZ,O1,604.4937352875916,8.043199473303123e-133
T3,O1,601.761885368403,1.7578950703109618e-259
Fp2,O2,600.5351431583937,5.851848862885863e-259
T5,P3,587.4949970989486,2.0921164179133468e-253
PZ,P4,586.6673220886329,5.5558491195355016e-129
FZ,P3,586.6665426382378,4.714899907276442e-253
FZ,C4,584.3515900955972,4.566623640733874e-252
CZ,Fp2,579.5415271585669,5.114733490978597e-250
Fp1,T5,562.9599023641373,5.964213015865545e-243
Fp1,O1,557.7595731885552,9.831299371929616e-241
CZ,O2,557.0473409153459,1.97827417583933e-240
F7,F4,552.1014390502511,2.5425733242626927e-238
O1,F8,542.9720715838577,1.9908257591387817e-234
P4,P3,536.7105510231507,9.33905125619094e-232
Fp2,F3,536.092690020033,1.7136506956236642e-231
FZ,O1,524.674448226125,1.2786179783605876e-115
T3,P4,521.9383197022361,4.975850278210849e-115
O2,F7,519.2540418064824,2.6329060083817627e-224
Fp2,C3,517.7522894445764,1.1522747795152835e-223
T4,Fp2,517.0495065397648,2.299299266837121e-223
CZ,F7,514.6436207595364,2.447900729936375e-222
C3,F8,504.45984731581234,5.466077981634925e-218
T3,C3,498.19712483313816,6.587600241784407e-110
P3,T3,492.84795028036956,4.991100419515199e-213
P3,O1,489.5580158118898,1.2705055325403024e-211
FZ,O2,486.58113084781763,2.3775099234706286e-210
T5,T3,484.31233165690344,2.216957019855193e-209
P4,F8,476.55734688504566,4.57733249687722e-206
P4,O1,463.03526953760576,2.77089482071467e-200
FZ,F7,455.35128245406787,5.363128353721746e-197
C4,T6,446.04194341802355,5.159006851880958e-193
