Source,Target,F-stat,p-value
T4,FZ,462.9845315108848,1.0681608792970121e-200
T6,FZ,415.18569020052945,3.7378238160757295e-180
T4,F4,410.1146132102886,5.66931168953915e-178
T6,F4,405.66142442229875,4.665761585758253e-176
C4,P4,399.28284365472956,1.2691252880401222e-88
F7,P4,392.1659293304239,2.9839614452109536e-170
T4,Fp2,390.9378848919639,1.007394475638201e-169
T4,F3,382.4746415977725,4.417775569249287e-166
T6,Fp2,376.5223894136635,1.6109559946781776e-163
F4,C4,375.5759170133181,1.741507707041418e-83
T4,Fp1,372.45673310411524,9.060871628139767e-162
T6,C4,355.2956589383949,2.2187525428472862e-154
F8,C3,352.39476457473614,1.8476908850765445e-78
F8,C4,351.3367664579864,3.133710258548285e-78
T6,Fp1,343.1690503582131,3.7084653677658543e-149
T4,C4,340.01840797472966,8.442304441081526e-148
PZ,FZ,338.88765032368576,2.5918226730487023e-147
P4,C4,331.5938073922391,6.001577973159512e-74
T6,F3,326.7498769057837,4.4007494943211326e-142
P3,FZ,312.7969412799972,4.5437889873854636e-136
T6,O2,304.0059091758837,2.8020930439668394e-132
T5,FZ,303.4447901773756,4.891293014333547e-132
T4,O2,301.2341460365474,4.3916926096714627e-131
T3,P4,289.90142265474947,6.716873866624098e-65
PZ,Fp2,288.466457523795,1.408996779255124e-125
T5,Fp2,287.81908317988837,2.6800644675477914e-125
O1,FZ,285.87681990273285,1.844748261382117e-124
C4,Fp1,282.6437357109555,4.577282060792857e-123
C4,Fp2,282.18579543265616,7.213734032300194e-123
P3,Fp2,281.31238073118624,1.7177164188464658e-122
C4,F8,266.7734075353952,7.089760599735879e-60
C4,FZ,265.12794869766213,1.653212698258876e-115
O2,FZ,263.1764582431948,1.1496159880401473e-114
O1,Fp2,260.89528116035285,1.1094616271811386e-113
PZ,F4,260.6585150140031,1.4037958639591307e-113
F8,T6,259.4967251923131,4.454074181566821e-113
T6,F8,249.58316471426136,8.476651224306023e-109
PZ,Fp1,248.65436912672416,2.134108374361129e-108
P3,F4,247.2923719737145,8.265177610071866e-108
P3,Fp1,246.39221502709734,2.0225582070515276e-107
C4,F3,244.57709983726406,1.2291770786210938e-106
F4,T6,239.90958282502018,1.273696198780255e-104
F8,P3,239.10823942162423,2.825604345425648e-104
P4,F3,238.11545803850672,7.582893281889273e-104
Fp1,F7,237.96388996262908,8.816356096231015e-104
T5,Fp1,235.91451245540074,6.765956115224605e-103
P4,FZ,235.1341043957344,1.470164476659879e-102
F8,O2,233.55682830839177,7.056137623526594e-102
P4,O2,233.4901448600097,1.2166495794875266e-52
P4,Fp2,232.9390747530815,1.3042840133887571e-101
T4,P4,231.7045949327264,4.451951645306974e-101
C3,F8,231.36602290237164,3.524538129842108e-52
P4,PZ,228.48847176930929,1.090646463028674e-99
O1,F4,226.60508224116967,7.099401509843949e-99
O2,F4,225.41497757156108,2.3190546673675366e-98
FZ,T6,224.82214616084218,4.1821696426190785e-98
C3,FZ,222.391830417157,4.691204295299694e-97
O1,Fp1,220.57250818983908,2.8658987854170308e-96
T4,P3,220.1439346288649,4.3895141984722655e-96
O2,Fp2,219.29948386900472,1.0168291768377755e-95
C4,F4,216.44568415416984,1.73876486495238e-94
P4,Fp1,216.33680648877888,1.9376861428696065e-94
