Source,Target,F-stat,p-value
F3,FZ,6191.622796963583,0.0
FZ,F3,5068.657059690392,0.0
F8,C4,639.4461778938355,4.767925691312064e-271
F3,Fp2,625.822382078817,1.945298436666151e-265
Fp2,C4,541.0263819593915,2.2467689332767925e-230
Fp2,F3,486.62078309630715,9.487322316410894e-208
Fp1,C4,472.72494209562626,5.9200041621236e-202
F8,Fp2,468.03832115120815,8.886826524179021e-103
F7,C4,450.903262812309,7.698465212703434e-193
T4,F8,449.1239968009773,4.268382908918055e-192
F3,Fp1,425.87960407708164,2.2812486899162715e-182
C4,F8,424.58873477868036,7.924280173187194e-182
F4,C4,417.3708260929742,8.39165095599015e-179
T4,F4,391.2228525824647,7.892250556684798e-168
C4,F4,385.9655437135915,1.2775914538904786e-165
Fp1,F3,383.7470539948613,1.0937591982395629e-164
Fp2,CZ,370.1767057323386,5.583455975276709e-159
F8,CZ,366.1616598845758,2.7350102914028083e-157
Fp1,CZ,365.50358085162935,5.176291264854656e-157
FZ,Fp2,363.5969528036281,3.287151412348027e-156
T3,C4,363.58826188343807,3.3149683285869053e-156
T4,T3,360.6489090412168,5.732830422622603e-155
Fp2,FZ,358.8936731577778,3.1457240289676524e-154
F8,T4,355.89798091257825,5.752223518155997e-153
T3,T4,342.42624417556635,2.75122425275851e-147
T6,F4,340.2156081029575,2.355826088762608e-146
T4,Fp2,339.2959670304922,5.756649874265946e-146
F7,CZ,333.8065916970192,1.1938189887110196e-143
F4,Fp2,321.0333100482965,2.9646889720078654e-138
PZ,C4,317.50241769241626,9.211692855313665e-137
F7,T4,316.64919008283846,2.1136319928563504e-136
T6,F8,316.6120353269818,2.1914754477265622e-136
Fp1,C3,314.2009440915076,2.2915757948158635e-135
Fp2,T4,312.61548649250363,1.0729276442070158e-134
T4,FZ,311.777974028038,2.425280973906763e-134
F7,C3,309.56791686035467,2.0870598912404554e-133
T4,C3,308.08484260444334,8.8494858458557e-133
F4,F8,307.490766000716,1.57852505122273e-132
P4,F4,307.0005168420745,2.5448871740522436e-132
F3,F8,299.30131907885584,4.615347990824941e-129
Fp2,F4,298.6286504532285,8.891981592185674e-129
O1,C4,296.5740728561628,6.591197276306233e-128
F8,C3,292.6391151226979,3.0588301902331924e-126
O2,C4,292.4992742201559,3.505847240472437e-126
F7,F8,292.00525360725936,5.676351530119348e-126
P4,C4,291.69208090342886,7.704412950914564e-126
P4,T4,286.49780295529246,1.2238172852449923e-123
T4,F3,286.49165960894305,1.2311763921187217e-123
F4,FZ,285.7535613275247,1.0082944553686797e-63
Fp2,C3,284.5871992519901,7.898430428331816e-123
