subject_id,session_left,session_right,node,left_value,right_value,jaccard_min_over_max
sub-NORB00065,ses-1,ses-2,T4,0.30436702070401755,0.2654881170299029,0.8722630869001982
sub-NORB00065,ses-1,ses-2,T5,0.2399482249817663,0.2910322310246566,0.8244730287671732
sub-NORB00065,ses-1,ses-2,T6,0.2993897520467203,0.2614664951943061,0.8733314798079788
sub-NORB00065,ses-1,ses-2,FZ,0.30462387802813606,0.2744166583934146,0.9008376499233871
sub-NORB00065,ses-1,ses-2,CZ,0.31843735400789586,0.27146263377844415,0.8524836372422346
sub-NORB00065,ses-1,ses-2,PZ,0.3255586490762918,0.2915385624461825,0.8955024333506895
sub-NORB00069,ses-1,ses-2,Fp1,0.2813813036889098,0.28789523032754033,0.977373968192458
sub-NORB00069,ses-1,ses-2,Fp2,0.28736653365348847,0.29589707498744466,0.9711705790457098
sub-NORB00069,ses-1,ses-2,F3,0.294993869406094,0.3135163790341919,0.9409201213500944
sub-NORB00069,ses-1,ses-2,F4,0.2866146908571357,0.32403050480365125,0.884529964334105
sub-NORB00069,ses-1,ses-2,C3,0.3004537499622422,0.31508809434591434,0.9535547529523409
sub-NORB00069,ses-1,ses-2,C4,0.298682295684644,0.31840990788768203,0.938043346911187
sub-NORB00069,ses-1,ses-2,P3,0.2830106148457474,0.3467284440874751,0.8162313178273528
sub-NORB00069,ses-1,ses-2,P4,0.2992078477277081,0.3347766273852749,0.8937536950074092
sub-NORB00069,ses-1,ses-2,O1,0.277341800148083,0.3381399141800209,0.8201983513854866
sub-NORB00069,ses-1,ses-2,O2,0.2723782855832414,0.3311864062148907,0.8224319611913915
sub-NORB00069,ses-1,ses-2,F7,0.3182074952597595,0.2997137274823173,0.941881419976153
sub-NORB00069,ses-1,ses-2,F8,0.2764523128714966,0.3237904927387756,0.8537999696443527
sub-NORB00069,ses-1,ses-2,T3,0.3383811767145906,0.27344011771413,0.8080831220253263
sub-NORB00069,ses-1,ses-2,T4,0.2869432482387972,0.3077078789244672,0.9325183652812247
sub-NORB00069,ses-1,ses-2,T5,0.30435281286489757,0.3378556507106457,0.9008368284642324
sub-NORB00069,ses-1,ses-2,T6,0.3415346667168713,0.32824490904324566,0.961088115003439
sub-NORB00069,ses-1,ses-2,FZ,0.3091180243390961,0.33857259661906247,0.913003673143971
sub-NORB00069,ses-1,ses-2,CZ,0.31544743726361824,0.2890517767668749,0.916323110037871
sub-NORB00069,ses-1,ses-2,PZ,0.298816547251368,0.3490025644663958,0.8562015803758942
sub-NORB00069,ses-2,ses-3,Fp1,0.28789523032754033,0.2835940675470994,0.9850599720754406
sub-NORB00069,ses-2,ses-3,Fp2,0.29589707498744466,0.3034351857338955,0.9751574270194836
sub-NORB00069,ses-2,ses-3,F3,0.3135163790341919,0.324536140324952,0.9660445789497397
sub-NORB00069,ses-2,ses-3,F4,0.32403050480365125,0.3192760748646878,0.9853272149736505
sub-NORB00069,ses-2,ses-3,C3,0.31508809434591434,0.30937911581787475,0.9818813257927413
sub-NORB00069,ses-2,ses-3,C4,0.31840990788768203,0.3092073981337806,0.9710985445931929
sub-NORB00069,ses-2,ses-3,P3,0.3467284440874751,0.2926969188596723,0.8441676010458163
sub-NORB00069,ses-2,ses-3,P4,0.3347766273852749,0.3061088249103027,0.9143673717640387
sub-NORB00069,ses-2,ses-3,O1,0.3381399141800209,0.30392267194138545,0.8988074438901683
sub-NORB00069,ses-2,ses-3,O2,0.3311864062148907,0.3133528661575496,0.9461525602419508
