,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,25+,26+,27+
Fp1,1.0,0.9405301190956513,0.8753838621857998,0.7259008863542119,0.4975070840353155,0.22076877855258442,0.031135816323658125,0.09194085920103721,-0.06935921772089895,-0.06429107006151723,0.8381060636249145,0.7717889144598982,0.45509963581053586,0.13532987948709305,-0.07860664817991449,-0.21806823065434583,0.9333190619941644,0.4693740043276714,0.0639912630732264,-0.011743830846782937,0.00392150371631208,0.0017665088621553811
Fp2,0.9405301190956513,1.0,0.8469602266514392,0.7846306669867078,0.5134933992184059,0.26203764038871963,0.034198270036910124,0.1177244931510522,-0.05697270383270267,-0.051311026852427125,0.7336593952720915,0.8313113057751953,0.39538966036444506,0.174888991925223,-0.08937881298454163,-0.19185159532832755,0.9984293701275696,0.5258778404332579,0.08120564583426948,-0.00424732454341802,0.009122349706798405,0.00034446769002073515
F3,0.8753838621857998,0.8469602266514392,1.0,0.7166906835512145,0.6872400170822253,0.326989291145669,0.14102652825404083,0.18760336558435775,0.01677536235055735,0.01839426946951175,0.8709096703814783,0.7648534243993886,0.5691978001189425,0.20085522521996788,0.058686219881928695,-0.13339738975609042,0.8519643740985158,0.5661557318691015,0.1583681853725337,-0.01249339784279907,0.0010356153915072434,0.0015022486561205508
F4,0.7259008863542119,0.7846306669867078,0.7166906835512145,1.0,0.5134485697276291,0.3909871805691477,0.1139349057693916,0.23833189776557953,0.023667301697900274,0.02933152661926488,0.6278626212564835,0.8939210860569532,0.3624272245588814,0.3276420136137006,-0.0292598821300784,-0.053873401471398616,0.7796008028763182,0.505997142254211,0.17869071062745606,0.003590886102926168,-0.004823601899074694,0.010575258976595617
C3,0.4975070840353155,0.5134933992184059,0.6872400170822253,0.5134485697276291,1.0,0.6459996163926719,0.49961971612515765,0.5223783909892219,0.2913598957848299,0.287521419295045,0.5644778898843152,0.5391499782270114,0.6816340791337926,0.38626518423698947,0.3635705399860249,0.10030485970448032,0.5229850430890526,0.7505471983786327,0.49371677811192727,-0.011316263808461596,0.0018879703414530762,-0.008518347234262258
C4,0.22076877855258442,0.26203764038871963,0.326989291145669,0.3909871805691477,0.6459996163926719,1.0,0.7124405108398908,0.9356992214833301,0.6099411092589454,0.6188018031562748,0.2193991581483393,0.40205284439499306,0.3553250496441547,0.6362126067039169,0.41948237867776544,0.5447277096324313,0.2673379400287115,0.5861867783800362,0.8503938253097859,-0.006922232610486101,0.0041846235944510675,-0.013587607320099662
P3,0.031135816323658125,0.034198270036910124,0.14102652825404083,0.1139349057693916,0.49961971612515765,0.7124405108398908,1.0,0.8439372403948848,0.8982597965663449,0.8881749579956294,0.07402639771777438,0.09380147844168646,0.3201734844356579,0.2781856857868381,0.7474995512279131,0.5139916460456208,0.03861684568589513,0.30147698868918243,0.9130245974638892,-0.012960068351043096,0.004496127285352574,-0.013025565219699558
P4,0.09194085920103721,0.1177244931510522,0.18760336558435775,0.23833189776557953,0.5223783909892219,0.9356992214833301,0.8439372403948848,1.0,0.7815860171475998,0.7919149290453358,0.09689011930439301,0.23319246140464933,0.25790711139273886,0.5057312886563741,0.5101809190141595,0.6456900894194108,0.12130288218689131,0.4475136065371006,0.9629710644901286,-0.006943280241450256,0.003102818718618805,-0.014420138521891444
O1,-0.06935921772089895,-0.05697270383270267,0.01677536235055735,0.023667301697900274,0.2913598957848299,0.6099411092589454,0.8982597965663449,0.7815860171475998,1.0,0.9976156873804928,-0.05347301580294492,-0.001956839262679078,0.10400173961970094,0.15577893868815526,0.5979492724535186,0.5347837435243086,-0.052337574789085434,0.1856090787124288,0.8896710440441602,-0.009273756832644876,0.00458103433425491,-0.009533107343608124
O2,-0.06429107006151723,-0.051311026852427125,0.01839426946951175,0.02933152661926488,0.287521419295045,0.6188018031562748,0.8881749579956294,0.7919149290453358,0.9976156873804928,1.0,-0.052708140042487646,0.0036457453232374387,0.09538609717458776,0.15810151460225624,0.5670467307896147,0.5395103172095845,-0.04675712223968543,0.19189463109988936,0.8972126274966399,-0.009737139293530863,0.004614256298292509,-0.00937088435340225
F7,0.8381060636249145,0.7336593952720915,0.8709096703814783,0.6278626212564835,0.5644778898843152,0.2193991581483393,0.07402639771777438,0.09689011930439301,-0.05347301580294492,-0.052708140042487646,1.0,0.6890571765130409,0.66889100485945,0.15360035110869366,0.03928088572329741,-0.20515494216442293,0.7253423556931156,0.4340246487088671,0.07428303270711696,-0.011502440370020076,-0.000322634716791233,-0.002951780111477957
F8,0.7717889144598982,0.8313113057751953,0.7648534243993886,0.8939210860569532,0.5391499782270114,0.40205284439499306,0.09380147844168646,0.23319246140464933,-0.001956839262679078,0.0036457453232374387,0.6890571765130409,1.0,0.3880930781558299,0.36415272888855216,-0.04678020926909673,-0.06348220176469603,0.8214393501473829,0.5214117179335058,0.16530659889005908,0.004064614543265365,0.003356022409313922,0.0010835989900600585
T3,0.45509963581053586,0.39538966036444506,0.5691978001189425,0.3624272245588814,0.6816340791337926,0.3553250496441547,0.3201734844356579,0.25790711139273886,0.10400173961970094,0.09538609717458776,0.66889100485945,0.3880930781558299,1.0,0.32761548320734785,0.4088183101453979,-0.052117083333475346,0.3977862078949889,0.41834990660829957,0.23783840191150935,-0.0219838509217031,0.005195722565642177,-0.010008048887438174
T4,0.13532987948709305,0.174888991925223,0.20085522521996788,0.3276420136137006,0.38626518423698947,0.6362126067039169,0.2781856857868381,0.5057312886563741,0.15577893868815526,0.15810151460225624,0.15360035110869366,0.36415272888855216,0.32761548320734785,1.0,0.22956318410153675,0.4650046819836809,0.17564053840220553,0.27352581564482825,0.36863809587329155,0.0028626059955071965,-0.001187330675434682,-0.01166416445659229
T5,-0.07860664817991449,-0.08937881298454163,0.058686219881928695,-0.0292598821300784,0.3635705399860249,0.41948237867776544,0.7474995512279131,0.5101809190141595,0.5979492724535186,0.5670467307896147,0.03928088572329741,-0.04678020926909673,0.4088183101453979,0.22956318410153675,1.0,0.45272845060112143,-0.08458464049175508,0.08743569102595523,0.5491269096347774,-0.009814744030950388,0.00563603260196901,-0.0237753293870741
T6,-0.21806823065434583,-0.19185159532832755,-0.13339738975609042,-0.053873401471398616,0.10030485970448032,0.5447277096324313,0.5139916460456208,0.6456900894194108,0.5347837435243086,0.5395103172095845,-0.20515494216442293,-0.06348220176469603,-0.052117083333475346,0.4650046819836809,0.45272845060112143,1.0,-0.1891619068507038,-0.0015686925384931706,0.5688998321189154,0.00030119721606503583,0.0003672551478538444,-0.017940398535065263
FZ,0.9333190619941644,0.9984293701275696,0.8519643740985158,0.7796008028763182,0.5229850430890526,0.2673379400287115,0.03861684568589513,0.12130288218689131,-0.052337574789085434,-0.04675712223968543,0.7253423556931156,0.8214393501473829,0.3977862078949889,0.17564053840220553,-0.08458464049175508,-0.1891619068507038,1.0,0.5378876670610424,0.08536180635071239,-0.006853881131097081,0.008985240612013216,0.0002815604650551852
CZ,0.4693740043276714,0.5258778404332579,0.5661557318691015,0.505997142254211,0.7505471983786327,0.5861867783800362,0.30147698868918243,0.4475136065371006,0.1856090787124288,0.19189463109988936,0.4340246487088671,0.5214117179335058,0.41834990660829957,0.27352581564482825,0.08743569102595523,-0.0015686925384931706,0.5378876670610424,1.0,0.42450915950263524,-0.00039087497766272783,0.004667329917367088,-0.0010680765518235702
PZ,0.0639912630732264,0.08120564583426948,0.1583681853725337,0.17869071062745606,0.49371677811192727,0.8503938253097859,0.9130245974638892,0.9629710644901286,0.8896710440441602,0.8972126274966399,0.07428303270711696,0.16530659889005908,0.23783840191150935,0.36863809587329155,0.5491269096347774,0.5688998321189154,0.08536180635071239,0.42450915950263524,1.0,-0.008210842536012914,0.003460673177672361,-0.01183493488590982
25+,-0.011743830846782937,-0.00424732454341802,-0.01249339784279907,0.003590886102926168,-0.011316263808461596,-0.006922232610486101,-0.012960068351043096,-0.006943280241450256,-0.009273756832644876,-0.009737139293530863,-0.011502440370020076,0.004064614543265365,-0.0219838509217031,0.0028626059955071965,-0.009814744030950388,0.00030119721606503583,-0.006853881131097081,-0.00039087497766272783,-0.008210842536012914,1.0,-0.08385034188527869,0.05422530077362967
26+,0.00392150371631208,0.009122349706798405,0.0010356153915072434,-0.004823601899074694,0.0018879703414530762,0.0041846235944510675,0.004496127285352574,0.003102818718618805,0.00458103433425491,0.004614256298292509,-0.000322634716791233,0.003356022409313922,0.005195722565642177,-0.001187330675434682,0.00563603260196901,0.0003672551478538444,0.008985240612013216,0.004667329917367088,0.003460673177672361,-0.08385034188527869,1.0,-0.003423065019157827
27+,0.0017665088621553811,0.00034446769002073515,0.0015022486561205508,0.010575258976595617,-0.008518347234262258,-0.013587607320099662,-0.013025565219699558,-0.014420138521891444,-0.009533107343608124,-0.00937088435340225,-0.002951780111477957,0.0010835989900600585,-0.010008048887438174,-0.01166416445659229,-0.0237753293870741,-0.017940398535065263,0.0002815604650551852,-0.0010680765518235702,-0.01183493488590982,0.05422530077362967,-0.003423065019157827,1.0
