Source,Target,F-stat,p-value
C4,F4,3030.4158187367398,0.0
T6,T5,2295.2988431070357,0.0
T4,T5,2152.5108903204446,0.0
C4,F8,2141.8210511842817,0.0
C4,FZ,2118.7969115791725,0.0
CZ,FZ,2053.7106737192375,0.0
C4,F3,1997.2253942945931,0.0
CZ,F4,1982.6505188758342,0.0
FZ,Fp2,1918.0428258906536,0.0
T4,O1,1876.0056714754978,0.0
C3,FZ,1816.926920556301,0.0
C3,F3,1772.0282652415422,0.0
C3,F7,1662.8962052043057,0.0
F4,C4,1626.3787315742104,0.0
T6,O1,1470.6163369500068,0.0
C4,Fp2,1465.231891327207,1.50602e-318
C3,F4,1442.2544364254743,1.28197030033e-313
FZ,Fp1,1379.060307845916,4.7007957937164914e-300
T4,Fp2,1372.1065102503942,1.4630143160957728e-298
T3,F7,1356.9975718299372,2.5684866779490657e-295
C4,Fp1,1353.4089583791533,1.5147715286341495e-294
F8,T5,1352.582370023589,0.0
C4,F7,1334.1591113774994,2.064276319096846e-290
T6,T3,1325.3499819980548,0.0
CZ,F3,1324.8883194955306,2.0238622238139375e-288
CZ,F8,1312.1776346933254,1.0883730926817689e-285
Fp2,FZ,1305.9736920168195,2.3424378299639842e-284
T4,O2,1301.7100072296955,0.0
T6,P3,1299.8054025978233,0.0
F8,C4,1239.9259440278265,3.6685799882337e-270
CZ,Fp2,1172.0197100684782,1.471870343619855e-255
T6,F7,1143.4284439215257,0.0
CZ,Fp1,1125.1826837800509,1.7607550628278109e-245
T6,Fp1,1113.6744989222825,0.0
T4,F8,1113.0547342593063,7.177500584047077e-243
T4,P3,1106.2549996542741,0.0
Fp1,FZ,1105.500423175602,3.034061060401441e-241
F3,Fp1,1075.0979020934778,1.0648560608883288e-234
C3,Fp2,1023.5460753705183,1.3492047523441142e-223
C3,F8,1009.5792635769556,1.3774545136902918e-220
T6,C4,1003.2088625667068,0.0
F8,O1,984.1381286499342,0.0
CZ,F7,981.2537826701964,1.7488275068485131e-214
T6,Fp2,973.3905092030818,0.0
F3,F4,961.5072247256761,0.0
FZ,C4,960.7751172931165,4.535298657605808e-210
T4,F7,956.2674082588278,0.0
T6,FZ,951.9089321604832,0.0
P4,F7,949.7904358710376,1.0581509240776878e-207
C3,Fp1,939.8325724402224,1.4837507453576392e-205
FZ,CZ,936.7663112919222,6.799198461619339e-205
Fp2,T5,922.4737582414283,0.0
T6,C3,920.3822557450383,0.0
T6,PZ,910.1198919666544,0.0
F8,O2,897.5956108431104,0.0
T6,F3,895.5276598325428,0.0
FZ,F4,893.8819848523631,0.0
T3,F4,885.5867908142922,7.411393852484557e-194
F4,CZ,876.9751816091597,5.34124272650439e-192
T6,O2,874.2180881895607,0.0
T4,PZ,841.8832101929476,0.0
F8,T6,829.2614756274273,0.0
T4,T3,822.9241049798748,0.0
Fp1,F3,819.9311728438201,1.0902890468514147e-179
T3,F3,796.2915220705954,1.3835201730785608e-174
F4,T6,795.4008686907362,0.0
F4,O2,775.9028815501044,0.0
F4,F8,762.1143532702198,0.0
P4,F3,759.3700203909923,1.3009672862306076e-166
Fp2,O1,730.8127654787206,4.261918e-316
F8,P3,726.8319007200697,2.1709235664e-314
T4,P4,719.0353172647334,4.7890352128777e-311
O2,T5,715.5803510104037,1.45235197008349e-309
T3,F8,713.7717617946097,9.237622201921665e-157
T6,F8,707.9442348575518,2.73836993535557e-306
T4,T6,697.1009787127941,1.2283477116498506e-301
P4,FZ,696.4428434655835,5.136225697251053e-153
F7,Fp1,672.3127541551515,8.447849264298627e-148
F4,T5,671.8101193378081,8.76329175620443e-291
Fp1,T5,667.6779181590665,5.204952747293024e-289
T4,Fp1,667.6548120924926,5.325194069721599e-289
T6,CZ,666.7285124267944,1.330355335493829e-288
T6,P4,665.636570172318,3.9148343473940714e-288
T4,C3,656.0117970830918,5.3062955881656656e-284
T6,F4,653.7179944699526,5.124618370610854e-283
T4,C4,650.2979581310002,1.507181578053912e-281
PZ,F8,646.133353604558,3.867181107436696e-142
T4,F4,635.2903179623089,8.558805932810767e-140
Fp1,T6,631.1177308054737,2.6027707347706637e-273
T3,Fp2,621.8369535787459,6.956039609702996e-137
FZ,C3,615.9442636704971,1.3094344393790857e-135
F7,Fp2,607.5942243817402,8.385549438141192e-134
T4,F3,601.5189841768973,1.3567366957788652e-260
P4,T5,590.4997774504199,7.388420007661395e-256
PZ,F7,587.934999990442,1.5041482047569433e-129
P4,F8,585.8801373764622,4.187614100153553e-129
C3,PZ,582.5809908354045,1.873296043831526e-252
F3,C4,579.4073191210257,1.0538184940585358e-127
P4,F4,577.4323726505525,2.819616845645307e-127
F8,CZ,574.6597296445779,1.122719083237741e-126
Fp2,C4,569.1694571536208,1.7321449090639138e-125
P3,F7,568.137553626841,2.896928132733106e-125
T3,FZ,559.0838633700494,2.6406337341409887e-123
PZ,FZ,559.0244401830632,2.7200172762329718e-123
Fp1,C4,557.8894730305703,4.7891977305489336e-123
F3,Fp2,557.1030206627692,1.690510910317685e-241
P4,Fp1,555.4624904545443,1.605657936993369e-122
PZ,F4,546.663768001987,1.2897864301508325e-120
F8,T3,543.212625787966,1.5953931000946822e-235
Fp2,O2,540.0934033011041,3.505712576327768e-234
Fp1,O2,537.5684363265244,4.276473914648423e-233
F7,F8,533.6288498221231,2.1188411527806638e-231
Fp1,O1,532.2659381508715,8.175608096163156e-231
F7,C3,528.2086404870231,1.2781683355670899e-116
Fp2,T6,516.6783458736342,4.1725412366338615e-224
FZ,F8,512.8141659445773,1.9211984986767364e-222
Fp1,F7,502.5546689392442,4.60178244344134e-111
F3,C3,501.4564468253785,7.958431815792223e-111
O2,T3,493.97413616560004,2.4777717272139016e-214
T3,Fp1,490.2943705700804,2.08444891234823e-108
C3,C4,480.52912928048255,1.5263688927832712e-208
FZ,T5,475.9868211620406,1.3802052224564876e-206
C3,CZ,474.18472210777026,8.243576570639713e-206
Fp2,T4,469.3738736358227,7.114888326087979e-104
P3,F4,467.88965038475794,1.4921949804894712e-103
F8,F7,466.9413304079389,1.0867307558232641e-202
C4,T5,461.5155080071558,2.3631384345108335e-200
T4,CZ,459.52202933568657,1.707288434883289e-199
P3,FZ,458.0875075614492,1.9873906480833006e-101
C4,T4,455.9507420530683,5.901203071421848e-198
Fp1,CZ,454.64324353634953,1.108762867797562e-100
F3,F8,445.35102057772104,2.178859398672928e-193
F4,C3,441.8971578080467,6.425370372970101e-98
CZ,PZ,437.7175483788645,4.2454120407601415e-190
O1,F7,436.277289948582,1.06245525289712e-96
T6,T4,430.19618729168405,7.408379163134533e-187
F4,FZ,425.7630390479951,2.0235047583546717e-94
F7,F4,423.70372737229405,4.66013370478752e-184
Fp2,CZ,419.1597715197022,5.470878580506897e-93
PZ,Fp1,418.67644766202994,6.964239193734517e-93
P3,F8,413.2384453438511,1.0525503329063767e-91
P4,T3,412.0159490979496,5.0979256419811786e-179
CZ,C4,411.9331296604971,5.53481880251634e-179
F4,F3,411.57809775006996,7.873827655921853e-179
Fp2,F3,410.0295470716682,5.226582076784381e-91
T4,FZ,409.52199841590124,6.06390647433425e-178
F7,T3,408.5682835835113,1.0843278994014953e-90
O1,O2,408.3901360831853,1.8655727034323333e-177
F7,T5,406.2030866140509,1.636426188520647e-176
F3,CZ,396.28793109792116,5.000295720432408e-88
P4,Fp2,390.4165500849003,9.392464608529707e-87
C4,C3,388.59915075818174,6.401060232376832e-169
P3,PZ,388.52774991874304,6.871490296497412e-169
F3,T5,383.7393925249052,7.991247482754285e-167
F4,Fp2,380.7083765279721,1.2000464089454689e-84
O2,F7,378.0684879634786,2.2341245821407506e-164
F8,PZ,375.8676371999116,1.989044975429545e-163
P3,P4,375.01490953375844,4.640406817458319e-163
F7,C4,374.7126832884666,2.4002933480467495e-83
F8,T4,372.3996132142594,7.6248911783882e-83
O2,Fp1,360.8861777837759,5.7973326974790775e-157
PZ,F3,352.5569712038749,1.5457482976303822e-78
O1,T5,337.7747427077888,5.485979871627969e-147
C4,CZ,333.3561417380198,4.436050135654712e-145
O2,C3,333.283451191438,4.768502383145569e-145
F7,CZ,331.2993465575586,6.379037299500613e-74
C3,P4,327.68850704302076,1.2423027455702772e-142
F4,O1,326.3614405104884,4.648118253934952e-142
CZ,C3,321.35123468250373,6.774670728670567e-140
Fp1,T4,314.1290688341418,3.4210654212903274e-70
F8,C3,313.66757526689673,1.410499243262901e-136
P4,C3,310.045094196465,5.176489617722146e-135
F7,P4,304.2779918097371,4.724600554385568e-68
PZ,Fp2,302.3183532351723,1.2593783758626367e-67
P3,O2,301.2563981278367,3.24009869509881e-131
Fp1,P3,290.0814914378645,2.1812856846433417e-126
