Source,Target,F-stat,p-value
P4,FZ,4997.747045077659,0.0
PZ,FZ,4954.2263202870245,0.0
CZ,F3,4805.246000237228,0.0
CZ,Fp2,4777.058831266366,0.0
C3,F3,4775.754438181055,0.0
CZ,Fp1,4754.337240021352,0.0
C3,FZ,4500.431510159764,0.0
CZ,F7,4317.531097389101,0.0
P3,FZ,4233.546437729551,0.0
T4,F4,4044.1806312110207,0.0
CZ,F4,4015.0215206339526,0.0
T4,FZ,3745.5373459519774,0.0
C4,FZ,3683.1721667317274,0.0
P4,F4,3338.066294311367,0.0
C4,F4,3069.2678941375707,0.0
C4,F7,2998.086475426831,0.0
PZ,F4,2973.603705262767,0.0
CZ,F8,2960.1414844283763,0.0
CZ,O2,2913.911044067373,0.0
P3,F3,2886.8651983081477,0.0
C3,Fp1,2874.5991061088725,0.0
PZ,F3,2840.6130806996557,0.0
T3,C3,2604.2330962093383,0.0
C3,F8,2571.8265512357316,0.0
CZ,T6,2559.5943023922146,0.0
FZ,CZ,2536.18473155986,0.0
CZ,PZ,2495.109241719741,0.0
T4,O2,2454.0998201806638,0.0
T4,T6,2434.738286444916,0.0
T3,P3,2426.14909056444,0.0
CZ,O1,2424.2020085766876,0.0
C3,F7,2420.430755951888,0.0
PZ,Fp1,2410.7278762064084,0.0
PZ,Fp2,2364.0057393383704,0.0
C4,Fp2,2349.282236726536,0.0
CZ,P4,2259.06362758341,0.0
FZ,Fp2,2245.906963319517,0.0
F3,Fp1,2244.081272257854,0.0
P4,F8,2220.170024374827,0.0
C3,Fp2,2210.4430100580003,0.0
T3,F7,2196.3674508250892,0.0
C4,CZ,2193.3702756642742,0.0
P4,Fp2,2192.451604426355,0.0
T4,Fp1,2187.7866646989914,0.0
P3,F7,2175.427712928535,0.0
CZ,FZ,2172.8784210701547,0.0
CZ,P3,2122.6297494213854,0.0
C3,F4,2111.4188490166684,0.0
PZ,F7,2054.569278325695,0.0
P3,Fp1,2048.6058903085705,0.0
P3,F4,2045.425124887764,0.0
T3,O1,2041.3656187687213,0.0
T3,T5,2023.4495489044148,0.0
C4,F3,1994.1413676430284,0.0
P3,Fp2,1963.1177757057214,0.0
P4,F3,1949.8463159811745,0.0
PZ,F8,1929.2118177421194,0.0
FZ,C3,1892.5971993551116,0.0
T4,P4,1871.041947501345,0.0
C4,F8,1870.3053564630152,0.0
FZ,C4,1854.8513281132346,0.0
P4,Fp1,1853.281638440894,0.0
P4,CZ,1842.0468928374864,0.0
P4,O2,1835.0372757191597,0.0
T3,Fp1,1826.2236075136068,0.0
C4,Fp1,1802.3024558397738,0.0
T3,F3,1793.1377667022352,0.0
O2,FZ,1761.3580513384732,0.0
T6,FZ,1742.9396122553726,0.0
T3,Fp2,1699.0799517088526,0.0
PZ,CZ,1670.308942191563,0.0
FZ,Fp1,1665.8209012057562,0.0
T4,Fp2,1638.4873778267192,0.0
CZ,T5,1595.6778530648824,0.0
C4,O2,1595.5269477972126,0.0
T3,FZ,1575.3822464558727,0.0
Fp1,C3,1574.6078408228336,0.0
C3,CZ,1562.2311551164632,0.0
T4,F8,1561.6008581546535,0.0
F4,Fp2,1538.0351435192226,0.0
T4,F7,1529.9897345020765,0.0
F3,Fp2,1527.7479451812999,0.0
F3,C3,1505.3082295271079,0.0
C4,T6,1490.0829927485893,0.0
F3,CZ,1427.1765278981402,0.0
T5,FZ,1424.6103714415212,0.0
O1,FZ,1415.6775414308813,0.0
F7,C3,1404.026187013021,0.0
T3,F4,1393.3777162504648,0.0
Fp1,CZ,1391.6739146462778,0.0
Fp1,F3,1372.4444468052652,0.0
P3,F8,1347.2541884138711,0.0
P3,O1,1329.033763137643,0.0
T4,F3,1323.0376515432506,0.0
T3,F8,1269.4864460568037,0.0
P4,F7,1248.0553145702604,0.0
Fp2,CZ,1234.4543431450986,0.0
FZ,P3,1223.7960964505994,0.0
T6,F4,1207.703417626681,0.0
C3,O1,1202.7299478566913,0.0
F4,C4,1197.8422527499704,0.0
F7,Fp1,1161.6668814655052,1.6103607656472257e-253
P3,T3,1136.4333368981536,0.0
Fp2,C4,1135.8707217553379,0.0
Fp1,C4,1114.19421946319,0.0
F4,CZ,1113.1898765466403,0.0
F7,CZ,1110.9654362805682,0.0
F7,C4,1101.749116173991,0.0
F7,Fp2,1100.4318616599587,2.5357967131154274e-240
FZ,O2,1083.787562192655,0.0
F8,F7,1081.9997804779264,0.0
FZ,T5,1074.8991542498243,0.0
FZ,PZ,1067.457154188031,0.0
FZ,O1,1065.487390377144,0.0
FZ,T6,1043.7311813377387,0.0
F3,C4,1042.5304490160622,0.0
PZ,O1,1033.2382240709514,0.0
Fp2,FZ,1026.15104329373,0.0
T5,F3,1022.6182583613844,0.0
F8,C4,1014.3093374135437,0.0
F4,F7,1002.9906250964965,0.0
O2,F4,981.0519412606635,0.0
Fp2,C3,980.7319029491782,0.0
T4,O1,978.6734643229798,0.0
P4,O1,965.0366432458686,0.0
PZ,O2,952.9173192351758,0.0
FZ,P4,950.1916303937104,0.0
F8,F3,935.9781567259887,0.0
Fp2,F3,901.7390386125147,0.0
FZ,T4,900.6439950499807,0.0
F4,Fp1,899.4165795818765,0.0
T3,O2,891.2594175963526,0.0
F7,F8,875.7289002758431,0.0
CZ,C4,867.854588095965,0.0
F4,F3,859.791428899849,0.0
C4,O1,857.75810693976,0.0
FZ,F7,849.5807346168099,0.0
F8,CZ,843.8476085848969,0.0
F4,C3,836.6137886952528,0.0
F8,C3,833.2728181498964,0.0
T4,C4,833.2646516415152,0.0
C4,C3,832.8876280125857,0.0
F3,F4,832.1872347632278,0.0
O1,F3,831.558035962488,0.0
FZ,T3,830.8192659992918,0.0
F8,Fp2,824.6414534152517,0.0
F3,F8,821.2221388206524,0.0
Fp1,FZ,810.797827888367,0.0
C3,O2,787.4058610218317,0.0
F8,Fp1,767.9517721249246,0.0
T6,F8,757.715363070006,0.0
P4,T6,756.143714480653,0.0
F3,F7,754.2571811996354,0.0
C3,T5,750.7441066378259,0.0
F3,FZ,748.0311626411594,1e-323
F7,F4,722.6017068593167,7.25901097044e-313
P4,T4,720.6211514369548,5.150417075314e-312
P3,CZ,718.8147892271768,3.0759924648695e-311
F7,T3,717.5564046507244,1.0682917228205e-310
T5,F7,714.6976074404199,1.807588590164665e-309
O2,F3,710.7198466604573,9.255680223974689e-308
O1,F4,706.9442113310139,3.881088288217824e-306
C4,P4,702.197713369026,4.2544823089866904e-304
T6,O2,700.8705356797075,1.582161896197541e-303
T5,O1,695.0522294253216,5.01207539475338e-301
C3,T3,688.2300291154014,4.2908393290583055e-298
T6,Fp2,681.4713069720563,3.4520153346176614e-295
T3,PZ,673.5042243967478,9.192690122589412e-292
CZ,C3,670.7353456800727,1.425573954110366e-290
PZ,T3,660.4081813348619,3.9340242519184667e-286
F7,FZ,660.0960114775223,5.359023704174932e-286
Fp2,F8,655.4820482319831,5.168837626021392e-284
T6,T4,637.8136528379678,2.05691655914477e-276
T5,Fp1,630.0612543654461,4.450765601333609e-273
F4,T4,619.4233388167004,1.6814198799977772e-268
T4,T3,589.2961240445699,1.55816330326437e-255
