Source,Target,F-stat,p-value
FZ,Fp2,2441.0721133067464,0.0
FZ,Fp1,2352.7832027725976,0.0
F4,Fp2,1872.6594998792923,0.0
Fp2,F4,1419.7794973050345,0.0
F4,FZ,1172.0076349023402,0.0
F8,Fp2,1161.6914805828956,0.0
CZ,F3,1097.9299735072057,0.0
C3,F3,1080.0234270248206,0.0
CZ,Fp2,1048.9593500031935,0.0
CZ,FZ,969.0453375340559,0.0
C4,CZ,901.8474018820126,0.0
C3,FZ,865.3319033649094,0.0
C3,Fp2,840.167633205079,0.0
FZ,F3,834.2505964582979,0.0
CZ,F4,778.5554949252615,0.0
F7,Fp2,761.9870117910116,0.0
F7,Fp1,755.7767534346716,0.0
F3,Fp2,697.5833613081427,5.430599025649163e-301
CZ,Fp1,661.8920315090054,9.300233644737491e-286
F3,FZ,659.4932480898572,9.836218307616203e-285
Fp2,C3,601.9671165273579,3.770929126215817e-260
Fp2,F3,599.0963068106317,6.371188916302508e-259
Fp2,C4,585.1082939563023,6.135037377521201e-253
C3,CZ,577.8542267941957,7.792874033391078e-250
C3,Fp1,527.1028285468584,4.200354390789779e-228
Fp2,P3,483.7151302745008,1.6749845423342474e-209
CZ,F7,479.7704730412998,8.244079826809763e-208
Fp1,F4,472.80654854106587,8.014145866052468e-205
Fp2,O1,472.5436657530487,1.0390861672983788e-204
Fp1,C3,466.4838930648515,4.139131164917089e-202
Fp2,T6,455.8843928017876,1.4660063281700926e-197
Fp1,F3,454.7312220428191,4.582919704312676e-197
C3,F7,448.12837855271385,3.131394983651034e-194
C3,F4,445.2359318088916,5.465290146971771e-193
Fp2,T4,443.121245449454,4.421953756641906e-192
C4,FZ,441.29183836778304,2.6987449560198042e-191
F3,Fp1,391.3571124988821,7.7142787844607e-170
Fp1,C4,390.1012789048705,2.6745998950105314e-169
P3,CZ,386.2524594091152,1.2084292575201129e-167
Fp2,F8,385.7500549487433,1.9872990806565065e-167
CZ,F8,382.56316543161506,4.663817115554319e-166
Fp2,O2,376.8821124657381,1.294425927309864e-163
Fp1,T6,375.4999436338741,5.088395775560923e-163
F8,FZ,374.51644934767126,1.3477766727875378e-162
F3,C3,374.1491640394711,1.939115036892349e-162
Fp2,FZ,364.0371144672876,4.3433497564151515e-158
Fp1,T4,354.9407944787784,3.564817047205065e-154
C4,F4,353.29191037976386,1.8266754559701116e-153
F8,Fp1,344.15906185701226,1.5583783752787017e-149
F4,Fp1,338.5237062207712,4.156537443811609e-147
CZ,C3,322.3218651059252,3.941672856220549e-140
C4,Fp2,320.8922998188043,1.6271537588047227e-139
Fp1,Fp2,300.29537211932825,1.2176357560016164e-130
T3,Fp2,282.5396197340814,5.485955179083992e-123
Fp1,O1,270.7499734945717,6.6554715042231925e-118
Fp1,P3,265.6056701427308,1.1014989054723171e-115
C4,F3,265.1835174286544,1.6752399601126893e-115
C3,PZ,264.87691247041533,1.8628907393908818e-59
Fp2,T3,262.1158688383309,3.526527874158855e-114
Fp1,O2,255.8916687915806,1.7082708043209882e-111
C3,P4,253.28717928609655,6.139042110400041e-57
T6,Fp1,242.9922659544801,6.293719862326156e-106
F3,C4,239.92288247959874,1.329470614570018e-104
F4,F3,236.70994592314892,3.2398161590574857e-103
FZ,F4,234.76593350675992,2.2371503964607716e-102
Fp2,T5,231.9535940369092,3.662486525187932e-101
F3,T4,230.51707016568653,1.5274043888462593e-100
T3,FZ,229.56361926963007,3.9408665500896793e-100
F8,CZ,223.42523548150703,1.7619148427991158e-97
