Source,Target,F-stat,p-value
P3,T5,1811.9162098221937,0.0
T5,P3,1395.7457231509495,1.145329632056028e-302
T5,O1,1278.5116405213553,1.2167873979757168e-277
F4,FZ,1161.9417256823267,1.0232239987138786e-252
F3,Fp2,1152.2209847038873,0.0
T4,O2,1060.4067854976267,0.0
T6,P4,1051.3529437529924,4.9363849773702285e-229
P4,T5,1035.1622512934691,1.4583788978664063e-225
T4,O1,1016.576135797153,0.0
T5,P4,1002.9365033673997,1.185241453777993e-218
F4,Fp2,969.1140367228255,0.0
F4,Fp1,952.5748623262997,0.0
Fp1,O1,929.61456485627,0.0
T5,O2,926.6042758792603,2.8436566443398107e-202
T6,FZ,887.2607889707373,0.0
O1,T5,862.7291488638102,1.4950583928054636e-188
F4,F8,853.06798271589,0.0
T6,F7,845.6940749816347,0.0
T4,PZ,829.1368002974586,0.0
Fp1,O2,828.5866401734818,0.0
T6,CZ,815.7869427477625,0.0
F8,O1,809.9729678182134,0.0
T4,FZ,789.6771854854638,0.0
T6,F3,781.2629924039079,0.0
F8,O2,767.067314381965,0.0
O2,T5,749.3370631769046,3.662048454688626e-164
FZ,F4,746.7910892091029,1.2936040373545634e-163
Fp1,T6,741.4110797395789,1.50053e-319
T4,CZ,734.8633573368329,9.2163203e-317
T6,F4,710.1083075465048,3.241131462659528e-306
P4,T6,698.2264883527839,3.719296034814812e-153
Fp1,T5,686.6040655261916,3.391118048351371e-296
F3,Fp1,667.8878468023754,3.2609570240695532e-288
T4,F4,666.1085670792086,1.8726823224831349e-287
F7,O2,663.5129736914222,2.3984046722290646e-286
T4,C4,661.1434396595488,2.460337384697544e-285
C3,FZ,658.1278999029257,1.628513850964472e-144
T6,F8,657.9361879141676,5.749353398011547e-284
T6,Fp1,653.9343784159604,2.934040157522962e-282
T3,O1,652.5925095280086,1.0969178987134327e-281
T4,T5,631.7571098635775,8.615975833952587e-273
Fp2,O1,628.3568092337381,2.4402770339941416e-271
Fp2,O2,618.0642218423689,6.078467954552674e-267
FZ,Fp2,613.3924635523144,6.021079849735614e-265
T3,O2,604.3797117842618,4.2738730644160115e-261
T4,F7,594.7626790252118,5.5104970129390586e-257
T4,F3,581.8356156653314,1.8532425819967574e-251
Fp1,PZ,578.2660840537894,6.228116623057935e-250
C4,FZ,576.4698994815255,6.700727198608476e-127
T4,P4,568.7377943497363,7.406405603509445e-246
T6,C3,568.3897480502701,1.0434854650045627e-245
FZ,CZ,543.247751084231,5.980795598162407e-235
Fp2,Fp1,534.4628404278989,3.4475943574198387e-231
F4,PZ,529.848848278512,7.818966879662428e-117
F7,O1,526.64313002561,7.688024007936815e-228
T5,CZ,515.9971566277626,2.788677715696214e-223
T4,C3,514.9937529850655,7.502643264571175e-223
F3,O1,514.2508249523445,1.5612082116525644e-222
FZ,O1,508.0990741780594,6.743950633560336e-220
T6,C4,507.68455139820344,1.0151128773435262e-219
Fp2,T5,497.31892988976546,2.806994723350384e-215
T5,FZ,488.503346827966,1.6855043593898043e-211
F8,Fp2,478.09814472106797,4.871803035125759e-207
Fp1,P4,474.3863801110117,1.9024376368481784e-205
T4,F8,471.51482874133114,3.24154208662533e-204
Fp2,T6,464.2282109233296,4.3249321634711974e-201
O2,FZ,460.55966159560893,1.6204945726906117e-199
F7,T6,452.506032808024,4.622597889912802e-196
T4,Fp1,451.999779584347,7.622685645658026e-196
F3,O2,449.2847299332355,1.1146145460520771e-194
PZ,FZ,448.78362232057646,2.6115290384519136e-99
C4,F4,448.499421688193,3.0086691905727386e-99
F8,PZ,444.53129328118143,1.2218200947868833e-192
F8,CZ,441.63545426366665,2.1372212224750423e-191
FZ,C3,434.43318975358113,3.3238955292111037e-96
