segment_index,node_index,betweenness,subject_id,session_id
0,0,0.0,sub-NORB00085,ses-1
0,1,0.0,sub-NORB00085,ses-1
0,2,0.0,sub-NORB00085,ses-1
0,3,0.0,sub-NORB00085,ses-1
0,4,0.0,sub-NORB00085,ses-1
0,5,0.0,sub-NORB00085,ses-1
0,6,0.0196078431372549,sub-NORB00085,ses-1
0,7,0.0,sub-NORB00085,ses-1
0,8,0.0,sub-NORB00085,ses-1
0,9,0.0,sub-NORB00085,ses-1
0,10,0.006535947712418301,sub-NORB00085,ses-1
0,11,0.09803921568627451,sub-NORB00085,ses-1
0,12,0.032679738562091505,sub-NORB00085,ses-1
0,13,0.0,sub-NORB00085,ses-1
0,14,0.0,sub-NORB00085,ses-1
0,15,0.0,sub-NORB00085,ses-1
0,16,0.0,sub-NORB00085,ses-1
0,17,0.006535947712418301,sub-NORB00085,ses-1
0,18,0.06535947712418301,sub-NORB00085,ses-1
1,0,0.0196078431372549,sub-NORB00085,ses-1
1,1,0.0,sub-NORB00085,ses-1
1,2,0.006535947712418301,sub-NORB00085,ses-1
1,3,0.0,sub-NORB00085,ses-1
1,4,0.006535947712418301,sub-NORB00085,ses-1
1,5,0.11764705882352941,sub-NORB00085,ses-1
1,6,0.0196078431372549,sub-NORB00085,ses-1
1,7,0.0,sub-NORB00085,ses-1
1,8,0.006535947712418301,sub-NORB00085,ses-1
1,9,0.0,sub-NORB00085,ses-1
1,10,0.006535947712418301,sub-NORB00085,ses-1
1,11,0.032679738562091505,sub-NORB00085,ses-1
1,12,0.006535947712418301,sub-NORB00085,ses-1
1,13,0.0,sub-NORB00085,ses-1
1,14,0.0,sub-NORB00085,ses-1
1,15,0.0392156862745098,sub-NORB00085,ses-1
1,16,0.006535947712418301,sub-NORB00085,ses-1
1,17,0.006535947712418301,sub-NORB00085,ses-1
1,18,0.032679738562091505,sub-NORB00085,ses-1
2,0,0.006535947712418301,sub-NORB00085,ses-1
2,1,0.026143790849673203,sub-NORB00085,ses-1
2,2,0.0,sub-NORB00085,ses-1
2,3,0.0,sub-NORB00085,ses-1
2,4,0.006535947712418301,sub-NORB00085,ses-1
2,5,0.11111111111111112,sub-NORB00085,ses-1
2,6,0.058823529411764705,sub-NORB00085,ses-1
2,7,0.05228758169934641,sub-NORB00085,ses-1
2,8,0.0,sub-NORB00085,ses-1
2,9,0.013071895424836602,sub-NORB00085,ses-1
2,10,0.0,sub-NORB00085,ses-1
2,11,0.032679738562091505,sub-NORB00085,ses-1
2,12,0.0,sub-NORB00085,ses-1
2,13,0.006535947712418301,sub-NORB00085,ses-1
2,14,0.058823529411764705,sub-NORB00085,ses-1
2,15,0.026143790849673203,sub-NORB00085,ses-1
2,16,0.05228758169934641,sub-NORB00085,ses-1
2,17,0.08496732026143791,sub-NORB00085,ses-1
2,18,0.013071895424836602,sub-NORB00085,ses-1
3,0,0.0,sub-NORB00085,ses-1
3,1,0.0,sub-NORB00085,ses-1
3,2,0.0,sub-NORB00085,ses-1
3,3,0.0,sub-NORB00085,ses-1
3,4,0.0196078431372549,sub-NORB00085,ses-1
3,5,0.13725490196078433,sub-NORB00085,ses-1
3,6,0.013071895424836602,sub-NORB00085,ses-1
3,7,0.08496732026143791,sub-NORB00085,ses-1
3,8,0.0,sub-NORB00085,ses-1
3,9,0.0,sub-NORB00085,ses-1
3,10,0.026143790849673203,sub-NORB00085,ses-1
3,11,0.0,sub-NORB00085,ses-1
3,12,0.0,sub-NORB00085,ses-1
3,13,0.032679738562091505,sub-NORB00085,ses-1
3,14,0.006535947712418301,sub-NORB00085,ses-1
3,15,0.0,sub-NORB00085,ses-1
3,16,0.0,sub-NORB00085,ses-1
3,17,0.18300653594771243,sub-NORB00085,ses-1
3,18,0.032679738562091505,sub-NORB00085,ses-1
4,0,0.013071895424836602,sub-NORB00085,ses-1
4,1,0.0,sub-NORB00085,ses-1
4,2,0.0,sub-NORB00085,ses-1
4,3,0.0,sub-NORB00085,ses-1
4,4,0.06535947712418301,sub-NORB00085,ses-1
4,5,0.0196078431372549,sub-NORB00085,ses-1
4,6,0.0,sub-NORB00085,ses-1
4,7,0.0392156862745098,sub-NORB00085,ses-1
4,8,0.0,sub-NORB00085,ses-1
4,9,0.0,sub-NORB00085,ses-1
4,10,0.032679738562091505,sub-NORB00085,ses-1
4,11,0.0392156862745098,sub-NORB00085,ses-1
4,12,0.006535947712418301,sub-NORB00085,ses-1
4,13,0.0,sub-NORB00085,ses-1
4,14,0.0196078431372549,sub-NORB00085,ses-1
4,15,0.013071895424836602,sub-NORB00085,ses-1
4,16,0.18300653594771243,sub-NORB00085,ses-1
4,17,0.32026143790849676,sub-NORB00085,ses-1
4,18,0.0196078431372549,sub-NORB00085,ses-1
5,0,0.0,sub-NORB00085,ses-1
5,1,0.0,sub-NORB00085,ses-1
5,2,0.0,sub-NORB00085,ses-1
5,3,0.0392156862745098,sub-NORB00085,ses-1
5,4,0.04575163398692811,sub-NORB00085,ses-1
5,5,0.04575163398692811,sub-NORB00085,ses-1
5,6,0.0196078431372549,sub-NORB00085,ses-1
5,7,0.0196078431372549,sub-NORB00085,ses-1
5,8,0.006535947712418301,sub-NORB00085,ses-1
5,9,0.013071895424836602,sub-NORB00085,ses-1
5,10,0.0,sub-NORB00085,ses-1
5,11,0.08496732026143791,sub-NORB00085,ses-1
5,12,0.0,sub-NORB00085,ses-1
5,13,0.026143790849673203,sub-NORB00085,ses-1
5,14,0.006535947712418301,sub-NORB00085,ses-1
5,15,0.006535947712418301,sub-NORB00085,ses-1
5,16,0.13071895424836602,sub-NORB00085,ses-1
5,17,0.19607843137254902,sub-NORB00085,ses-1
5,18,0.05228758169934641,sub-NORB00085,ses-1
6,0,0.0,sub-NORB00085,ses-1
6,1,0.006535947712418301,sub-NORB00085,ses-1
6,2,0.006535947712418301,sub-NORB00085,ses-1
6,3,0.0,sub-NORB00085,ses-1
6,4,0.058823529411764705,sub-NORB00085,ses-1
6,5,0.026143790849673203,sub-NORB00085,ses-1
6,6,0.05228758169934641,sub-NORB00085,ses-1
6,7,0.0196078431372549,sub-NORB00085,ses-1
6,8,0.013071895424836602,sub-NORB00085,ses-1
6,9,0.0,sub-NORB00085,ses-1
6,10,0.0,sub-NORB00085,ses-1
6,11,0.07189542483660132,sub-NORB00085,ses-1
6,12,0.0,sub-NORB00085,ses-1
6,13,0.0,sub-NORB00085,ses-1
6,14,0.032679738562091505,sub-NORB00085,ses-1
6,15,0.006535947712418301,sub-NORB00085,ses-1
6,16,0.0196078431372549,sub-NORB00085,ses-1
6,17,0.24836601307189543,sub-NORB00085,ses-1
6,18,0.17647058823529413,sub-NORB00085,ses-1
7,0,0.0196078431372549,sub-NORB00085,ses-1
7,1,0.0,sub-NORB00085,ses-1
7,2,0.0,sub-NORB00085,ses-1
7,3,0.0,sub-NORB00085,ses-1
7,4,0.0,sub-NORB00085,ses-1
7,5,0.026143790849673203,sub-NORB00085,ses-1
7,6,0.026143790849673203,sub-NORB00085,ses-1
7,7,0.032679738562091505,sub-NORB00085,ses-1
7,8,0.006535947712418301,sub-NORB00085,ses-1
7,9,0.013071895424836602,sub-NORB00085,ses-1
7,10,0.058823529411764705,sub-NORB00085,ses-1
7,11,0.08496732026143791,sub-NORB00085,ses-1
7,12,0.013071895424836602,sub-NORB00085,ses-1
7,13,0.013071895424836602,sub-NORB00085,ses-1
7,14,0.09803921568627451,sub-NORB00085,ses-1
7,15,0.032679738562091505,sub-NORB00085,ses-1
