Source,Target,F-stat,p-value
CZ,FZ,3744.470981716127,0.0
FZ,F4,2751.542856400976,0.0
F3,F4,2642.3414920771693,0.0
C3,F4,2620.214484893245,0.0
C3,Fp2,2466.677990456031,0.0
C4,F4,2425.4350197414237,0.0
C3,Fp1,2372.480307652088,0.0
FZ,Fp2,2332.1317419248353,0.0
CZ,F7,2326.2654121252217,0.0
F3,Fp1,2317.5055226206,0.0
F8,Fp2,2261.3178217363384,0.0
FZ,Fp1,2256.725697070274,0.0
C3,FZ,2193.475541140638,0.0
C4,FZ,2181.512462717654,0.0
F4,Fp2,2087.127712098639,0.0
FZ,CZ,2003.851357408321,0.0
C4,Fp2,1970.2587990279605,0.0
C4,Fp1,1958.3730016435545,0.0
F3,Fp2,1919.88061347417,0.0
FZ,F7,1918.142290105423,0.0
F8,Fp1,1916.523417572215,0.0
F3,F7,1916.4147830461504,0.0
PZ,F4,1868.0610554638395,0.0
C3,F7,1862.648165327607,0.0
F4,Fp1,1852.8419223198475,0.0
F7,F4,1801.3319228622577,0.0
CZ,Fp2,1794.4601693239463,0.0
CZ,Fp1,1792.0515383625677,0.0
F8,F7,1789.3563124307816,0.0
F7,Fp1,1787.071991665325,0.0
Fp1,Fp2,1748.4367745720426,0.0
F7,Fp2,1729.7328076426788,0.0
PZ,Fp2,1709.1458205996664,0.0
PZ,FZ,1632.9939082572157,0.0
PZ,Fp1,1617.920873274141,0.0
C4,F7,1594.5363563814612,0.0
C3,F8,1520.237240825989,0.0
CZ,F4,1516.8256232259305,0.0
C4,F3,1475.9899256267497,0.0
F3,F8,1462.1776936532,0.0
CZ,F8,1401.0413565242766,0.0
F7,F8,1358.4543450994236,0.0
P4,FZ,1317.990965384304,0.0
F4,F7,1282.7596328951595,0.0
P4,F4,1241.1626265855402,0.0
PZ,F7,1238.7846769218893,0.0
Fp1,F4,1231.571503253462,0.0
P3,F4,1194.0378446099357,0.0
C3,F3,1092.995750406422,0.0
CZ,F3,1059.0053825484972,0.0
Fp1,F7,1055.7946625671252,6.36615237281463e-231
