window,start_time,end_time,total_connections,mean_strength,max_strength
0,0.0,2.0,342,3.199828165532271,20.935497218552584
1,1.4,3.4,342,8.855537351923228,127.564037970561
2,2.8,4.8,342,8.858582216026003,78.47777322603328
3,4.2,6.2,342,7.686643004113418,82.97162791904091
4,5.6,7.6,342,5.6416745756644175,147.06247891842813
5,7.0,9.0,342,9.945099717992706,227.6186092065964
6,8.4,10.4,342,8.13941089829222,144.65551055345102
7,9.8,11.8,342,7.595235811942452,112.00999174166633
8,11.2,13.2,342,4.207446464176945,45.073628208586705
9,12.6,14.6,342,4.221583886007241,101.43346545544749
10,14.0,16.0,342,6.7791452776638454,110.28125781413657
11,15.4,17.4,342,4.415204296735428,139.27747589164477
12,16.8,18.8,342,4.693920533178229,144.78629860729106
13,18.2,20.2,342,3.9970821004603927,31.411251127400007
14,19.6,21.6,342,4.334522246709604,46.083229913261164
15,21.0,23.0,342,4.326337462748661,96.61992835697497
16,22.4,24.4,342,5.769197735990241,172.51989583669155
17,23.8,25.8,342,4.815091865727027,102.2135348580641
18,25.2,27.2,342,4.3642942387185775,150.424649561214
19,26.6,28.6,342,4.594581368146091,25.413458714024728
20,28.0,30.0,342,7.4175308525577,103.03517772950966
21,29.4,31.4,342,11.385263701986123,104.38311340222072
22,30.8,32.8,342,7.229277840328025,122.92961340866599
23,32.2,34.2,342,6.095499075620682,91.52766651018561
24,33.6,35.6,342,7.049025901630396,83.59677066560721
25,35.0,37.0,342,3.7352948633632166,20.194985841009697
26,36.4,38.4,342,3.4030687732463054,18.96266770100573
27,37.8,39.8,342,4.432047058255554,90.12419898163502
28,39.2,41.2,342,8.174756113671759,77.56591495427436
29,40.6,42.6,342,6.745743313427866,61.84951388692835
30,42.0,44.0,342,4.845665706538327,63.62653324836266
31,43.4,45.4,342,5.306558143530326,71.67809745145058
32,44.8,46.8,342,7.513427512666998,30.866811561629948
33,46.2,48.2,342,7.330578938034688,83.92520733850932
34,47.6,49.6,342,4.232227648903027,85.6219547069999
35,49.0,51.0,342,5.254011225266538,113.33824636300376
36,50.4,52.4,342,6.227140714338656,100.27785949396258
37,51.8,53.8,342,5.225177235421285,72.88253174155385
38,53.2,55.2,342,6.180226464707105,156.07836361842766
39,54.6,56.6,342,4.015149153533684,126.07115594480412
40,56.0,58.0,342,3.3673135487551877,23.167952875126552
41,57.4,59.4,342,6.393894034159362,64.25690089928392
42,58.8,60.8,342,5.089228793757503,150.35312020071385
43,60.2,62.2,342,4.481175698095902,48.370742605879
44,61.6,63.6,342,6.507403893754051,97.77630360857836
45,63.0,65.0,342,6.978061613230572,117.54936163580393
46,64.4,66.4,342,8.044700183816639,70.15761288321627
47,65.8,67.8,342,4.483860950423305,64.92815026812735
48,67.2,69.2,342,4.348348707480149,30.807591528153402
49,68.6,70.6,342,5.040042862674482,123.19910228435175
50,70.0,72.0,342,2.718086239895733,57.0442866394119
51,71.4,73.4,342,3.073494203829527,15.70193533821806
52,72.8,74.8,342,4.80684831007551,33.137323693252654
53,74.2,76.2,342,5.4236865802709735,112.86939910116197
54,75.6,77.6,342,6.1364400324856865,113.65330746433038
55,77.0,79.0,342,5.594886644988855,38.251417973424786
56,78.4,80.4,342,6.7522558119411125,89.85858653180813
57,79.8,81.8,342,5.014919151031911,126.47847853845636
58,81.2,83.2,342,4.327337397124856,103.3969205057724
59,82.6,84.6,342,4.543978720441829,95.39409063846394
60,84.0,86.0,342,4.274762573384124,100.64595990204839
61,85.4,87.4,342,6.685284310971201,171.09396251642818
62,86.8,88.8,342,3.9716168417051447,28.826821194507996
63,88.2,90.2,342,3.2210446419226444,47.38105208224339
64,89.6,91.6,342,10.745970402933267,77.36339910658319
65,91.0,93.0,342,3.840932720417041,31.545760247547584
66,92.4,94.4,342,3.744422620027027,30.246182438669074
67,93.8,95.8,342,3.043145550041963,24.61431593409848
68,95.2,97.2,342,4.486476463013003,55.87903617663204
69,96.6,98.6,342,7.216483035527606,127.46944782961178
70,98.0,100.0,342,6.811402658801768,174.3411075528522
71,99.4,101.4,342,3.668884478453907,62.87426800340302
72,100.8,102.8,342,4.154385727158194,63.86562222970299
73,102.2,104.2,342,5.611179228065395,70.88028906048272
74,103.6,105.6,342,4.248226024352147,60.088599486259206
75,105.0,107.0,342,3.1380302031755742,25.842215154967516
76,106.4,108.4,342,4.210016890234496,69.56637909373144
77,107.8,109.8,342,5.678494217652065,69.17571488460386
78,109.2,111.2,342,7.65702143068032,73.33950462997463
79,110.6,112.6,342,5.761961397641041,71.87565315167858
80,112.0,114.0,342,5.5125634110733035,156.90470182719324
81,113.4,115.4,342,5.5881029964882485,73.45756740777854
82,114.8,116.8,342,4.495533817269603,57.104452394918944
83,116.2,118.2,342,6.184861288240831,67.35082486955342
84,117.6,119.6,342,12.873184113463862,59.335931626268874
85,119.0,121.0,342,9.172075057374997,63.89280868906056
86,120.4,122.4,342,9.798030513060018,51.32256723400752
87,121.8,123.8,342,14.790829093256717,58.0721502023293
88,123.2,125.2,342,11.044696410660945,33.968330851089775
89,124.6,126.6,342,4.900295764949116,25.16187621220112
90,126.0,128.0,342,8.259595573784575,102.97868690127214
91,127.4,129.4,342,10.724195161165943,113.3098408842035
92,128.8,130.8,342,13.152726481178536,42.946965813178224
93,130.2,132.2,342,17.01638894450273,92.99177372779847
94,131.6,133.6,342,11.080190754608351,130.92306120448725
95,133.0,135.0,342,10.729634315284896,152.9129272583528
96,134.4,136.4,342,3.2636357465653583,29.01740342831657
97,135.8,137.8,342,4.03675295440921,47.92396199826349
98,137.2,139.2,342,4.736216307055905,24.148388219136322
99,138.6,140.6,342,4.404270949738065,37.09538816815413
100,140.0,142.0,342,4.259844005643341,38.08111470965156
101,141.4,143.4,342,4.034480214063787,43.65506584458916
102,142.8,144.8,342,27.290968669542437,161.12516033107673
103,144.2,146.2,342,21.335855052669036,92.18412891837355
104,145.6,147.6,342,4.086036353630601,32.13760185554612
105,147.0,149.0,342,7.739919068199606,94.70063504431091
106,148.4,150.4,342,9.126877814094469,65.79669106421213
107,149.8,151.8,342,24.66259021488631,180.81787604951703
108,151.2,153.2,342,20.623950961361782,230.25381002686882
109,152.6,154.6,342,9.49811341155684,81.55880423803085
110,154.0,156.0,342,13.931506434805396,72.6767977630439
111,155.4,157.4,342,5.713367269022239,23.66257631902169
112,156.8,158.8,342,4.177222026615338,74.1728087217143
113,158.2,160.2,342,4.054034844064778,78.46279510904368
114,159.6,161.6,342,4.19211224581,60.84132905219415
115,161.0,163.0,342,3.4239571040601837,75.45539134147288
116,162.4,164.4,342,9.821082111514864,102.6605838639148
117,163.8,165.8,342,5.191005305477121,84.42549220877103
118,165.2,167.2,342,4.994895939628296,65.8184408032253
119,166.6,168.6,342,5.419344095685733,92.33542454284554
120,168.0,170.0,342,4.526992761991029,109.7943647250506
121,169.4,171.4,342,5.678424762091584,110.97813746498939
122,170.8,172.8,342,4.864171053214413,45.14446152239459
123,172.2,174.2,342,5.1480323433338615,33.682710101931605
124,173.6,175.6,342,4.385292143927825,112.08716100637473
