window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,260,10.736082848033286,68.30553112563778
1,7.0,229,10.437635595962403,78.95469187020123
2,14.0,179,6.007704485931123,42.50566284063704
3,21.0,243,7.293036659965376,51.43939006550917
4,28.0,202,5.591199635072463,27.519411800690342
5,35.0,320,12.494020438578861,86.63204689495721
6,42.0,205,13.97885232708532,197.53026235805754
7,49.0,201,11.36881783036947,217.4240322143732
8,56.0,190,8.914381739480444,118.40757458077528
9,63.0,233,6.4441320741614625,103.77473588593325
10,70.0,196,5.695309736070352,38.569933485892136
11,77.0,238,9.955015967298626,66.13033707987175
12,84.0,229,6.348236570325322,43.4183448635241
13,91.0,227,8.9479256531779,49.904764514375124
14,98.0,194,5.08318037359738,49.95807203762712
15,105.0,175,5.222947575383066,57.34924951845036
16,112.0,192,6.086924401788642,43.51876929010341
17,119.0,242,8.891174803130168,63.10241318919996
18,126.0,228,8.727151500542702,66.57215760896551
19,133.0,220,7.838576959203503,86.16190653981513
20,140.0,273,10.347707314908867,81.90885289254571
21,147.0,265,10.689994082899176,72.86653972475577
22,154.0,254,11.944872575623686,77.51008302429457
23,161.0,243,7.9116171304288505,66.7365273647992
24,168.0,197,7.74078446074568,56.90094837547292
25,175.0,246,11.855881961956243,145.44446167812416
26,182.0,268,10.04530465116583,71.95199576171693
27,189.0,218,7.266872773993737,96.5141045841062
28,196.0,228,7.455717094771601,144.09651535934006
29,203.0,226,8.56889336575005,124.00938172077367
30,210.0,219,7.211698405671699,106.24481977738903
31,217.0,163,4.832627505697956,108.3793840823751
32,224.0,208,6.8403298271572694,69.98672287470673
33,231.0,267,11.440970384104931,75.2628305124474
34,238.0,241,10.367970724361536,99.99586968386684
35,245.0,206,6.783377739737074,52.08231354369775
36,252.0,166,4.5487252383327474,49.31524227822651
37,259.0,225,9.138169094699249,109.44309894518068
38,266.0,216,8.61034152660291,71.4788033230017
39,273.0,221,8.205357011963862,87.37723271674841
40,280.0,280,11.428524025298428,103.81000351431808
41,287.0,264,13.150950034996571,78.36947436374949
42,294.0,280,19.6434900433137,92.77900043453145
43,301.0,246,11.478856471048518,65.27640355541104
44,308.0,247,13.152052185247614,73.70755228925832
45,315.0,162,5.061820709463752,50.77039833164947
46,322.0,194,6.21437726274079,66.74123435375445
47,329.0,206,6.170156958286022,44.658121004224455
48,336.0,228,7.472896564609519,42.85640732135315
49,343.0,240,8.067481404375995,64.43050485642951
50,350.0,189,6.716522123520826,45.96715325925175
