,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,25+,26+,27+
Fp1,1.0,0.9066201130401229,0.9357868092373981,0.8358424744316897,0.5855145986666559,0.5859054754368995,0.25253776871772643,0.316766497850136,0.09065235494489039,0.025523580085804784,0.8654636794619383,0.7777024949860323,0.4012151050128465,0.39013312843866743,0.038454002922557,0.0695043480551206,0.8998763673450242,0.5613873514388099,0.3264107216971409,-0.014010281427315268,0.0051208355803175525,-0.024635696587181625
Fp2,0.9066201130401229,1.0,0.8365035613678423,0.9238040885517453,0.5158550754850084,0.5997032483796836,0.23262781769614876,0.33018367050140734,0.08569618668297917,0.029925590717577104,0.7234960228037436,0.8705361944039492,0.294345703116474,0.42734115033241843,0.02486228532807045,0.08928848906325793,0.9345711823290719,0.5341651532572188,0.32390741629402736,0.0035839949253476575,-0.002617877800208851,-0.030277615477153075
F3,0.9357868092373981,0.8365035613678423,1.0,0.8368533225888697,0.6935565320681242,0.654304310102298,0.3200033508091516,0.3804275802332419,0.13698921106958306,0.06936947225804616,0.8758225529733922,0.7452990462145498,0.4527910167413155,0.40946834109086505,0.0859224065281242,0.11040030132827175,0.8978570158117033,0.639916424254045,0.3947671564930376,-0.013794477441886657,-0.0014180296235305318,-0.022858903010784977
F4,0.8358424744316897,0.9238040885517453,0.8368533225888697,1.0,0.5726117413495396,0.7218848393246915,0.29133851025073815,0.4084461294188854,0.13911322288478448,0.07655108649093306,0.6893172449621141,0.9224103597546202,0.2973195748566824,0.4843694096692748,0.06120281183053555,0.13767636139663245,0.9106920432202487,0.6230558300695407,0.39702799233573477,0.014630720817989606,-0.0035340377193097956,-0.02824044448186953
C3,0.5855145986666559,0.5158550754850084,0.6935565320681242,0.5726117413495396,1.0,0.6865978617536691,0.6792235618257311,0.5743968957656629,0.3393528123034898,0.2722778961407214,0.6292149703723708,0.5143676038896677,0.6405189601778897,0.4300841882281159,0.403037341559474,0.28910283422629923,0.5807982511358177,0.7238972715919869,0.6402597455521527,-0.0012208129393624096,-0.0026308518668009075,-0.021620763897414776
C4,0.5859054754368995,0.5997032483796836,0.654304310102298,0.7218848393246915,0.6865978617536691,1.0,0.4919721513420743,0.7827367336374356,0.308013645568404,0.3101214780363197,0.542798312905526,0.6886867398076314,0.37371113651995896,0.6782342651688428,0.21549008243488618,0.4507550830222242,0.6242627879624458,0.7424598189521069,0.6627714940710017,0.024685501379141238,-0.00010474483462243747,-0.03338868000799252
P3,0.25253776871772643,0.23262781769614876,0.3200033508091516,0.29133851025073815,0.6792235618257311,0.4919721513420743,1.0,0.6721623558307581,0.5861162507759252,0.5134618185546782,0.27477393317987286,0.25551939400627066,0.445560566094409,0.28336453419299523,0.7064362808259209,0.4341890209883366,0.26682711824858024,0.5135220799457183,0.8353134184903452,0.008848095066940379,-0.006754065918629259,-0.02005452803534229
P4,0.316766497850136,0.33018367050140734,0.3804275802332419,0.4084461294188854,0.5743968957656629,0.7827367336374356,0.6721623558307581,1.0,0.4745138501586377,0.6112291084101649,0.2902112033726551,0.39496050325741316,0.2917417226509597,0.5646740394521584,0.3866284190358446,0.7084224713760154,0.34991619064245366,0.5642662191493876,0.8473512862758079,0.030211216766103582,-0.0032935308569792474,-0.02189132765096576
O1,0.09065235494489039,0.08569618668297917,0.13698921106958306,0.13911322288478448,0.3393528123034898,0.308013645568404,0.5861162507759252,0.4745138501586377,1.0,0.7561728038133738,0.08137646680619201,0.12708739302370892,0.15287855621518315,0.14947950083135444,0.5495195993176073,0.42432021434133305,0.10622746458854614,0.3044956875800957,0.5870625170503477,0.017502460694503067,-0.001107747831339037,-0.029748195534809757
O2,0.025523580085804784,0.029925590717577104,0.06936947225804616,0.07655108649093306,0.2722778961407214,0.3101214780363197,0.5134618185546782,0.6112291084101649,0.7561728038133738,1.0,0.012422534052329064,0.07480142346414934,0.08529206033891228,0.2282172557100301,0.44776093313437143,0.6932812112101463,0.04561828583810121,0.23938964330476198,0.5893791191915121,0.026071569985773528,-0.0020095303661343852,-0.01970786140547545
