segment_index,node_index,betweenness,subject_id,session_id
0,0,0.0,sub-NORB00074,ses-1
0,1,0.0,sub-NORB00074,ses-1
0,2,0.0,sub-NORB00074,ses-1
0,3,0.0,sub-NORB00074,ses-1
0,4,0.05228758169934641,sub-NORB00074,ses-1
0,5,0.08496732026143791,sub-NORB00074,ses-1
0,6,0.13071895424836602,sub-NORB00074,ses-1
0,7,0.0,sub-NORB00074,ses-1
0,8,0.09150326797385622,sub-NORB00074,ses-1
0,9,0.0,sub-NORB00074,ses-1
0,10,0.0,sub-NORB00074,ses-1
0,11,0.026143790849673203,sub-NORB00074,ses-1
0,12,0.032679738562091505,sub-NORB00074,ses-1
0,13,0.0,sub-NORB00074,ses-1
0,14,0.013071895424836602,sub-NORB00074,ses-1
0,15,0.0196078431372549,sub-NORB00074,ses-1
0,16,0.0,sub-NORB00074,ses-1
0,17,0.032679738562091505,sub-NORB00074,ses-1
0,18,0.05228758169934641,sub-NORB00074,ses-1
