Source,Target,F-stat,p-value
C4,F4,1449.5891582301874,0.0
CZ,F4,1012.9114447639033,0.0
F8,C4,983.1644260661471,0.0
C4,F8,887.4512111402622,0.0
C3,FZ,877.4963046643662,0.0
Fp2,FZ,828.2000086809426,0.0
C4,T4,827.1837004988038,0.0
Fp2,C3,812.3048831582812,0.0
F3,FZ,789.4223412351784,0.0
CZ,FZ,785.2214380804903,0.0
F4,FZ,773.0085129066827,0.0
C4,Fp2,768.210768208357,0.0
C4,FZ,722.1635730862602,2.366224258422e-311
Fp2,F3,720.265838128894,1.5224935759087e-310
C3,F4,697.5382273971899,7.3864420460432805e-301
T6,C3,696.4719747822003,2.103707493656157e-300
T6,F3,688.9527449736906,3.37942282630712e-297
F3,F4,683.262392468973,9.02345172727304e-295
C3,Fp2,668.6542470375252,1.5359461777026542e-288
F4,C4,665.5758013687976,3.1606204797061616e-287
FZ,Fp2,656.7733280610432,1.8024888449246507e-283
F3,Fp2,650.2982609184569,1.0456919820291662e-280
F4,F3,644.2131057849691,4.139550314628491e-278
F4,C3,626.4724716387256,1.5567605676169833e-270
C3,Fp1,613.5120424059254,6.807239499424723e-135
CZ,Fp2,610.6772263518737,8.705588422901277e-264
C3,F3,573.9268165340781,2.3716902374335062e-126
Fp2,C4,570.867711843925,9.089757068941658e-247
PZ,F4,565.7980092581664,1.3401750168499525e-244
T6,FZ,564.4343910973535,5.134648239962763e-244
T4,F3,554.5960486356562,8.316294518390718e-240
P3,FZ,547.7713083536488,6.927842208695726e-237
PZ,FZ,540.4692078800297,9.249935440112293e-234
T4,C3,537.0392612444479,2.719431762938189e-232
T6,F4,534.0601606488843,5.1276865798528237e-231
T6,F7,531.7400152696569,5.050284278757465e-230
Fp1,C4,519.523330055037,8.61042240074099e-225
O2,F4,512.8475527094317,6.231530610879728e-222
O1,O2,509.85611436167574,1.6317491661670309e-112
FZ,F4,508.4784155938422,4.6386264131449235e-220
P3,F4,508.22976450979587,5.928178193384871e-220
