source,target,consistency
FZ,F3,0.9780701754385965
F3,F4,0.8903508771929824
FZ,F4,0.8771929824561403
F3,FZ,0.8596491228070176
FZ,Fp1,0.8421052631578947
F3,Fp2,0.8377192982456141
F3,Fp1,0.8377192982456141
FZ,Fp2,0.8026315789473685
C4,F4,0.793859649122807
Fp2,F4,0.7763157894736842
F8,F4,0.7763157894736842
FZ,F8,0.7719298245614035
Fp2,F8,0.7675438596491229
Fp2,Fp1,0.7631578947368421
F4,Fp2,0.7412280701754386
Fp1,F4,0.7368421052631579
F3,F8,0.7280701754385965
C3,C4,0.7192982456140351
C4,C3,0.7149122807017544
F4,F8,0.7149122807017544
Fp2,F3,0.7105263157894737
CZ,F4,0.706140350877193
P4,C4,0.6929824561403509
Fp1,F7,0.6885964912280702
T4,F8,0.6885964912280702
T4,F4,0.6842105263157895
F7,Fp1,0.6842105263157895
F8,Fp2,0.6798245614035088
F4,F3,0.6798245614035088
T6,T4,0.6798245614035088
F7,F4,0.6710526315789473
C3,F4,0.6710526315789473
F4,Fp1,0.6622807017543859
PZ,CZ,0.6622807017543859
FZ,F7,0.6578947368421053
Fp1,Fp2,0.6578947368421053
F8,Fp1,0.6535087719298246
F8,FZ,0.6491228070175439
C4,F8,0.6447368421052632
P3,C3,0.6403508771929824
F3,F7,0.6359649122807017
Fp1,F8,0.631578947368421
T4,C4,0.631578947368421
Fp2,F7,0.6271929824561403
F4,C4,0.6271929824561403
T5,T3,0.6271929824561403
P3,C4,0.6228070175438597
T4,Fp1,0.6228070175438597
Fp2,C4,0.6228070175438597
T4,F3,0.618421052631579
PZ,C3,0.618421052631579
P3,T3,0.618421052631579
P4,T4,0.6096491228070176
T4,T3,0.6096491228070176
CZ,C3,0.6096491228070176
F3,C4,0.6052631578947368
F8,C4,0.6052631578947368
T6,C4,0.6052631578947368
C4,P4,0.6052631578947368
PZ,C4,0.6008771929824561
FZ,C3,0.6008771929824561
C3,F7,0.5964912280701754
F7,Fp2,0.5964912280701754
T4,FZ,0.5964912280701754
F8,T4,0.5921052631578947
C3,FZ,0.5877192982456141
T6,FZ,0.5877192982456141
P3,CZ,0.5877192982456141
Fp2,FZ,0.5877192982456141
T4,C3,0.5833333333333334
FZ,C4,0.5789473684210527
T5,F8,0.5789473684210527
PZ,P3,0.5789473684210527
T3,T4,0.5789473684210527
Fp2,C3,0.5745614035087719
F4,FZ,0.5745614035087719
T4,Fp2,0.5745614035087719
F4,T4,0.5701754385964912
T5,Fp2,0.5701754385964912
CZ,PZ,0.5701754385964912
PZ,O1,0.5657894736842105
CZ,C4,0.5657894736842105
T5,T4,0.5657894736842105
T3,T5,0.5657894736842105
T3,C3,0.5657894736842105
F7,FZ,0.5657894736842105
F8,T5,0.5657894736842105
Fp1,C3,0.5657894736842105
Fp2,T5,0.5657894736842105
Fp1,F3,0.5657894736842105
O1,T5,0.5614035087719298
T5,PZ,0.5614035087719298
T5,C4,0.5614035087719298
T3,F7,0.5614035087719298
C4,PZ,0.5614035087719298
P4,C3,0.5614035087719298
C4,P3,0.5570175438596491
Fp1,CZ,0.5570175438596491
T4,F7,0.5570175438596491
Fp1,FZ,0.5570175438596491
F4,C3,0.5570175438596491
C4,CZ,0.5570175438596491
T4,T6,0.5570175438596491
T5,O1,0.5526315789473685
Fp2,PZ,0.5526315789473685
Fp2,CZ,0.5526315789473685
Fp1,C4,0.5526315789473685
T5,CZ,0.5526315789473685
T4,T5,0.5526315789473685
F8,F7,0.5526315789473685
F8,C3,0.5526315789473685
F3,C3,0.5526315789473685
T5,F4,0.5482456140350878
T3,P3,0.5482456140350878
F4,F7,0.5482456140350878
T5,C3,0.5482456140350878
C3,F8,0.5482456140350878
F3,CZ,0.5482456140350878
P4,CZ,0.5482456140350878
O1,O2,0.543859649122807
T3,C4,0.543859649122807
T6,T5,0.5394736842105263
F7,F8,0.5394736842105263
F8,O1,0.5394736842105263
FZ,CZ,0.5394736842105263
P4,P3,0.5350877192982456
F8,PZ,0.5350877192982456
CZ,P3,0.5350877192982456
C4,T4,0.5307017543859649
C3,Fp1,0.5307017543859649
T4,PZ,0.5307017543859649
C4,FZ,0.5307017543859649
O1,CZ,0.5307017543859649
F8,P3,0.5307017543859649
T5,Fp1,0.5307017543859649
C4,F3,0.5263157894736842
CZ,F8,0.5263157894736842
F7,F3,0.5263157894736842
FZ,T4,0.5219298245614035
FZ,PZ,0.5219298245614035
T6,F4,0.5219298245614035
F7,O1,0.5219298245614035
P3,P4,0.5219298245614035
F7,C3,0.5219298245614035
O2,PZ,0.5219298245614035
C3,T4,0.5219298245614035
T5,FZ,0.5219298245614035
T4,P4,0.5175438596491229
F7,T4,0.5175438596491229
T3,FZ,0.5175438596491229
Fp2,T4,0.5175438596491229
PZ,P4,0.5175438596491229
O2,C4,0.5131578947368421
T4,O2,0.5131578947368421
PZ,T4,0.5131578947368421
F3,T4,0.5131578947368421
Fp2,O1,0.5131578947368421
Fp2,P4,0.5131578947368421
F4,T5,0.5131578947368421
C3,F3,0.5131578947368421
T5,F3,0.5131578947368421
T5,P4,0.5131578947368421
O2,T3,0.5131578947368421
CZ,P4,0.5131578947368421
T6,T3,0.5131578947368421
F7,T5,0.5131578947368421
F7,C4,0.5131578947368421
P4,T5,0.5087719298245614
Fp1,T4,0.5087719298245614
Fp1,T5,0.5087719298245614
Fp1,PZ,0.5087719298245614
P4,T3,0.5087719298245614
P3,T4,0.5087719298245614
F8,CZ,0.5087719298245614
F8,T3,0.5087719298245614
C3,P3,0.5087719298245614
