window,start_time,end_time,total_connections,mean_strength,max_strength
0,0.0,4.0,342,5.1241199529041594,34.40760113183144
1,2.8,6.8,342,5.39177749533243,30.40598008025095
2,5.6,9.6,342,3.231172769950376,19.906897260761184
3,8.4,12.4,342,2.6711031598342125,20.78330601925484
4,11.2,15.2,342,4.6479607795591225,19.34608583199142
5,14.0,18.0,342,5.478270370070676,19.89174314959453
6,16.8,20.8,342,3.732005261348389,22.51390926496195
7,19.6,23.6,342,7.236505163870224,33.71030277499681
8,22.4,26.4,342,4.1552334367224555,19.53912383408508
9,25.2,29.2,342,4.455000110795062,25.467601257377385
10,28.0,32.0,342,3.3732324819458195,31.91669900637829
11,30.8,34.8,342,3.3532516178894074,25.401652401693124
12,33.6,37.6,342,11.603407717769798,84.08978480625608
13,36.4,40.4,342,11.468541253503767,74.1429711834216
14,39.2,43.2,342,5.984694346928546,37.16980708259221
15,42.0,46.0,342,8.045969693371363,55.918479378851245
16,44.8,48.8,342,5.937961044565134,35.65764342794099
17,47.6,51.6,342,5.311848658446191,21.73413681411557
18,50.4,54.4,342,7.980740789769503,55.669380164915154
19,53.2,57.2,342,10.618906555577007,71.09373461454902
20,56.0,60.0,342,5.962414342938562,38.03938537090731
21,58.8,62.8,342,4.179582983047892,15.1620690617722
22,61.6,65.6,342,3.328958055845835,12.749857050123778
23,64.4,68.4,342,4.857887485461435,26.76698145400148
24,67.2,71.2,342,5.840360377989804,38.039130257837144
25,70.0,74.0,342,3.645840113400055,11.84505140094417
26,72.8,76.8,342,4.469354184317557,22.968553096394082
27,75.6,79.6,342,5.903539765631531,29.250632054141388
28,78.4,82.4,342,4.641208851749332,33.91163863680858
29,81.2,85.2,342,6.522902041538242,53.97807042365593
30,84.0,88.0,342,4.257414246147744,39.00969999712475
31,86.8,90.8,342,6.335543470247319,55.993509035422335
32,89.6,93.6,342,4.692470557208381,44.2337456521386
33,92.4,96.4,342,3.0685730445674784,19.807405977682386
34,95.2,99.2,342,12.334895582663858,65.59026240801231
35,98.0,102.0,342,8.84796389930721,77.1239950816239
36,100.8,104.8,342,4.118473602351929,30.999882475407382
37,103.6,107.6,342,9.803272680917004,53.489462474339064
38,106.4,110.4,342,4.333826178818781,27.4528788980958
39,109.2,113.2,342,6.523196011655423,43.0377226692498
40,112.0,116.0,342,9.533244261810843,66.93969445289778
41,114.8,118.8,342,12.473918143616093,69.32190391471315
42,117.6,121.6,342,4.967261896850441,25.151723843770352
43,120.4,124.4,342,6.207678263026925,26.948809560159038
44,123.2,127.2,342,5.116701085833279,17.84025921455437
45,126.0,130.0,342,3.7932434288899795,21.556738809589866
46,128.8,132.8,342,10.434054087058763,55.817629925271156
47,131.6,135.6,342,3.7679421224935967,31.871985186091905
48,134.4,138.4,342,5.487596099659859,28.804411595215168
49,137.2,141.2,342,8.479017437125263,49.35543322906417
50,140.0,144.0,342,6.100843463158734,29.7008421990541
51,142.8,146.8,342,7.932463439870092,60.191132418444084
52,145.6,149.6,342,9.387829210462712,43.891074010939825
53,148.4,152.4,342,4.76992826927138,21.75518985646625
54,151.2,155.2,342,3.665411055187903,17.92807623353101
55,154.0,158.0,342,6.919143716979831,47.79026857136848
56,156.8,160.8,342,8.983921177856693,34.46256862570665
57,159.6,163.6,342,4.895113229576927,41.05034315589045
58,162.4,166.4,342,5.407218161062272,35.441445585524214
59,165.2,169.2,342,6.684672570975157,53.21078519250064
60,168.0,172.0,342,5.929348306515808,34.347035480491066
61,170.8,174.8,342,7.5588561697768375,31.882683076028634
62,173.6,177.6,342,3.53567472536516,20.11912761080562
63,176.4,180.4,342,3.9086815614534065,18.769805764376446
64,179.2,183.2,342,4.336875074649593,19.242864696051143
65,182.0,186.0,342,4.214823383560355,24.817042048787936
66,184.8,188.8,342,4.695127569463747,24.089462523235987
67,187.6,191.6,342,7.884171483193607,40.02662821256637
68,190.4,194.4,342,3.2383438851295216,14.211633338314071
69,193.2,197.2,342,5.758183381337585,29.861519683786085
70,196.0,200.0,342,9.432644706470082,49.921002404810835
71,198.8,202.8,342,4.792223436500324,26.586351144077163
72,201.6,205.6,342,10.266563116967086,79.23271755685035
73,204.4,208.4,342,7.804748487482306,78.48344076425768
74,207.2,211.2,342,3.4375117878141923,17.717712111169547
75,210.0,214.0,342,3.218561441283412,19.767749711579345
76,212.8,216.8,342,3.7302130248477394,24.830835324539308
77,215.6,219.6,342,4.26204082266866,49.83958530135605
78,218.4,222.4,342,4.408418958568461,20.949896669369
79,221.2,225.2,342,4.997580684559491,29.410924972371372
80,224.0,228.0,342,4.7846222273657455,16.82137811247967
81,226.8,230.8,342,4.33818150848695,22.796423115683393
82,229.6,233.6,342,4.550807498371528,34.46975174625917
83,232.4,236.4,342,6.348940752526437,42.161025030318676
84,235.2,239.2,342,4.563020517815573,33.09506987058809
85,238.0,242.0,342,7.5455826337618666,51.23327528461193
86,240.8,244.8,342,18.413095723882257,105.19566499066362
87,243.6,247.6,342,3.341368194176167,22.049396614689964
88,246.4,250.4,342,5.056339258145012,22.49461506201488
89,249.2,253.2,342,4.5378607641109685,19.526108185601338
90,252.0,256.0,342,11.549496441691089,62.67184993040998
