Channel,Participation_Coefficient
Fp1,0.4761680896546212
Fp2,0.47798433576955013
F3,0.47901250612690915
F4,0.49878567786658645
C3,0.49958366398920817
C4,0.49710953895307886
P3,0.4541702494207007
P4,0.4322625523543533
O1,0.29300852583612524
O2,0.3720995802624628
F7,0.49347117015585273
F8,0.48829952687719147
T3,0.4971019434240308
T4,0.4968749003704884
T5,0.44771435697094186
T6,0.39094311594072595
FZ,0.4943390144068601
CZ,0.4980184520497646
PZ,0.46040822744133547
