Source,Target,F-stat,p-value
FZ,Fp2,1497.2185407053873,0.0
CZ,FZ,1227.353864093395,0.0
Fp2,T5,1215.9035966744073,0.0
Fp2,FZ,1132.4554793881218,0.0
Fp1,T5,1020.5559233312955,0.0
Fp1,T6,987.7529679492617,0.0
FZ,Fp1,984.3061065885904,0.0
Fp1,FZ,927.350966137704,0.0
Fp2,T6,885.1413555563356,0.0
CZ,F4,839.0412582914163,0.0
F4,Fp2,817.3341350347285,0.0
Fp2,F4,813.2108822980504,0.0
T4,T5,812.5222109111847,0.0
C4,F4,787.0880594916686,0.0
F4,T5,749.8985672860515,5e-323
F8,Fp2,726.485975449923,4.55848793323e-313
F7,Fp1,719.3417133631875,5.0112554004727e-310
C3,F8,702.7208211479388,4.2878337699257395e-154
F8,T5,671.858614137985,8.461245964497167e-290
F3,T6,656.5854557091614,2.7498763514344617e-283
C4,F8,655.9487502979844,5.138530176131967e-283
CZ,F3,647.5957768355895,1.876898014258507e-279
F3,T5,630.7892932541744,2.779748722142042e-272
T4,O2,612.006971163418,2.893993362212309e-264
Fp2,P3,610.5088482329344,1.2623228800742426e-263
FZ,F8,598.6987556299097,1.123835632726109e-131
FZ,F3,585.9760649994884,3.8019553215534335e-253
Fp1,T4,585.238843416869,7.85254772154645e-253
T4,O1,560.643409546835,2.558209607719563e-242
Fp2,C3,559.7260070425781,6.31252527451221e-242
Fp2,T3,549.6893417372269,1.2370097173572922e-237
FZ,F4,545.2349012308216,9.94697419290701e-236
F4,T6,542.3346942903258,1.7311529102607914e-234
T6,T5,532.7937570504942,2.091405507666271e-230
FZ,T5,515.86792207371,3.671346414987279e-223
C3,F3,509.90845385672407,1.307162134994241e-220
T4,PZ,506.1727412665847,5.199510842031618e-219
F7,T6,503.81491881462944,5.317011496313974e-218
Fp2,T4,502.41590641350933,2.1125478315349613e-217
FZ,F7,500.45894098357587,1.8144211814514036e-110
C4,FZ,491.2153646805632,1.3254663225750472e-212
CZ,Fp2,487.2634988269207,6.537893233096802e-211
Fp1,F4,485.52350322932347,3.638732307388185e-210
FZ,T6,479.61790089280424,1.2345557306378404e-207
Fp1,P3,472.19585079777585,1.872654359354413e-204
Fp1,O2,461.18073579429006,9.874748173755433e-200
C3,F4,446.5226368169166,1.907814565249999e-193
Fp2,O2,443.7381619982778,2.984862669341443e-192
C3,FZ,443.24847971428125,4.841511027882568e-192
F8,T6,435.27358756354596,1.2774131472636236e-188
T3,O2,433.84499309454446,5.239622120302425e-188
T6,F7,430.65371985679405,1.226508604886397e-186
Fp2,F7,426.10628328411065,1.0969274932159388e-184
Fp2,O1,415.36598674531507,4.469844836441414e-180
F8,O2,408.07050762123265,6.061104345418432e-177
Fp2,F3,402.28270991938155,1.853316615369956e-174
T6,Fp1,396.8794043451102,3.8779163564820165e-172
F8,O1,393.0778837940387,1.665366467758993e-170
P4,F8,392.65417907999256,3.7571517439408725e-87
T4,T3,391.8495543065867,5.612614941340915e-170
T4,P3,391.6496658872831,6.839641365451067e-170
Fp1,C3,390.4197036878167,2.308931515028312e-169
F3,T4,390.2513465096457,2.7273242547334415e-169
T6,T3,389.6231662280031,5.076963720946124e-169
CZ,F8,388.7461387723697,1.208883248768257e-168
T3,T6,388.0960060619886,2.299821765599486e-168
F7,T5,387.5951644865881,3.77458334211123e-168
F4,C4,385.008888268567,4.875840447080834e-167
T4,T6,381.1408467152234,2.2391468680087197e-165
