,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ
Fp1,1.0,0.8847179096990226,0.9000266214468439,0.7817697535019517,0.24426554642579812,0.2574132665188723,0.09829587064654915,-0.07962916971876605,0.10152577589556448,0.10700930343609293,0.4487054850961632,0.6437319623742005,0.23486587334772085,0.22408076511858874,-0.011562075435663122,-0.22473089690873066,0.8858699362759681,0.33654601470052786,0.04775806576882305
Fp2,0.8847179096990226,1.0,0.9095799319187376,0.9008027694200446,0.23126201035449145,0.2889454408781623,0.10645173839316664,-0.08917337508763917,0.14897958232813788,0.004960334030042467,0.43565111320592936,0.8305844356094402,0.3760444519732787,0.2957594679886358,0.08273746646412189,-0.20459292293854145,0.9066469170448166,0.3644514332655069,-0.008817921945048657
F3,0.9000266214468439,0.9095799319187376,1.0,0.8895509499507951,0.25839777275880854,0.29318590181928,0.11716568318897858,-0.05211185771503201,0.1371718938750343,0.03277118338045707,0.41296286906096985,0.6903507233202731,0.3218847520280467,0.24197670567501056,0.05086837529741913,-0.16435024058502273,0.9944745731961617,0.3977636771529402,0.026626728195676946
F4,0.7817697535019517,0.9008027694200446,0.8895509499507951,1.0,0.3261702562439468,0.4631258532848123,0.14658979373973416,-0.03582485724776311,0.14332864854303268,0.0077168225573421186,0.4065096321079457,0.8112458734944974,0.39351622827530336,0.3784234533384717,0.12258762186287121,-0.13617953017667137,0.8912167062099197,0.4699724067189291,0.02660702443540476
C3,0.24426554642579812,0.23126201035449145,0.25839777275880854,0.3261702562439468,1.0,0.6360963428288982,0.5724368227058441,0.22056566683940737,0.3298748797555571,0.24893433454099095,0.196109717251399,0.237488912812246,0.560009098165926,0.38835960772543393,0.6164677737614734,-0.009723210473254924,0.2573588018250778,0.71911143512227,0.32168566577572094
C4,0.2574132665188723,0.2889454408781623,0.29318590181928,0.4631258532848123,0.6360963428288982,1.0,0.3251283818116769,0.18456877814466469,0.2532676285688494,0.15402388404941794,0.21630732353969234,0.3398474519593269,0.4492939051017723,0.6415992761133377,0.38615629041508015,-0.036774928794597796,0.29097974111769814,0.7451103690381674,0.2304914862438863
P3,0.09829587064654915,0.10645173839316664,0.11716568318897858,0.14658979373973416,0.5724368227058441,0.3251283818116769,1.0,0.4685640540556383,0.7311649747754679,0.6452175861626577,0.11812811922826691,0.08589199879297227,0.3829799591329547,0.16150880492413275,0.5705301622209266,-0.020105159012216715,0.11842596434366706,0.45022528072009915,0.6650389881970741
P4,-0.07962916971876605,-0.08917337508763917,-0.05211185771503201,-0.03582485724776311,0.22056566683940737,0.18456877814466469,0.4685640540556383,1.0,0.5140748125387875,0.7645510056735322,-0.24607378289593684,-0.11100439890278348,-0.040645027266477264,0.14068288838850046,0.23702683118490822,0.5216109482386482,-0.029538772486830678,0.2880785837226777,0.873021889515878
O1,0.10152577589556448,0.14897958232813788,0.1371718938750343,0.14332864854303268,0.3298748797555571,0.2532676285688494,0.7311649747754679,0.5140748125387875,1.0,0.6874679231092472,0.19898100155570117,0.10991552929448527,0.4417956827592195,0.19269534683824868,0.4610685556576904,-0.16806921202203345,0.13626276300620815,0.376584769409411,0.6394408169625574
O2,0.10700930343609293,0.004960334030042467,0.03277118338045707,0.0077168225573421186,0.24893433454099095,0.15402388404941794,0.6452175861626577,0.7645510056735322,0.6874679231092472,1.0,-0.04346918392599769,-0.0933448293891486,-0.01627965919881135,0.06826897207625206,0.22944775993142644,0.17102577809816416,0.033245215498078774,0.2818235914928662,0.9106312662430546
F7,0.4487054850961632,0.43565111320592936,0.41296286906096985,0.4065096321079457,0.196109717251399,0.21630732353969234,0.11812811922826691,-0.24607378289593684,0.19898100155570117,-0.04346918392599769,1.0,0.4401913780555085,0.40802664730413907,0.16964480844207439,0.08532058855279909,-0.5066750824229542,0.39517500281513757,0.2708304789713663,-0.08387976615322527
F8,0.6437319623742005,0.8305844356094402,0.6903507233202731,0.8112458734944974,0.237488912812246,0.3398474519593269,0.08589199879297227,-0.11100439890278348,0.10991552929448527,-0.0933448293891486,0.4401913780555085,1.0,0.4434261517870475,0.5026385257574437,0.14689452036096484,-0.11547867140930215,0.6973078438680309,0.32310385873762565,-0.07618843932172527
T3,0.23486587334772085,0.3760444519732787,0.3218847520280467,0.39351622827530336,0.560009098165926,0.4492939051017723,0.3829799591329547,-0.040645027266477264,0.4417956827592195,-0.01627965919881135,0.40802664730413907,0.4434261517870475,1.0,0.4313455848526713,0.6436410739199666,-0.31191454750315833,0.3230309149777267,0.4856109303899809,-0.0013875797081501315
T4,0.22408076511858874,0.2957594679886358,0.24197670567501056,0.3784234533384717,0.38835960772543393,0.6415992761133377,0.16150880492413275,0.14068288838850046,0.19269534683824868,0.06826897207625206,0.16964480844207439,0.5026385257574437,0.4313455848526713,1.0,0.3071209675526951,0.07321802973188998,0.2470192180568759,0.43507527210811986,0.0958181434717409
T5,-0.011562075435663122,0.08273746646412189,0.05086837529741913,0.12258762186287121,0.6164677737614734,0.38615629041508015,0.5705301622209266,0.23702683118490822,0.4610685556576904,0.22944775993142644,0.08532058855279909,0.14689452036096484,0.6436410739199666,0.3071209675526951,1.0,0.004992281855646707,0.05807715320940703,0.425489185890013,0.24497250468933163
T6,-0.22473089690873066,-0.20459292293854145,-0.16435024058502273,-0.13617953017667137,-0.009723210473254924,-0.036774928794597796,-0.020105159012216715,0.5216109482386482,-0.16806921202203345,0.17102577809816416,-0.5066750824229542,-0.11547867140930215,-0.31191454750315833,0.07321802973188998,0.004992281855646707,1.0,-0.12948812154472114,-0.15807253176948338,0.28676466857095984
FZ,0.8858699362759681,0.9066469170448166,0.9944745731961617,0.8912167062099197,0.2573588018250778,0.29097974111769814,0.11842596434366706,-0.029538772486830678,0.13626276300620815,0.033245215498078774,0.39517500281513757,0.6973078438680309,0.3230309149777267,0.2470192180568759,0.05807715320940703,-0.12948812154472114,1.0,0.39839753402253625,0.034227815960984544
CZ,0.33654601470052786,0.3644514332655069,0.3977636771529402,0.4699724067189291,0.71911143512227,0.7451103690381674,0.45022528072009915,0.2880785837226777,0.376584769409411,0.2818235914928662,0.2708304789713663,0.32310385873762565,0.4856109303899809,0.43507527210811986,0.425489185890013,-0.15807253176948338,0.39839753402253625,1.0,0.3948995260657308
PZ,0.04775806576882305,-0.008817921945048657,0.026626728195676946,0.02660702443540476,0.32168566577572094,0.2304914862438863,0.6650389881970741,0.873021889515878,0.6394408169625574,0.9106312662430546,-0.08387976615322527,-0.07618843932172527,-0.0013875797081501315,0.0958181434717409,0.24497250468933163,0.28676466857095984,0.034227815960984544,0.3948995260657308,1.0
