threshold,mean_jaccard,std_jaccard,min_jaccard,max_jaccard,median_jaccard,n_comparisons
0.3,0.1183502184160882,0.06691199119660593,0.0,0.3106796116504854,0.11979913916786226,32
0.4,0.04724659160676542,0.0408154313166075,0.0,0.15625,0.043478260869565216,32
0.5,0.007759353741496599,0.026699256303152136,0.0,0.125,0.0,32
0.6,0.0,0.0,0.0,0.0,0.0,32
0.7,0.0,0.0,0.0,0.0,0.0,32
