,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,25+,26+,27+
Fp1,1.0,0.8929137956802288,0.8456083299222741,0.7689178981889399,0.5709989678148747,0.6114419640217872,0.2694245253094682,0.31554626797291674,0.15614454901383293,0.16729586681669628,0.7779095230670342,0.7294867319537628,0.001809380294052981,0.2116489729462832,-0.05104477504294175,0.05525891394136899,0.7115948354714711,0.5168536635305615,0.42339565474927954,0.011832490093876507,-0.005918025791286401,-0.01715272412805569
Fp2,0.8929137956802288,1.0,0.7816583184083445,0.8661371449703598,0.516572333512021,0.6288074512639753,0.23544262578509198,0.2913057200535203,0.125424409268746,0.13857109312335458,0.6654431955593105,0.8521439454659914,-0.029194266503683838,0.2904359149563225,-0.06921246218613486,0.03702666036118829,0.7926294576132333,0.49149738046924274,0.38833458752003325,0.025752619539763797,-0.01923486065518098,-0.018349464875279914
F3,0.8456083299222741,0.7816583184083445,1.0,0.8088785517100773,0.7120772757023228,0.7126251821996921,0.37219293118853103,0.40146913845937404,0.2186699783030419,0.2299959833771151,0.7551641418975228,0.6869787182811972,0.08579369963529083,0.25906740678229795,0.03526830775849975,0.1256375311415155,0.7365510423389354,0.6252542644360107,0.5297843939319746,0.009848757284785214,-0.017590181856296905,-0.017706157549404324
F4,0.7689178981889399,0.8661371449703598,0.8088785517100773,1.0,0.5512350075879322,0.7514318568048411,0.31852551075157287,0.37085892410179155,0.18030354975394927,0.19335343519179793,0.5987617949322531,0.7904346720389577,0.04574509763654078,0.30428254861223003,0.003319977603360102,0.09081475812376746,0.8367670902142489,0.5650956067732913,0.47289840602599925,0.019206083720690607,-0.02081518480880069,-0.01970682903669377
C3,0.5709989678148747,0.516572333512021,0.7120772757023228,0.5512350075879322,1.0,0.6991859761991615,0.6452581441416965,0.5744617058215554,0.3788608253002417,0.38694587877595255,0.5039454004119812,0.4450753614861265,0.32619008486559664,0.2965179061401769,0.28265599662373675,0.2826674540247364,0.475921618918779,0.700738944257736,0.6867380540730477,-0.003848812030447556,-0.011743650666326346,-0.012061023635983688
C4,0.6114419640217872,0.6288074512639753,0.7126251821996921,0.7514318568048411,0.6991859761991615,1.0,0.4905143912227289,0.6481536514616272,0.3786447873570331,0.39482601670048956,0.5064408719309172,0.6092771218394119,0.17269942023270313,0.4012026101635362,0.14114065889683325,0.32983600657489015,0.567346749021064,0.751160739331722,0.6837516236550397,0.008324609013917487,-0.016145775423727013,-0.022518107830107673
P3,0.2694245253094682,0.23544262578509198,0.37219293118853103,0.31852551075157287,0.6452581441416965,0.4905143912227289,1.0,0.6468032592324244,0.5778726905707459,0.5666844263653742,0.22005832647254137,0.1845684490053127,0.5874334755751601,0.22818649790766116,0.5904890048908024,0.4326255044777411,0.22025709292627876,0.5203660903265617,0.790028080887159,-0.0064664431983035816,-0.021668029782530476,-0.015066472321284143
P4,0.31554626797291674,0.2913057200535203,0.40146913845937404,0.37085892410179155,0.5744617058215554,0.6481536514616272,0.6468032592324244,1.0,0.5784084273827734,0.6341795626555995,0.21125845268617374,0.25303006305244946,0.27141625486639476,0.4233068832993554,0.2665056577584376,0.6948117475991115,0.2361724063708587,0.5462259682695209,0.8080921324701188,-0.00037953445675528166,-0.021642789735644256,-0.011098522732934627
O1,0.15614454901383293,0.125424409268746,0.2186699783030419,0.18030354975394927,0.3788608253002417,0.3786447873570331,0.5778726905707459,0.5784084273827734,1.0,0.9614216989281045,0.030981762093783564,0.061446063878043265,0.29919190702857773,0.08062942129382432,0.33784673424437894,0.6101579767189613,0.08338775276873624,0.37519328637796223,0.6076343308149357,-0.002994219568619302,-0.011653591859277427,-0.009500791883915075
O2,0.16729586681669628,0.13857109312335458,0.2299959833771151,0.19335343519179793,0.38694587877595255,0.39482601670048956,0.5666844263653742,0.6341795626555995,0.9614216989281045,1.0,0.04733561572513677,0.07939898111562145,0.267494398660362,0.11995801930461183,0.2925936255931972,0.6835205874488544,0.09162640752545072,0.3797506694803382,0.6241502466703469,-0.007424916005879496,-0.010040507902134297,-0.010199246131323697
F7,0.7779095230670342,0.6654431955593105,0.7551641418975228,0.5987617949322531,0.5039454004119812,0.5064408719309172,0.22005832647254137,0.21125845268617374,0.030981762093783564,0.04733561572513677,1.0,0.675589012796621,0.09615897198592101,0.22365408519611513,0.018624381922392814,-0.037476232325843364,0.5049238640850855,0.4133971702491506,0.32071868021805,0.020617705216661255,-0.026039892499806077,-0.016676929784076915
F8,0.7294867319537628,0.8521439454659914,0.6869787182811972,0.7904346720389577,0.4450753614861265,0.6092771218394119,0.1845684490053127,0.25303006305244946,0.061446063878043265,0.07939898111562145,0.675589012796621,1.0,-0.08282082498883096,0.460504094230177,-0.12326514698226045,0.03424346194920795,0.629322299129454,0.4187813502615027,0.32284819992360264,0.03615297256933527,-0.02296834048143249,-0.017867029997880108
T3,0.001809380294052981,-0.029194266503683838,0.08579369963529083,0.04574509763654078,0.32619008486559664,0.17269942023270313,0.5874334755751601,0.27141625486639476,0.29919190702857773,0.267494398660362,0.09615897198592101,-0.08282082498883096,1.0,0.09249727671019128,0.9590337057950031,0.2302934791843526,0.008668536538376868,0.20302473597962203,0.34186800537342144,0.0075619577437734085,-0.031414624463185624,-0.012027990076859044
T4,0.2116489729462832,0.2904359149563225,0.25906740678229795,0.30428254861223003,0.2965179061401769,0.4012026101635362,0.22818649790766116,0.4233068832993554,0.08062942129382432,0.11995801930461183,0.22365408519611513,0.460504094230177,0.09249727671019128,1.0,0.06835499187808085,0.4537683533256899,0.2098284433216852,0.23526336763540373,0.2791110482313949,0.028752510944179962,-0.029011460419330937,-0.010950101497414187
T5,-0.05104477504294175,-0.06921246218613486,0.03526830775849975,0.003319977603360102,0.28265599662373675,0.14114065889683325,0.5904890048908024,0.2665056577584376,0.33784673424437894,0.2925936255931972,0.018624381922392814,-0.12326514698226045,0.9590337057950031,0.06835499187808085,1.0,0.2589916746476936,-0.03809778399000487,0.17086246396974103,0.32903987726480455,0.0017488809691074173,-0.031224604939708297,-0.010703406250011543
T6,0.05525891394136899,0.03702666036118829,0.1256375311415155,0.09081475812376746,0.2826674540247364,0.32983600657489015,0.4326255044777411,0.6948117475991115,0.6101579767189613,0.6835205874488544,-0.037476232325843364,0.03424346194920795,0.2302934791843526,0.4537683533256899,0.2589916746476936,1.0,-0.022032635681646356,0.24981079188668165,0.48955212730215203,0.004666867759821824,-0.02394887795631198,-0.008455292777359982
FZ,0.7115948354714711,0.7926294576132333,0.7365510423389354,0.8367670902142489,0.475921618918779,0.567346749021064,0.22025709292627876,0.2361724063708587,0.08338775276873624,0.09162640752545072,0.5049238640850855,0.629322299129454,0.008668536538376868,0.2098284433216852,-0.03809778399000487,-0.022032635681646356,1.0,0.4965012289673213,0.3528519378885212,0.007320196457549132,-0.010234395964043807,-0.01568296436266943
CZ,0.5168536635305615,0.49149738046924274,0.6252542644360107,0.5650956067732913,0.700738944257736,0.751160739331722,0.5203660903265617,0.5462259682695209,0.37519328637796223,0.3797506694803382,0.4133971702491506,0.4187813502615027,0.20302473597962203,0.23526336763540373,0.17086246396974103,0.24981079188668165,0.4965012289673213,1.0,0.7579930357167758,0.001527244296636043,0.0020972885089842594,-0.017480386512240036
PZ,0.42339565474927954,0.38833458752003325,0.5297843939319746,0.47289840602599925,0.6867380540730477,0.6837516236550397,0.790028080887159,0.8080921324701188,0.6076343308149357,0.6241502466703469,0.32071868021805,0.32284819992360264,0.34186800537342144,0.2791110482313949,0.32903987726480455,0.48955212730215203,0.3528519378885212,0.7579930357167758,1.0,-0.0026821054353799913,-0.0187646177380734,-0.021840008325466204
