Source,Target,F-stat,p-value
P3,O1,2282.0394437289888,0.0
PZ,O1,1694.8154384217269,0.0
T5,O1,1256.0205842146186,0.0
P4,O1,1205.9144837800281,0.0
F4,F8,1073.9793347981129,0.0
Fp2,F8,962.9680984670457,0.0
FZ,F8,953.2386132396025,0.0
T6,O1,893.7603346682052,0.0
C3,O1,888.1782563915679,0.0
C4,F8,846.8308505705783,0.0
T3,O1,834.3430195972334,0.0
CZ,O1,810.9919448328818,0.0
Fp1,F8,775.932476413859,0.0
C4,O1,768.284756635529,0.0
T4,F8,764.0328155081429,0.0
P3,O2,729.5439548332645,9.0079014705e-314
F3,F8,703.4081108567782,1.0977102217386747e-302
CZ,F8,677.2754631195786,1.3628125098508136e-291
O2,O1,674.7341823109764,1.6359732676614865e-290
T4,O1,646.6145011361784,1.4548597940578848e-278
F4,FZ,573.680129338113,3.4887618543909336e-126
F7,F8,569.9228762134204,6.421215942261485e-246
F4,Fp2,540.1616008680486,5.849138950284747e-119
C3,F8,539.3611016931064,6.90981797306586e-233
T3,F8,534.6119600711389,7.340393883171082e-231
PZ,O2,518.1274842949488,7.968503491816499e-224
T6,F8,463.2424885027013,2.259406363456394e-200
P4,F8,456.9168101305101,1.1473661310534399e-197
F4,O1,415.0584194768947,9.509012576182948e-180
F8,F7,409.13660894873794,3.2740995783843503e-177
PZ,F8,407.29494697561415,2.0145452658358333e-176
FZ,O1,396.4094122258806,9.315561160163411e-172
C4,FZ,386.39217086501,9.413181857968145e-86
Fp2,O1,376.83022292992536,2.3128225396724153e-163
O1,O2,370.28293800989195,1.48804870220635e-160
Fp2,F7,360.0395943760398,3.6960763145885417e-156
P4,O2,358.7976254986511,1.261057291109303e-155
F7,O1,350.0600638272856,7.097356379983833e-152
T5,F8,349.89246037427233,8.376187925852985e-152
C3,FZ,345.6054592896421,6.319796830440068e-77
F8,C3,331.593223136875,6.040072269607194e-144
T5,O2,330.9587346533291,1.1313241162782562e-143
Fp1,O1,328.6198430401882,1.1436907219037379e-142
F4,Fp1,324.9911920254907,1.8422919108109416e-72
F4,F7,322.43197078395707,5.20975027254652e-140
C4,F7,321.8350511990404,9.403756860245505e-140
CZ,FZ,321.62469086656364,9.878746353325383e-72
P3,F8,314.06369576511037,2.05569804989092e-136
C4,Fp2,312.1392708530318,1.1221186680884644e-69
F3,O1,311.49368808901573,2.6156606051031642e-135
FZ,F4,310.6140494468949,2.4020266577436227e-69
T4,F7,309.93223177260853,1.226763848686725e-134
FZ,F7,303.59335654860286,6.513752509937743e-132
P3,F7,302.7924752661261,1.4393590480086882e-131
T5,F7,302.53668858970735,1.8541557658121323e-131
F8,O1,299.87092546783146,2.5963481446059218e-130
PZ,F7,292.62899171786813,3.378600029906748e-127
CZ,F7,292.15766711805236,5.3883332496490875e-127
F8,T3,287.9907505859645,3.3403419810288146e-125
FZ,T5,285.2153727433047,5.22053256720156e-124
T6,F7,283.58641884907814,2.62129624080918e-123
Fp1,F3,282.80646201197857,5.67647868652422e-123
F7,Fp1,281.46795648801634,2.1378043320948958e-122
T3,F7,277.4894191796285,1.1012219106514645e-120
Fp1,F7,275.7619120549602,6.0991055895633924e-120
Fp1,T5,275.0994648443879,1.1758331310091653e-119
C3,O2,272.95332079041043,9.862038147650112e-119
C4,F4,264.69676156491283,2.178439017061791e-59
T6,O2,262.49634281951575,3.127520277003954e-114
Fp2,F4,258.3217300181443,5.26852801863252e-58
CZ,O2,255.9190735194566,2.1242217343538707e-111
F4,T5,253.5525449793707,2.219809040627738e-110
F8,Fp1,252.96032507285736,3.9935593813051825e-110
T3,C4,251.47104786419314,1.7488480919856104e-109
P3,T6,250.4371010309803,4.876002985565504e-109
T3,F4,246.87538549856217,1.6679395088287138e-107
C3,F3,246.54533812561692,1.8975655318896764e-55
Fp2,T5,245.06611808835197,1.0035623910724009e-106
F8,F3,244.72163288532101,1.4123452680107538e-106
FZ,T6,243.52981615751628,4.606402090158533e-106
T3,T4,242.11214543786474,1.879768933555644e-105
Fp1,T6,241.94315783708302,2.2228360801679118e-105
Fp1,C3,240.8075017630816,6.857716658456782e-105
C3,F7,239.82162940046058,1.8236251175625566e-104
Fp2,C3,237.7786486397064,1.3841502755345458e-103
P4,F7,237.52952689102457,1.7722500806618068e-103
T3,O2,234.41012814191726,3.9146117930402415e-102
T3,Fp2,232.00615894566835,4.2527029350694365e-101
F8,C4,230.2272378526302,2.4850414778858344e-100
O2,P3,228.35721292820588,1.5896966516542778e-99
FZ,C3,227.62617125259112,3.2840270852788194e-99
C4,C3,225.45363385418509,2.8369747857451547e-98
C4,O2,222.8580707943939,3.730208577639964e-97
Fp1,F4,221.92340772919303,9.433325861523867e-97
F4,T6,220.97025696184303,2.42984969856788e-96
F8,CZ,220.447191598976,4.083989208188751e-96
F7,F4,219.57498466206755,9.707808107793766e-96
F3,Fp1,217.899157494275,5.1245401087989405e-95
F3,T5,215.9235116129599,3.6434018092949e-94
F4,C3,214.407817707541,1.640878780635333e-93
F8,Fp2,214.39694050322706,1.6586963301717127e-93
Fp1,CZ,207.18313369784985,2.1420101599329794e-90
T4,C3,206.6859606845255,3.509632805476153e-90
O2,PZ,202.36011816589965,2.5776777778146473e-88
F8,T5,200.02697761438594,2.6166626522200075e-87
F8,F4,197.81460317921247,2.3563514240102607e-86
T3,FZ,197.6912435694953,2.6635667275240783e-86
F8,FZ,197.40363859400185,3.544472657030124e-86
T4,T5,194.98025320349595,3.937092654513539e-85
T5,Fp2,194.8280245133702,4.579951946297103e-85
FZ,CZ,194.57612983150457,5.882364031460626e-85
T6,T5,188.70812318838693,2.00362589644224e-82
F7,Fp2,187.1632382073835,9.30195540712316e-82
P4,FZ,186.58301467222753,2.050043020247297e-42
P3,Fp2,186.52871740810153,1.7475807917456038e-81
F7,C3,185.54588449413836,4.641359944100326e-81
T5,T6,183.54537765880158,3.389548810462109e-80
F8,T4,181.34077370299127,3.032501998733819e-79
T3,T6,180.98855438522986,4.3037764054417135e-79
F3,T6,180.02731197595048,1.118960784378226e-78
Fp2,T6,179.97243269064006,1.181697919681675e-78
PZ,T6,178.1112586406377,7.516370577109686e-78
